Number,Theme,Subtheme,Year,RRP (USD),Value new (USD)
76005-1,Marvel Super Heroes,Ultimate Spider-Man,2013,49.99,93.73
76006-1,Marvel Super Heroes,Iron Man 3,2013,19.99,52.11
76007-1,Marvel Super Heroes,Iron Man 3,2013,39.99,94.63
76008-1,Marvel Super Heroes,Iron Man 3,2013,12.99,36.18
76009-1,DC Comics Super Heroes,DC Extended Universe,2013,19.99,22.24
79005-1,The Lord of the Rings,The Fellowship of the Ring,2013,12.99,53.46
79006-1,The Lord of the Rings,The Fellowship of the Ring,2013,29.99,92.1
79007-1,The Lord of the Rings,The Return of the King,2013,59.99,230.93
79008-1,The Lord of the Rings,The Return of the King,2013,99.99,237.69
79011-1,The Hobbit,The Desolation of Smaug,2013,19.99,52.04
79012-1,The Hobbit,The Desolation of Smaug,2013,29.99,111.61
79013-1,The Hobbit,The Desolation of Smaug,2013,49.99,139.18
79014-1,The Hobbit,The Desolation of Smaug,2013,69.99,154.65
79100-1,Teenage Mutant Ninja Turtles,TV Series,2013,12.99,37.62
79101-1,Teenage Mutant Ninja Turtles,TV Series,2013,24.99,53.26
79102-1,Teenage Mutant Ninja Turtles,TV Series,2013,19.99,43.31
79103-1,Teenage Mutant Ninja Turtles,TV Series,2013,49.99,97.49
79104-1,Teenage Mutant Ninja Turtles,TV Series,2013,59.99,59.0
79105-1,Teenage Mutant Ninja Turtles,TV Series,2013,39.99,57.92
79106-1,The Lone Ranger,,2013,12.99,42.21
79107-1,The Lone Ranger,,2013,19.99,40.29
79108-1,The Lone Ranger,,2013,29.99,99.41
79109-1,The Lone Ranger,,2013,49.99,92.28
79110-1,The Lone Ranger,,2013,69.99,109.17
79111-1,The Lone Ranger,,2013,99.99,195.67
88003-1,Power Functions,Accessories,2013,13.99,23.63
88004-1,Power Functions,Accessories,2013,24.99,71.11
850617-1,City,Police,2013,14.99,16.55
850618-1,City,Fire,2013,14.99,14.1
850632-1,Ninjago,The Final Battle,2013,14.99,23.38
850779-1,Legends of Chima,Accessory Sets,2013,14.99,12.71
850791-1,Seasonal,Birthday,2013,7.99,11.44
850839-1,Pirates,,2013,14.99,45.17
850842-1,Seasonal,Christmas,2013,7.99,15.53
850843-1,Seasonal,Christmas,2013,7.99,32.86
850849-1,Seasonal,Christmas,2013,7.99,17.74
850850-1,Seasonal,Christmas,2013,7.99,8.5
850851-1,Seasonal,Christmas,2013,7.99,12.9
850852-1,Seasonal,Christmas,2013,7.99,20.06
2000430-1,Serious Play,,2013,789.99,840.88
2000431-1,Serious Play,,2013,754.99,701.8
COMCON032-1,Star Wars,Promotional,2013,39.99,368.06
COMCON033-1,The Hobbit,An Unexpected Journey,2013,39.99,225.0
DESPERES-1,Promotional,LEGO brand store opening set,2013,0.0,161.96
LILLE-1,Promotional,LEGO brand store opening set,2013,0.0,67.66
SANANTONIO-1,Promotional,LEGO brand store opening set,2013,0.0,58.0
TORONTO-3,Promotional,LEGO brand store opening set,2013,0.0,150.0
3293-1,Duplo,Bob the Builder,2005,10.0,50.0
3770-1,Duplo,Trains,2005,9.99,25.0
3771-1,Duplo,Trains,2005,49.99,157.65
3772-1,Duplo,Trains,2005,89.99,192.35
3774-1,Duplo,Trains,2005,19.99,35.0
3775-1,Duplo,Trains,2005,6.99,8.91
4105-2,Make and Create,,2005,10.0,53.99
4337-1,Creator,3 in 1,2005,3.5,18.5
4338-1,Creator,3 in 1,2005,3.5,20.37
4339-1,Creator,3 in 1,2005,3.5,11.28
4413-1,Creator,3 in 1,2005,3.5,15.0
4423-1,Creator,,2005,15.0,17.06
4496-2,Creator,Bucket,2005,20.0,99.5
4659-1,Duplo,LEGO Ville,2005,12.99,35.49
4661-1,Duplo,LEGO Ville,2005,5.0,18.0
4662-1,Duplo,LEGO Ville,2005,10.0,53.24
4663-1,Duplo,LEGO Ville,2005,20.0,70.85
4664-1,Duplo,LEGO Ville,2005,30.0,81.53
4665-1,Duplo,LEGO Ville,2005,59.99,109.62
4679-1,Make and Create,,2005,20.0,80.45
4762-1,Harry Potter,Goblet of Fire,2005,20.0,196.0
4766-1,Harry Potter,Goblet of Fire,2005,30.0,342.62
4767-1,Harry Potter,Goblet of Fire,2005,30.0,280.0
4768-1,Harry Potter,Goblet of Fire,2005,49.99,270.0
4770-1,Alpha Team,Mission Deep Freeze,2005,30.0,57.58
4774-1,Alpha Team,Mission Deep Freeze,2005,20.0,80.0
4779-1,Duplo,Castle,2005,24.99,181.16
4782-1,Creator,Bulk Set,2005,3.0,20.0
4784-1,Duplo,Castle,2005,15.0,169.88
4820-1,Duplo,Princess Castle,2005,79.99,127.94
4821-1,Duplo,Princess Castle,2005,13.0,100.0
4822-1,Duplo,Princess Castle,2005,8.0,27.96
4868-1,Bionicle,Rahaga,2005,4.0,24.65
4869-1,Bionicle,Rahaga,2005,4.0,15.03
4870-1,Bionicle,Rahaga,2005,4.0,36.75
4877-1,Bionicle,Rahaga,2005,4.0,25.82
4878-1,Bionicle,Rahaga,2005,4.0,11.99
4879-1,Bionicle,Rahaga,2005,4.0,17.14
4881-1,Creator,Designer Set,2005,10.0,28.9
4882-1,Creator,Designer Set,2005,10.0,25.05
4883-1,Creator,Designer Set,2005,20.0,40.0
4884-1,Creator,Designer Set,2005,30.0,120.4
4888-1,Creator,Designer Set,2005,40.0,176.0
5463-1,Baby,,2005,10.0,22.0
5503-1,Duplo,,2005,10.0,36.91
5504-1,Duplo,,2005,10.0,12.99
5524-1,Factory,,2005,40.0,60.0
5525-1,Factory,,2005,70.0,100.0
5526-1,Factory,,2005,130.0,730.97
5552-1,Duplo,Thomas the Tank Engine,2005,20.0,150.98
5554-1,Duplo,Thomas the Tank Engine,2005,29.99,207.6
5555-1,Duplo,Thomas the Tank Engine,2005,15.0,124.9
5556-1,Duplo,Thomas the Tank Engine,2005,10.0,66.33
5960-1,Belville,,2005,70.0,160.0
5961-1,Belville,,2005,19.99,47.15
5962-1,Belville,,2005,20.0,28.78
5963-1,Belville,,2005,19.99,70.0
5964-1,Belville,,2005,6.0,20.46
5994-1,Castle,Knights' Kingdom II,2005,1.0,4.97
6966-1,Star Wars,Episode III,2005,4.99,7.94
7015-1,Vikings,,2005,5.0,58.41
7016-1,Vikings,,2005,10.0,102.54
7017-1,Vikings,,2005,20.0,180.19
7018-1,Vikings,,2005,50.0,385.17
7019-1,Vikings,,2005,70.0,414.73
7235-1,City,Police,2005,3.99,11.17
7236-1,City,Police,2005,5.99,14.17
7237-1,City,Police,2005,69.99,178.5
7238-1,City,Fire,2005,9.99,28.61
7239-1,City,Fire,2005,22.99,50.12
7240-1,City,Fire,2005,30.0,85.0
7241-1,City,Fire,2005,3.99,9.5
7242-1,City,Construction,2005,7.99,24.3
7243-1,City,Construction,2005,39.99,125.28
7244-1,City,Harbour,2005,29.99,58.48
7245-1,City,Police,2005,12.99,28.3
7246-1,City,Construction,2005,3.99,13.35
7248-1,City,Construction,2005,19.99,62.5
7249-1,City,Construction,2005,69.99,200.28
7250-1,Star Wars,Episode III,2005,10.0,57.93
7251-1,Star Wars,Episode III,2005,7.0,58.57
7252-1,Star Wars,Episode III,2005,15.0,42.15
7255-1,Star Wars,Episode III,2005,20.0,189.56
7256-1,Star Wars,Episode III,2005,20.0,111.32
7257-1,Star Wars,Episode III,2005,30.0,310.0
7258-1,Star Wars,Episode III,2005,30.0,161.17
7259-1,Star Wars,Episode III,2005,40.0,236.83
7260-1,Star Wars,Episode III,2005,50.0,301.46
7261-1,Star Wars,Episode III,2005,90.0,387.36
7263-1,Star Wars,Episode IV,2005,20.0,124.09
7264-1,Star Wars,Episode VI,2005,50.0,319.29
7280-1,City,General,2005,14.99,12.97
7281-1,City,General,2005,14.99,11.44
7283-1,Star Wars,Episode III,2005,50.0,585.0
7324-1,City,Seasonal,2005,15.0,44.47
7344-1,City,Construction,2005,30.0,53.27
7473-1,Dino Attack,,2005,4.0,30.0
7474-1,Dino Attack,,2005,10.0,50.0
7475-1,Dino Attack,,2005,20.0,61.97
7476-1,Dino Attack,,2005,40.0,112.5
7477-1,Dino Attack,,2005,70.0,289.27
7523-1,Clikits,,2005,5.0,11.44
7533-1,Clikits,,2005,8.0,9.54
7534-1,Clikits,,2005,8.0,9.54
7535-1,Clikits,,2005,8.0,21.28
7536-1,Clikits,,2005,13.0,19.88
7537-1,Clikits,,2005,15.0,27.02
7540-1,Clikits,,2005,10.0,14.5
7541-1,Clikits,,2005,10.0,14.5
7542-1,Clikits,,2005,20.0,12.75
7557-1,Clikits,,2005,3.0,5.27
7558-1,Clikits,,2005,3.0,5.89
7559-1,Clikits,,2005,3.0,3.95
7574-1,Clikits,,2005,20.0,53.95
7841-1,Duplo,Airport,2005,20.0,86.13
7843-1,Duplo,Airport,2005,39.99,81.75
8415-1,Technic,,2005,30.0,69.97
8416-1,Technic,,2005,69.99,135.26
8418-1,Technic,,2005,5.99,28.0
8419-1,Technic,,2005,20.0,47.68
8420-1,Technic,,2005,49.99,196.83
8421-1,Technic,,2005,150.0,496.24
8641-1,Racers,Tiny Turbos,2005,4.0,10.64
8642-1,Racers,Tiny Turbos,2005,4.0,10.64
8643-1,Racers,Tiny Turbos,2005,4.0,9.0
8644-1,Racers,Tiny Turbos,2005,4.0,5.99
8645-1,Racers,Power Racers,2005,10.0,23.06
8646-1,Racers,Power Racers,2005,10.0,17.07
8647-1,Racers,Power Racers,2005,10.0,26.26
8648-1,Racers,Power Racers,2005,10.0,16.81
8649-1,Racers,Power Racers,2005,49.99,194.14
8650-1,Racers,Power Racers,2005,20.0,30.85
8651-1,Racers,Power Racers,2005,20.0,61.7
8652-1,Racers,Ferrari,2005,40.0,218.55
8653-1,Racers,Ferrari,2005,100.0,716.1
8654-1,Racers,Ferrari,2005,79.99,212.38
8655-1,Racers,Tiny Turbos,2005,4.0,10.0
8656-1,Racers,Tiny Turbos,2005,4.0,8.95
8657-1,Racers,Tiny Turbos,2005,4.0,14.32
8658-1,Racers,Tiny Turbos,2005,4.0,10.0
8715-1,Bionicle,Accessories,2005,20.0,317.89
8736-1,Bionicle,Toa Hordika,2005,8.99,44.98
8737-1,Bionicle,Toa Hordika,2005,9.0,41.01
8738-1,Bionicle,Toa Hordika,2005,9.0,41.51
8739-1,Bionicle,Toa Hordika,2005,9.0,22.63
8740-1,Bionicle,Toa Hordika,2005,9.0,23.83
8741-1,Bionicle,Toa Hordika,2005,9.0,41.15
8742-1,Bionicle,Visorak,2005,9.0,21.28
8743-1,Bionicle,Visorak,2005,9.0,29.46
8744-1,Bionicle,Visorak,2005,9.0,50.27
8745-1,Bionicle,Visorak,2005,9.0,35.81
8746-1,Bionicle,Visorak,2005,9.0,64.55
8747-1,Bionicle,Visorak,2005,9.0,50.0
8748-1,Bionicle,Accessories,2005,2.0,3.21
8755-1,Bionicle,Warriors,2005,20.0,109.99
8756-1,Bionicle,Warriors,2005,20.0,72.67
8757-1,Bionicle,Playsets,2005,30.0,35.91
8758-1,Bionicle,Playsets,2005,50.0,118.99
8759-1,Bionicle,Playsets,2005,80.0,118.37
8761-1,Bionicle,Warriors,2005,20.0,164.81
8762-1,Bionicle,Toa Hagah,2005,8.99,59.33
8769-1,Bionicle,Playsets,2005,40.0,46.98
8791-1,Castle,Knights' Kingdom II,2005,8.99,15.82
8792-1,Castle,Knights' Kingdom II,2005,9.0,20.56
8793-1,Castle,Knights' Kingdom II,2005,9.0,36.36
8794-1,Castle,Knights' Kingdom II,2005,9.0,22.77
8795-1,Castle,Knights' Kingdom II,2005,9.0,15.36
8796-1,Castle,Knights' Kingdom II,2005,9.0,27.56
8873-1,Castle,Knights' Kingdom II,2005,8.0,33.6
8874-1,Castle,Knights' Kingdom II,2005,20.0,65.29
8875-1,Castle,Knights' Kingdom II,2005,20.0,82.66
8876-1,Castle,Knights' Kingdom II,2005,40.0,99.97
8877-1,Castle,Knights' Kingdom II,2005,99.99,421.09
9236-1,Education,Duplo,2005,26.0,89.99
9247-1,Education,,2005,49.99,138.2
9543-1,Education,Duplo,2005,80.0,89.99
9544-1,Education,,2005,100.0,125.0
10133-1,Trains,9V,2005,40.0,439.43
10143-1,Star Wars,Ultimate Collector Series,2005,269.99,2449.0
10144-1,Star Wars,Episode IV,2005,139.99,343.1
10168-1,Seasonal,Easter,2005,3.99,17.85
10169-1,Seasonal,Easter,2005,3.99,8.95
10170-1,Trains,9V,2005,40.0,207.47
10203-1,Bionicle,Warriors,2005,50.0,287.61
65716-1,Bionicle,Product Collection,2005,30.0,84.27
65757-1,Bionicle,Product Collection,2005,18.0,129.99
65766-1,Duplo,Product Collection,2005,70.0,299.9
65767-1,Castle,Product Collection,2005,30.0,99.0
65771-1,Star Wars,Product Collection,2005,60.0,379.0
TF05-1,Star Wars,Promotional,2005,0.0,499.98
630-3,Bricks and More,Accessories,2011,2.49,0.44
2063-1,HERO Factory,Ordeal of Fire,2011,7.99,40.0
2065-1,HERO Factory,Ordeal of Fire,2011,7.99,39.02
2067-1,HERO Factory,Ordeal of Fire,2011,7.99,26.46
2068-1,HERO Factory,Ordeal of Fire,2011,7.99,22.26
2111-1,Ninjago,Spinners,2011,9.99,43.52
2112-1,Ninjago,Spinners,2011,9.99,29.99
2113-1,Ninjago,Spinners,2011,9.99,40.51
2114-1,Ninjago,Spinners,2011,9.99,11.85
2115-1,Ninjago,Spinners,2011,9.99,11.56
2116-1,Ninjago,Spinners,2011,9.99,9.91
2141-1,HERO Factory,Ordeal of Fire,2011,7.99,33.7
2142-1,HERO Factory,Ordeal of Fire,2011,7.99,30.57
2143-1,HERO Factory,Savage Planet,2011,7.99,23.99
2144-1,HERO Factory,Savage Planet,2011,7.99,28.99
2145-1,HERO Factory,Savage Planet,2011,7.99,28.99
2170-1,Ninjago,Spinners,2011,9.99,19.99
2171-1,Ninjago,Spinners,2011,9.99,25.61
2172-1,Ninjago,Spinners,2011,9.99,22.66
2173-1,Ninjago,Spinners,2011,9.99,23.44
2174-1,Ninjago,Spinners,2011,9.99,8.26
2175-1,Ninjago,Spinners,2011,9.99,8.02
2182-1,HERO Factory,Savage Planet,2011,7.99,32.99
2183-1,HERO Factory,Savage Planet,2011,7.99,19.95
2191-1,HERO Factory,Savage Planet,2011,7.99,28.99
2192-1,HERO Factory,Ordeal of Fire,2011,12.99,31.72
2193-1,HERO Factory,Ordeal of Fire,2011,12.99,35.0
2194-1,HERO Factory,Ordeal of Fire,2011,12.99,21.08
2231-1,HERO Factory,Savage Planet,2011,12.99,34.99
2232-1,HERO Factory,Savage Planet,2011,12.99,31.51
2233-1,HERO Factory,Savage Planet,2011,12.99,28.74
2235-1,HERO Factory,Ordeal of Fire,2011,19.99,58.0
2236-1,HERO Factory,Savage Planet,2011,24.99,44.99
2254-1,Ninjago,Pilot Season,2011,19.99,54.96
2255-1,Ninjago,Spinners,2011,9.99,19.0
2256-1,Ninjago,Spinners,2011,9.99,17.5
2257-1,Ninjago,Spinners,2011,19.99,23.49
2258-1,Ninjago,Pilot Season,2011,6.99,24.99
2259-1,Ninjago,Pilot Season,2011,14.99,51.5
2260-1,Ninjago,Pilot Season,2011,19.99,107.82
2263-1,Ninjago,Pilot Season,2011,29.99,51.56
2282-1,HERO Factory,Savage Planet,2011,24.99,69.99
2283-1,HERO Factory,Savage Planet,2011,29.99,99.99
2504-1,Ninjago,Pilot Season,2011,49.99,60.82
2505-1,Ninjago,Pilot Season,2011,69.99,180.26
2506-1,Ninjago,Pilot Season,2011,59.99,112.12
2507-1,Ninjago,Pilot Season,2011,119.99,244.43
2508-1,Ninjago,Pilot Season,2011,19.99,55.52
2509-1,Ninjago,Pilot Season,2011,34.99,208.99
2516-1,Ninjago,Pilot Season,2011,4.99,14.15
2518-1,Ninjago,Pilot Season,2011,24.99,50.0
2519-1,Ninjago,Pilot Season,2011,29.99,35.96
2520-1,Ninjago,Pilot Season,2011,49.99,54.44
2521-1,Ninjago,Pilot Season,2011,79.99,249.89
3365-1,City,Space,2011,4.99,10.64
3366-1,City,Space,2011,19.99,38.84
3367-1,City,Space,2011,29.99,67.37
3368-1,City,Space,2011,69.99,152.81
3648-1,City,Police,2011,24.99,28.0
3658-1,City,Police,2011,34.99,49.28
3661-1,City,Police,2011,49.99,98.24
3677-1,City,Trains,2011,159.99,331.3
3815-1,SpongeBob SquarePants,,2011,14.99,49.38
3816-1,SpongeBob SquarePants,,2011,19.99,80.47
3854-1,Games,,2011,14.99,10.13
3856-1,Games,,2011,29.99,30.0
3857-1,Games,Heroica,2011,14.99,16.89
3859-1,Games,Heroica,2011,19.99,30.0
3860-1,Games,Heroica,2011,29.99,41.92
4181-1,Pirates of the Caribbean,The Curse of the Black Pearl,2011,19.99,99.07
4182-1,Pirates of the Caribbean,Dead Man's Chest,2011,29.99,77.63
4183-1,Pirates of the Caribbean,Dead Man's Chest,2011,39.99,105.06
4184-1,Pirates of the Caribbean,Miscellaneous,2011,99.99,808.92
4191-1,Pirates of the Caribbean,On Stranger Tides,2011,11.99,39.25
4192-1,Pirates of the Caribbean,On Stranger Tides,2011,19.99,86.91
4193-1,Pirates of the Caribbean,On Stranger Tides,2011,49.99,145.5
4194-1,Pirates of the Caribbean,On Stranger Tides,2011,79.99,176.04
4195-1,Pirates of the Caribbean,On Stranger Tides,2011,119.99,756.37
4641-1,City,Harbour,2011,4.99,9.0
4642-1,City,Harbour,2011,19.99,42.98
4643-1,City,Harbour,2011,39.99,59.51
4644-1,City,Harbour,2011,49.99,54.2
4645-1,City,Harbour,2011,89.99,199.73
4865-1,Harry Potter,Deathly Hallows,2011,11.99,54.98
4866-1,Harry Potter,Prisoner of Azkaban,2011,34.99,94.63
4867-1,Harry Potter,Deathly Hallows,2011,49.99,142.0
5678-1,Duplo,,2011,4.99,6.87
5679-1,Duplo,,2011,9.99,22.0
5683-1,Duplo,,2011,24.99,18.0
5685-1,Duplo,,2011,4.99,9.9
5695-1,Duplo,,2011,59.99,125.0
5696-1,Duplo,,2011,24.99,39.36
5761-1,Creator,3 in 1,2011,5.99,7.0
5762-1,Creator,3 in 1,2011,5.99,7.33
5763-1,Creator,3 in 1,2011,12.99,11.79
5764-1,Creator,3 in 1,2011,16.99,32.31
5765-1,Creator,3 in 1,2011,19.99,42.0
5766-1,Creator,3 in 1,2011,29.99,47.75
5767-1,Creator,3 in 1,2011,39.99,45.82
5770-1,Creator,3 in 1,2011,39.99,88.01
5771-1,Creator,3 in 1,2011,69.99,106.49
5793-1,Duplo,,2011,9.99,7.85
5794-1,Duplo,,2011,24.99,18.53
5795-1,Duplo,,2011,89.99,147.7
5817-1,Duplo,Cars,2011,14.99,17.92
5818-1,Duplo,Cars,2011,19.99,17.69
5819-1,Duplo,Cars,2011,29.99,71.2
5828-1,Duplo,Cars,2011,39.99,46.59
5829-1,Duplo,Cars,2011,49.99,67.21
5839-1,Duplo,Cars,2011,39.99,80.58
5929-1,Bricks and More,,2011,9.99,37.99
5930-1,Bricks and More,,2011,9.99,12.0
5931-1,Duplo,,2011,14.99,18.5
5932-1,Bricks and More,,2011,14.99,22.83
5933-1,Bricks and More,,2011,19.99,22.14
5945-1,Duplo,Winnie the Pooh,2011,9.99,27.82
5946-1,Duplo,Winnie the Pooh,2011,19.99,41.58
5947-1,Duplo,Winnie the Pooh,2011,29.99,129.86
6051-1,Duplo,,2011,29.99,48.44
6136-1,Duplo,Zoo,2011,24.99,60.0
6137-1,Duplo,,2011,19.99,20.0
6138-1,Duplo,,2011,29.99,29.55
6918-1,Castle,Kingdoms,2011,9.99,57.83
7049-1,Space,Alien Conquest,2011,4.99,10.17
7050-1,Space,Alien Conquest,2011,9.99,16.85
7051-1,Space,Alien Conquest,2011,19.99,69.9
7052-1,Space,Alien Conquest,2011,29.99,67.22
7065-1,Space,Alien Conquest,2011,59.99,76.89
7066-1,Space,Alien Conquest,2011,89.99,139.98
7067-1,Space,Alien Conquest,2011,39.99,70.13
7187-1,Castle,Kingdoms,2011,19.99,144.04
7188-1,Castle,Kingdoms,2011,39.99,82.85
7189-1,Castle,Kingdoms,2011,69.99,320.76
7279-1,City,Police,2011,9.99,11.33
7285-1,City,Police,2011,12.99,19.83
7286-1,City,Police,2011,19.99,37.06
7287-1,City,Police,2011,39.99,80.03
7288-1,City,Police,2011,44.99,62.12
7305-1,Pharaoh's Quest,,2011,4.99,19.43
7306-1,Pharaoh's Quest,,2011,9.99,30.12
7307-1,Pharaoh's Quest,,2011,19.99,63.98
7325-1,Pharaoh's Quest,,2011,29.99,56.27
7326-1,Pharaoh's Quest,,2011,49.99,109.72
7327-1,Pharaoh's Quest,,2011,99.99,332.07
7498-1,City,Police,2011,99.99,167.08
7499-1,City,Trains,2011,19.99,26.15
7553-1,City,Seasonal,2011,34.99,31.04
7868-1,Star Wars,The Clone Wars,2011,39.99,220.28
7869-1,Star Wars,The Clone Wars,2011,39.99,166.49
7877-1,Star Wars,Episode I,2011,49.99,81.95
7879-1,Star Wars,Episode V,2011,89.99,165.5
7913-1,Star Wars,The Clone Wars,2011,12.99,58.76
7914-1,Star Wars,The Clone Wars,2011,12.99,45.78
7915-1,Star Wars,Legends,2011,19.99,52.8
7929-1,Star Wars,Episode I,2011,24.99,82.56
7930-1,Star Wars,The Clone Wars,2011,49.99,102.77
7931-1,Star Wars,The Clone Wars,2011,59.99,158.14
7956-1,Star Wars,Episode VI,2011,24.99,58.56
7957-1,Star Wars,The Clone Wars,2011,24.99,73.36
7958-1,Star Wars,Seasonal,2011,39.99,52.79
7959-1,Star Wars,The Clone Wars,2011,29.99,81.35
7961-1,Star Wars,Episode I,2011,69.99,108.2
7962-1,Star Wars,Episode I,2011,89.99,142.51
7964-1,Star Wars,The Clone Wars,2011,119.99,404.37
7965-1,Star Wars,Episode IV,2011,139.99,226.84
7976-1,Atlantis,,2011,4.99,7.51
7977-1,Atlantis,,2011,9.99,22.73
7978-1,Atlantis,,2011,19.99,42.9
7984-1,Atlantis,,2011,29.99,38.93
7985-1,Atlantis,,2011,69.99,177.89
8065-1,Technic,,2011,10.99,21.62
8066-1,Technic,,2011,19.99,31.92
8067-1,Technic,,2011,24.99,57.26
8068-1,Technic,,2011,39.99,79.95
8069-1,Technic,,2011,59.99,116.84
8070-1,Technic,,2011,119.99,244.53
8071-1,Technic,,2011,49.99,89.51
8081-1,Technic,,2011,59.99,183.72
8109-1,Technic,,2011,99.99,328.04
8110-1,Technic,,2011,199.99,299.02
8200-1,Cars,Original Film,2011,6.99,22.98
8201-1,Cars,Original Film,2011,6.99,18.99
8206-1,Cars,Cars 2,2011,14.99,21.82
8221-1,Racers,,2011,12.99,13.15
8227-1,Racers,,2011,12.99,18.21
8228-1,Racers,,2011,12.99,12.84
8231-1,Racers,,2011,12.99,18.0
8301-1,Racers,Tiny Turbos,2011,5.99,10.0
8302-1,Racers,Tiny Turbos,2011,5.99,10.63
8303-1,Racers,Tiny Turbos,2011,5.99,17.67
8304-1,Racers,Tiny Turbos,2011,5.99,12.96
8423-1,Cars,Cars 2,2011,14.99,34.72
8424-1,Cars,Cars 2,2011,14.99,21.32
8426-1,Cars,Cars 2,2011,19.99,26.99
8484-1,Cars,Cars 2,2011,29.99,110.9
8486-1,Cars,Original Film,2011,39.99,149.98
8487-1,Cars,Original Film,2011,59.99,126.12
8638-1,Cars,Cars 2,2011,49.99,49.0
8639-1,Cars,Cars 2,2011,69.99,60.0
8677-1,Cars,Cars 2,2011,29.99,63.76
8678-1,Cars,Cars 2,2011,29.99,49.73
8679-1,Cars,Cars 2,2011,89.99,95.75
8803-1,Collectable Minifigures,Series 3,2011,2.99,13.76
8803-2,Collectable Minifigures,Series 3,2011,2.99,7.58
8803-3,Collectable Minifigures,Series 3,2011,2.99,12.05
8803-4,Collectable Minifigures,Series 3,2011,2.99,8.77
8803-5,Collectable Minifigures,Series 3,2011,2.99,11.22
8803-6,Collectable Minifigures,Series 3,2011,2.99,12.18
8803-7,Collectable Minifigures,Series 3,2011,2.99,5.06
8803-8,Collectable Minifigures,Series 3,2011,2.99,7.55
8803-9,Collectable Minifigures,Series 3,2011,2.99,16.23
8803-10,Collectable Minifigures,Series 3,2011,2.99,6.17
8803-11,Collectable Minifigures,Series 3,2011,2.99,4.36
8803-12,Collectable Minifigures,Series 3,2011,2.99,19.43
8803-13,Collectable Minifigures,Series 3,2011,2.99,6.8
8803-14,Collectable Minifigures,Series 3,2011,2.99,9.57
8803-15,Collectable Minifigures,Series 3,2011,2.99,8.69
8803-16,Collectable Minifigures,Series 3,2011,2.99,9.72
8804-1,Collectable Minifigures,Series 4,2011,2.99,8.53
8804-2,Collectable Minifigures,Series 4,2011,2.99,9.93
8804-3,Collectable Minifigures,Series 4,2011,2.99,7.92
8804-4,Collectable Minifigures,Series 4,2011,2.99,5.9
8804-5,Collectable Minifigures,Series 4,2011,2.99,4.44
8804-6,Collectable Minifigures,Series 4,2011,2.99,11.7
8804-7,Collectable Minifigures,Series 4,2011,2.99,6.55
8804-8,Collectable Minifigures,Series 4,2011,2.99,14.57
8804-9,Collectable Minifigures,Series 4,2011,2.99,7.29
8804-10,Collectable Minifigures,Series 4,2011,2.99,5.24
8804-11,Collectable Minifigures,Series 4,2011,2.99,5.92
8804-12,Collectable Minifigures,Series 4,2011,2.99,4.69
8804-13,Collectable Minifigures,Series 4,2011,2.99,17.72
8804-14,Collectable Minifigures,Series 4,2011,2.99,7.2
8804-15,Collectable Minifigures,Series 4,2011,2.99,5.64
8804-16,Collectable Minifigures,Series 4,2011,2.99,7.47
8805-1,Collectable Minifigures,Series 5,2011,2.99,17.66
8805-2,Collectable Minifigures,Series 5,2011,2.99,12.59
8805-3,Collectable Minifigures,Series 5,2011,2.99,11.03
8805-4,Collectable Minifigures,Series 5,2011,2.99,8.82
8805-5,Collectable Minifigures,Series 5,2011,2.99,4.14
8805-6,Collectable Minifigures,Series 5,2011,2.99,18.57
8805-7,Collectable Minifigures,Series 5,2011,2.99,4.61
8805-8,Collectable Minifigures,Series 5,2011,2.99,7.53
8805-9,Collectable Minifigures,Series 5,2011,2.99,4.71
8805-10,Collectable Minifigures,Series 5,2011,2.99,4.54
8805-11,Collectable Minifigures,Series 5,2011,2.99,6.41
8805-12,Collectable Minifigures,Series 5,2011,2.99,11.04
8805-13,Collectable Minifigures,Series 5,2011,2.99,5.27
8805-14,Collectable Minifigures,Series 5,2011,2.99,7.85
8805-15,Collectable Minifigures,Series 5,2011,2.99,11.3
8805-16,Collectable Minifigures,Series 5,2011,2.99,8.58
9337-1,Education,Town,2011,121.95,50.0
9348-1,Education,,2011,49.99,48.32
9349-1,Education,,2011,49.99,75.58
9387-1,Education,,2011,39.99,55.8
9585-1,Education,,2011,49.95,31.46
9594-1,Education,Mindstorms,2011,174.95,263.37
10217-1,Harry Potter,General,2011,149.99,483.46
10218-1,Creator Expert,Modular Buildings Collection,2011,149.99,246.01
10219-1,Creator Expert,Trains,2011,119.99,460.72
10220-1,Creator Expert,Vehicles,2011,119.99,138.52
10221-1,Star Wars,Ultimate Collector Series,2011,399.99,1005.9
10222-1,Creator Expert,Winter Village,2011,69.99,457.59
