Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"21166-1","Minecraft","Minifig-scale",2020,"The 'Abandoned' Mine",2,248,19.99,19.99,24.99,22.99,5702016913446,673419340212,,,,,"",0,0,0,,0,0,,,,,,,,,19.6700,,"",""
"21167-1","Minecraft","Minifig-scale",2020,"The Trading Post",3,201,19.99,19.99,24.99,22.99,5702016913453,673419340229,,,,,"",0,0,0,,0,0,,,,,,,,,19.2700,14.3200,"",""
"21321-1","Ideas","NASA",2020,"International Space Station",,864,59.99,69.99,99.99,69.99,5702016719062,673419325790,38.2,26.2,7.1,0.61,"",0,0,0,,0,0,,,,,,,,,76.3900,60.5100,"01/02/2020","31/12/2022"
"21322-1","Ideas","",2020,"Pirates of Barracuda Bay",10,2545,179.99,199.99,259.99,199.99,5702016819601,673419333351,57.8,47.8,10.8,4.432,"",1,1,0,,0,1,,,,,,,,,239.7100,207.7600,"01/04/2020","31/12/2021"
"21323-1","Ideas","",2020,"Grand Piano",,3662,309.99,349.99,479.99,349.99,5702016756401,673419328548,58.2,37.8,16,6.09,"",0,0,0,,0,0,,,,,,,,,342.3900,287.0100,"01/08/2020","31/12/2024"
"21324-1","Ideas","Licensed",2020,"123 Sesame Street",6,1367,104.99,119.99,149.99,119.99,5702016819953,,37.4,35.2,9.1,1.863,"",0,0,0,,0,0,,,,,,,,,109.4000,78.3000,"01/11/2020","31/12/2022"
"30329-1","Duplo","",2020,"My First Giraffe",,5,,4.99,,,5702016668063,673419322003,20,19.5,1.6,,"",0,0,0,,0,0,,,,,,,,,1.6700,,"01/01/2020","31/12/2020"
"30330-1","Duplo","",2020,"Birthday Cake",,9,3.49,4.99,,3.99,5702016669411,,20,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,2.4700,2.3500,"01/01/2020","31/12/2020"
"30341-1","Monkie Kid","Miscellaneous",2020,"Monkie Kid's Delivery Bike",1,22,,,,,5702016668223,673419325622,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,5.9600,3.6500,"16/05/2020","31/12/2020"
"30342-1","Speed Champions","Lamborghini",2020,"Lamborghini Huracán Super Trofeo EVO",,70,3.49,4.99,,3.89,5702016668742,,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,4.8600,3.8200,"01/01/2020","31/12/2020"
"30366-1","City","Police",2020,"Police Car",1,37,3.49,4.99,,3.99,5702016668759,,17,17,0.9,0.033,"",0,0,0,,0,0,,,,,,,,,3.7500,3.0000,"01/01/2020","31/12/2020"
"30367-1","City","Police",2020,"Police Helicopter",1,39,,4.99,,,5702016668766,,0.031,,,,"",0,0,0,,0,0,,,,,,,,,4.6500,2.7000,"01/01/2020","31/12/2020"
"30368-1","City","Fire",2020," Fire Rescue Water Scooter",1,33,,4.99,,,5702016668971,,17,17,0.8,0.041,"",0,0,0,,0,0,,,,,,,,,3.5100,2.1400,"01/01/2020","31/12/2020"
"30369-1","City","Traffic",2020,"Beach Buggy",1,45,3.49,4.99,4.99,3.99,5702016668988,,17,17,1.2,0.043,"",0,0,0,,0,0,,,,,,,,,4.3100,2.6400,"01/01/2020","31/12/2020"
"30370-1","City","Deep Sea Explorers",2020,"Ocean Diver",1,22,,,,,5702016668995,,17,19.5,0.6,0.027,"",0,0,0,,0,0,,,,,,,,,4.6100,3.5100,"01/06/2020","31/12/2021"
"30385-1","Super Mario","Expansion Set",2020,"Super Mushroom Surprise",,18,,4.99,4.99,,5702016668070,673419322058,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,3.7800,1.8500,"01/08/2020","31/12/2021"
"30386-1","Star Wars","The Rise of Skywalker",2020,"Poe Dameron's X-wing Fighter",,72,3.49,4.99,,3.99,5702016667868,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,5.1400,2.3800,"01/01/2020","31/12/2020"
"30394-1","Minecraft","Minifig-scale",2020,"The Skeleton Defence",2,22,3.49,,,3.99,5702016669008,,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.6500,0.9400,"01/01/2020","31/12/2020"
"30411-1","Friends","Miscellaneous",2020,"Chocolate Box & Flower",,75,3.49,4.99,4.99,3.99,5702016668704,,20,19.5,1.1,0.054,"",0,0,0,,0,0,,,,,,,,,3.1800,3.3900,"01/01/2020","31/12/2021"
"30412-1","Friends","",2020,"Park Picnic",1,44,3.49,4.99,,3.99,5702016668711,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.2100,3.9700,"01/01/2020","31/12/2020"
"30420-1","Harry Potter","General",2020,"Harry Potter and Hedwig: Owl Delivery",1,31,,,,,5702016668087,673419322065,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,4.5200,4.7100,"01/06/2020","31/12/2021"
"30453-1","Marvel Super Heroes","Captain Marvel",2020,"Captain Marvel and Nick Fury",2,32,3.49,4.99,,3.99,5702016669015,673419322539,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,6.1000,4.0000,"01/01/2020","31/12/2020"
"30463-1","Hidden Side","Promotional",2020,"Chef Enzo's Haunted Hotdog Stand",1,38,,4.99,,,5702016668230,,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,5.9000,4.9900,"01/01/2020","31/12/2020"
"30464-1","Hidden Side","Promotional",2020,"El Fuego's Stunt Cannon",1,46,3.49,4.99,,3.99,5702016668247,,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.5100,2.8400,"01/01/2020","31/12/2020"
"30536-1","Ninjago","Legacy",2020,"Combo Charger",,71,,4.99,,,5702016667783,673419321730,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,3.7900,,"01/01/2020","31/12/2020"
"30537-1","Ninjago","Prime Empire",2020,"Merchant Avatar Jay",1,47,,4.99,,,5702016667790,673419321747,20,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,4.9900,4.6700,"01/01/2020","31/12/2020"
"30548-1","Miscellaneous","Make It Yours",2020," Build Your Own Birds - Make it Yours",,26,,4.99,,,5702016656909,,14,14,0.5,0.013,"",0,0,0,,0,0,,,,,,,,,3.4200,,"01/01/2020","31/12/2020"
"30549-1","Miscellaneous","Make It Yours",2020,"Build Your Own Vehicles - Make It Yours",,59,,4.99,,,5702016656916,673419321723,17,17,0.8,0.032,"",0,0,0,,0,0,,,,,,,,,3.3900,,"01/01/2020","31/12/2020"
"30550-1","Creator","Seasonal",2020,"Easter Bunny",,67,,4.99,4.99,,5702016668179,,17,17,1,0.04,"",0,0,0,,0,0,,,,,,,,,4.6200,3.0000,"01/03/2020","31/12/2020"
"30554-1","Disney","Cinderella",2020,"Cinderella Mini Castle",1,43,,4.99,,,5702016669398,673419322119,17,17,1,,"",0,0,0,,0,0,,,,,,,,,5.4600,3.0000,"01/01/2020","31/12/2020"
"30555-1","Trolls World Tour","",2020,"Poppy's Carriage",1,51,3.49,4.99,4.99,3.89,5702016667813,,20,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,3.7700,2.2700,"01/01/2020","31/12/2020"
"30556-1","Dots","Accessories",2020,"Mini Frame",,85,3.49,4.99,4.99,3.99,5702016668728,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,2.6900,1.8200,"01/03/2020","31/12/2022"
"30574-1","Creator","3 in 1",2020,"Cat",,55,3.49,4.99,,3.99,5702016668186,,17,17,0.7,0.03,"",0,0,0,,0,0,,,,,,,,,4.5000,5.0000,"01/01/2020","31/12/2020"
"30575-1","Creator","Miscellaneous",2020,"Train",,59,2.99,4.99,,3.99,5702016668209,,17,17,1.1,0.043,"",0,0,0,,0,0,,,,,,,,,4.5600,3.4700,"01/01/2020","31/12/2020"
"30576-1","Creator","Seasonal",2020,"Holiday Tree",,70,,4.99,,,5702016668216,,17,17,1,0.039,"",0,0,0,,0,0,,,,,,,,,5.5000,4.4800,"01/09/2020","31/12/2021"
"30628-1","Harry Potter","Promotional",2020,"Monster Book of Monsters",1,319,,19.99,,,5702016819939,673419333344,20.5,19.1,7.3,,"",0,0,0,,0,0,,,,,,,,,43.3800,35.8200,"01/11/2020","31/12/2020"
"31099-1","Creator","3 in 1",2020,"Propeller Plane",,128,8.99,9.99,13.99,9.99,5702016616057,673419317320,19.1,14.1,4.6,0.17,"",0,0,0,,0,0,,,,,,,,,7.9500,6.4300,"01/01/2020","31/12/2021"
"31100-1","Creator","3 in 1",2020,"Sports Car",,134,8.99,9.99,13.99,9.99,5702016616064,673419317337,19.1,14.1,6.1,0.22,"",0,0,0,,0,0,,,,,,,,,9.4700,6.3600,"01/01/2020","31/12/2022"
"31101-1","Creator","3 in 1",2020,"Monster Truck",,163,12.99,14.99,19.99,14.99,5702016616279,673419317344,26.2,14.1,4.8,0.25,"",0,0,0,,0,0,,,,,,,,,7.5000,6.6700,"01/01/2020","31/12/2021"
"31102-1","Creator","3 in 1",2020,"Fire Dragon",,234,17.99,19.99,24.99,19.99,5702016616286,673419317757,26.2,19.1,4.6,0.34,"",0,0,0,,0,0,,,,,,,,,19.0400,14.5000,"01/01/2020","31/12/2021"
"31103-1","Creator","3 in 1",2020,"Rocket Truck",,198,19.99,19.99,24.99,24.36,5702016616293,673419317764,26.2,19.1,6.1,0.38,"",0,0,0,,0,0,,,,,,,,,14.6000,9.7500,"01/01/2020","31/12/2020"
"31104-1","Creator","3 in 1",2020,"Monster Burger Truck",2,499,44.99,49.99,69.99,49.99,5702016616309,673419317771,38.2,26.2,7.1,0.93,"",0,0,0,,0,0,,,,,,,,,40.7400,23.6800,"01/01/2020","31/12/2021"
"31105-1","Creator","3 in 1",2020,"Townhouse Toy Store",2,554,39.99,39.99,49.99,49.99,5702016616316,673419317788,38,26,5.3,0.883,"",0,0,0,,0,0,,,,,,,,,44.4200,27.0000,"01/01/2020","31/12/2021"
"31107-1","Creator","3 in 1",2020,"Space Rover Explorer",1,510,44.99,39.99,49.99,49.99,5702016616330,673419317801,38.2,26.2,7.1,0.75,"",0,0,0,,0,0,,,,,,,,,39.7500,28.4500,"01/06/2020","31/12/2021"
"31108-1","Creator","3 in 1",2020,"Caravan Family Holiday",3,766,69.99,69.99,99.99,79.99,5702016616347,673419317818,53.5,28,7.2,1.369,"",0,0,0,,0,0,,,,,,,,,68.0700,,"01/06/2020","31/12/2022"
"31109-1","Creator","3 in 1",2020,"Pirate Ship",4,1264,104.99,99.99,139.99,119.99,5702016616354,673419317825,47.6,37.4,8.8,2.039,"",0,0,0,,0,0,,,,,,,,,89.9400,72.4500,"01/06/2020","31/12/2024"
"31197-1","Art","Miscellaneous",2020,"Andy Warhol's Marilyn Monroe",,3341,114.99,119.99,149.99,119.99,5702016677683,673419319607,41.5,40.2,5.3,1.44,"",0,0,0,,0,0,,,,,,,,,103.4200,,"01/08/2020","31/12/2021"
"31198-1","Art","Miscellaneous",2020,"The Beatles",,2933,114.99,119.99,149.99,119.99,5702016677690,673419319614,41.5,40.2,5.3,1.52,"",0,0,0,,0,0,,,,,,,,,107.1100,,"01/08/2020","31/12/2021"
"31199-1","Art","Licensed",2020,"Marvel Studios Iron Man",,3167,114.99,119.99,149.99,119.99,5702016677706,673419319621,41.5,40.2,5.3,1.7,"",0,0,0,,0,0,,,,,,,,,101.5600,84.0400,"01/08/2020","31/12/2021"
"31200-1","Art","Licensed",2020,"Star Wars The Sith",,3406,114.99,119.99,149.99,119.99,5702016677713,673419319638,41.5,40.2,5.3,1.69,"",0,0,0,,0,0,,,,,,,,,107.6900,85.0000,"01/08/2020","31/12/2021"
"40355-1","Seasonal","Chinese Traditional Festivals",2020,"Year of the Rat",,162,,,,,5702016371376,673419304900,13.8,12.4,4.4,0.164,"",0,0,0,,0,0,,,,,,,,,11.1400,7.4200,"",""
"40357-1","Miscellaneous","",2020,"BYGGLEK",,201,,,,14.99,,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,10.6500,,"01/10/2020","31/12/2023"
"40370-1","Promotional","Gift with Purchase",2020,"LEGO® Trains 40th Anniversary Set",1,188,17.99,19.99,26.99,,5702016650150,,26,13.8,7.1,0.327,"",0,0,0,,0,0,,,,,,,,,32.7000,20.1400,"01/03/2020","31/12/2020"
"40371-1","Seasonal","Easter",2020,"Easter Egg",,239,11.99,12.99,16.99,12.99,5702016650167,,18.9,14,6.9,0.252,"",0,0,0,,0,0,,,,,,,,,12.5800,5.0000,"01/03/2020","31/12/2021"
"40372-1","City","Police",2020,"Police MF Accessory Set",4,42,11.99,12.99,16.99,12.99,,673419320566,15,25.1,3.1,0.078,"",0,0,0,,0,0,,,,,,,,,14.4400,,"01/01/2020","31/12/2020"
"40373-1","Collectable Minifigures","Combi-pack",2020,"Fairground Accessory Set",,51,11.99,12.99,16.99,12.99,,673419320573,15,25.2,3,0.079,"",0,0,0,,0,0,,,,,,,,,16.9000,15.0000,"01/03/2020","31/12/2021"
"40374-1","Ninjago","Legacy",2020,"Golden Zane Accessory Set ",4,73,11.99,12.99,16.99,12.99,,673419320580,25,15,3.2,,"",0,0,0,,0,0,,,,,,,,,19.9400,,"01/03/2020","31/12/2021"
"40375-1","Xtra","",2020,"Sports Accessories",,36,3.99,3.99,4.99,3.99,,673419320597,14,17,0.7,0.022,"",0,0,0,,0,0,,,,,,,,,5.7800,,"01/01/2020","31/12/2021"
"40376-1","Xtra","",2020,"Botanical Accessories",,32,3.99,3.99,4.99,3.99,,673419320603,14,17,0.7,0.023,"",0,0,0,,0,0,,,,,,,,,6.0400,,"01/01/2020","31/12/2021"
"40377-1","BrickHeadz","Disney",2020,"Donald Duck",,90,9.99,9.99,12.99,9.99,5702016656701,,9.1,12.2,7.8,,"",0,0,0,,0,0,,,,,,,,,13.2600,10.1300,"01/02/2020","31/12/2022"
"40378-1","BrickHeadz","Disney",2020,"Goofy & Pluto",,214,13.49,14.99,19.99,14.99,5702016656718,,14.1,12.2,6.1,,"",0,0,0,,0,0,,,,,,,,,18.9500,14.2300,"01/02/2020","31/12/2022"
"40379-1","BrickHeadz","Seasonal",2020,"Valentine's Bear",,150,9.99,9.99,12.99,9.99,5702016656725,,14,12,6,0.151,"",0,0,0,,0,0,,,,,,,,,15.1300,,"01/01/2020","31/12/2021"
