set_number,Year,Pieces,Minifigs,retale_price,resale_price,Launch date,Exit date,Theme,years_in_retirement,total_price_increase,average_increase_per_year,percentage_increase_per_year,adjusted_value_new,total_price_increase_real,percentage_increase_per_year_real,average_increase_per_year_real
7947-1,2010,365.0,5.0,49.99,154.41,01/06/2010,2011-12-31,Castle,11,104.41999999999999,9.492727272727272,6.147741255571059,124.1862558663948,74.19625586639481,4.368314338237326,6.745114169672255
7948-1,2010,194.0,3.0,19.99,79.74,01/06/2010,2011-12-31,Castle,11,59.75,5.431818181818182,6.8119114394509435,64.13193473729889,44.1419347372989,5.032484522117211,4.012903157936264
7949-1,2010,50.0,3.0,9.99,40.69,01/06/2010,2011-12-31,Castle,11,30.699999999999996,2.7909090909090906,6.858955740744878,32.72546306070594,22.73546306070594,5.079528823411144,2.0668602782459944
7950-1,2010,61.0,2.0,6.99,27.68,01/06/2010,2011-12-31,Castle,11,20.689999999999998,1.8809090909090906,6.795191802417236,22.26200092210225,15.272000922102249,5.015764885083502,1.3883637201911136
7953-1,2010,22.0,1.0,3.99,10.32,01/06/2010,2010-12-31,Castle,12,6.33,0.5275,5.111434108527131,8.137249572002693,4.147249572002693,3.3488772383742673,0.3456041310002244
7955-1,2010,19.0,1.0,3.99,13.93,01/06/2010,2010-12-31,Castle,12,9.94,0.8283333333333333,5.946398659966499,10.983709935852472,6.993709935852472,4.183841789813635,0.5828091613210393
8057-1,2010,64.0,2.0,9.99,14.11,01/01/2010,2010-12-31,Atlantis,12,4.119999999999999,0.34333333333333327,2.4332624616111502,11.125638707457169,1.1356387074571686,0.6707055914582852,0.09463655895476404
8059-1,2010,119.0,2.0,14.99,26.42,01/01/2010,2010-12-31,Atlantis,12,11.430000000000001,0.9525000000000001,3.605223315669947,20.83198969886736,5.84198969886736,1.842666445517083,0.4868324749056134
8061-1,2010,354.0,3.0,39.99,71.28,01/01/2010,2010-12-31,Atlantis,12,31.29,2.6075,3.6581088664421997,56.20379355546046,16.213793555460455,1.895551996289335,1.351149462955038
8072-1,2010,23.0,1.0,3.99,6.76,01/01/2010,2010-12-31,Atlantis,12,2.7699999999999996,0.2308333333333333,3.4146942800788946,5.330213866931996,1.3402138669319958,1.6521374099260304,0.11168448891099965
8073-1,2010,13.0,1.0,3.99,5.55,01/01/2010,2010-12-31,Atlantis,12,1.5599999999999996,0.12999999999999998,2.342342342342342,4.376137124478192,0.38613712447819193,0.5797854721894774,0.032178093706515996
8075-1,2010,476.0,4.0,59.99,64.75,01/01/2010,2010-12-31,Atlantis,12,4.759999999999998,0.3966666666666665,0.6126126126126124,51.054933118912246,-8.935066881087756,-1.1499442575402519,-0.744588906757313
8076-1,2010,260.0,1.0,19.99,35.74,01/06/2010,2011-07-31,Atlantis,11,15.750000000000004,1.431818181818182,4.006206440453783,28.744361017194162,8.754361017194164,2.2267795231200496,0.7958510015631058
8077-1,2010,473.0,3.0,49.99,78.54,01/06/2010,2011-12-31,Atlantis,11,28.550000000000004,2.5954545454545457,3.3046276361784384,63.16681909038695,13.17681909038695,1.5252007188447054,1.1978926445806317
8078-1,2010,1007.0,7.0,99.99,133.37,01/06/2010,2011-12-31,Atlantis,11,33.38000000000001,3.0345454545454555,2.2752833879773977,107.264561523872,7.274561523872009,0.4958564706436645,0.6613237748974554
8079-1,2010,246.0,1.0,29.99,56.79,01/01/2010,2010-12-31,Atlantis,12,26.8,2.2333333333333334,3.9326172448200976,44.77852744128226,14.788527441282259,2.170060374667233,1.2323772867735217
8080-1,2010,364.0,1.0,39.99,95.27,01/06/2010,2010-12-31,Atlantis,12,55.279999999999994,4.6066666666666665,4.835380147650537,75.11974483766438,35.12974483766438,3.072823277497672,2.927478736472032
8083-1,2010,79.0,4.0,11.99,20.0,01/01/2010,2011-12-31,Star Wars,11,8.01,0.7281818181818182,3.6409090909090907,16.085260781865788,4.095260781865788,1.861482173575358,0.3722964347150716
8084-1,2010,74.0,4.0,11.99,26.94,01/01/2010,2011-12-31,Star Wars,11,14.950000000000001,1.3590909090909091,5.044880880070189,21.666846273173217,9.676846273173217,3.2654539627364567,0.8797132975612015
8085-1,2010,177.0,2.0,24.99,42.28,01/01/2010,2011-12-31,Star Wars,11,17.290000000000003,1.571818181818182,3.717639975918122,34.00424129286427,9.014241292864273,1.9382130585843882,0.8194764811694794
8086-1,2010,268.0,3.0,24.99,56.84,01/01/2010,2011-12-31,Star Wars,11,31.850000000000005,2.895454545454546,5.094043887147336,45.71431114206257,20.72431114206257,3.3146169698136023,1.884028285642052
8087-1,2010,304.0,2.0,49.99,156.78,01/01/2010,2011-07-31,Star Wars,11,106.78999999999999,9.708181818181817,6.192232311635295,126.09235926904591,76.1023592690459,4.4128053943015635,6.918396297185992
8088-1,2010,396.0,4.0,59.99,243.91,01/01/2010,2012-07-31,Star Wars,10,183.92,18.392,7.540486244926406,200.09115382254907,140.10115382254907,5.743969243677958,14.010115382254906
8089-1,2010,297.0,3.0,39.99,89.96,01/06/2010,2011-12-31,Star Wars,11,49.96999999999999,4.542727272727272,5.049719067060106,72.35150299683231,32.36150299683231,3.2702921497263744,2.941954817893846
8091-1,2010,176.0,5.0,29.99,59.16,01/01/2010,2011-12-31,Star Wars,11,29.169999999999998,2.651818181818182,4.482451287725121,47.580201392758994,17.590201392758996,2.703024370391388,1.599109217523545
8092-1,2010,163.0,6.0,24.99,33.5,01/01/2010,2012-12-31,Star Wars,10,8.510000000000002,0.8510000000000002,2.5402985074626874,27.4816680458177,2.4916680458177005,0.743781506214239,0.24916680458177004
8093-1,2010,175.0,2.0,24.99,107.53,01/06/2010,2011-12-31,Star Wars,11,82.54,7.503636363636364,6.97817945097774,86.4824045937014,61.49240459370141,5.198752533644007,5.590218599427401
8095-1,2010,454.0,3.0,49.99,105.05,01/06/2010,2012-07-31,Star Wars,10,55.059999999999995,5.505999999999999,5.241313660161827,86.17758890188504,36.18758890188504,3.444796658913379,3.6187588901885044
8096-1,2010,592.0,4.0,59.99,127.52,01/06/2010,2011-12-31,Star Wars,11,67.53,6.13909090909091,4.814218090566899,102.55962274517626,42.569622745176254,3.034791173233165,3.869965704106932
8097-1,2010,573.0,4.0,79.99,171.68,01/06/2010,2011-12-31,Star Wars,11,91.69000000000001,8.335454545454546,4.855227484537829,138.07587855153594,58.08587855153594,3.0758005672040976,5.280534413775995
8098-1,2010,1141.0,6.0,119.99,291.53,01/06/2010,2012-07-31,Star Wars,10,171.53999999999996,17.153999999999996,5.884128563098137,239.15613986260396,119.16613986260397,4.087611561849689,11.916613986260398
8128-1,2010,318.0,5.0,49.99,99.16,01/08/2010,2011-12-31,Star Wars,11,49.169999999999995,4.47,4.507866075030254,79.75072295649058,29.760722956490575,2.728439157696521,2.7055202687718705
8129-1,2010,815.0,8.0,109.99,190.2,01/08/2010,2011-12-31,Star Wars,11,80.21,7.291818181818181,3.833763502533219,152.97083003554363,42.98083003554363,2.0543365851994855,3.9073481850494214
8190-1,2010,259.0,2.0,34.99,80.55,01/01/2010,2010-12-31,Power Miners,12,45.559999999999995,3.7966666666666664,4.713428512311194,63.51312529310241,28.52312529310241,2.950871642158329,2.3769271077585343
8191-1,2010,381.0,4.0,49.99,97.04,01/01/2010,2010-12-31,Power Miners,12,47.050000000000004,3.920833333333334,4.040430063204177,76.51537775844393,26.52537775844393,2.277873193051313,2.210448146536994
8403-1,2010,383.0,3.0,39.99,89.93,01/08/2010,2010-12-31,City,12,49.940000000000005,4.161666666666667,4.6276733755884205,70.90919128005835,30.91919128005835,2.8651165054355556,2.576599273338196
8404-1,2010,864.0,6.0,99.99,206.41,01/08/2010,2011-12-31,City,11,106.42,9.674545454545454,4.687052688603002,166.00793389924584,66.01793389924585,2.9076257712692675,6.001630354476895
8683-1,2010,9.0,1.0,1.99,25.94,01/05/2010,2010-12-31,Collectable Minifigures,12,23.950000000000003,1.9958333333333336,7.694037522487793,20.453512974588165,18.463512974588166,5.931480652334929,1.5386260812156805
8683-2,2010,7.0,1.0,1.99,19.92,01/05/2010,2010-12-31,Collectable Minifigures,12,17.930000000000003,1.4941666666666669,7.500836680053548,15.706784057586594,13.716784057586594,5.738279809900683,1.1430653381322162
8683-3,2010,6.0,1.0,1.99,13.13,01/05/2010,2010-12-31,Collectable Minifigures,12,11.14,0.9283333333333333,7.070322416857071,10.352915395387146,8.362915395387146,5.307765546704205,0.6969096162822622
8683-4,2010,6.0,1.0,1.99,30.8,01/05/2010,2010-12-31,Collectable Minifigures,12,28.810000000000002,2.4008333333333334,7.794913419913421,24.285589807915013,22.295589807915015,6.032356549760556,1.8579658173262512
8683-5,2010,6.0,1.0,1.99,24.0,01/05/2010,2010-12-31,Collectable Minifigures,12,22.01,1.8341666666666667,7.642361111111112,18.92383621395975,16.93383621395975,5.879804240958246,1.4111530178299792
8683-6,2010,8.0,1.0,1.99,14.39,01/05/2010,2010-12-31,Collectable Minifigures,12,12.4,1.0333333333333334,7.1809126708362285,11.346416796620034,9.356416796620033,5.418355800683364,0.7797013997183361
8683-7,2010,6.0,1.0,1.99,16.95,01/05/2010,2010-12-31,Collectable Minifigures,12,14.959999999999999,1.2466666666666666,7.354965585054081,13.364959326109073,11.374959326109073,5.592408714901215,0.947913277175756
8683-8,2010,6.0,1.0,1.99,14.29,01/05/2010,2010-12-31,Collectable Minifigures,12,12.299999999999999,1.025,7.172848145556333,11.267567479061867,9.277567479061867,5.410291275403469,0.7731306232551556
8683-9,2010,6.0,1.0,1.99,15.15,01/05/2010,2010-12-31,Collectable Minifigures,12,13.16,1.0966666666666667,7.238723872387239,11.945671610062092,9.955671610062092,5.476167002234374,0.8296393008385077
8683-10,2010,5.0,1.0,1.99,20.26,01/05/2010,2010-12-31,Collectable Minifigures,12,18.270000000000003,1.5225000000000002,7.514807502467917,15.974871737284356,13.984871737284356,5.752250632315053,1.1654059781070296
8683-11,2010,8.0,1.0,1.99,45.17,01/05/2010,2010-12-31,Collectable Minifigures,12,43.18,3.598333333333333,7.966201756327947,35.616236741023414,33.62623674102341,6.2036448861750815,2.8021863950852843
8683-12,2010,7.0,1.0,1.99,11.59,01/05/2010,2010-12-31,Collectable Minifigures,12,9.6,0.7999999999999999,6.9025021570319245,9.138635904991396,7.148635904991396,5.13994528687906,0.595719658749283
8683-13,2010,9.0,1.0,1.99,14.37,01/05/2010,2010-12-31,Collectable Minifigures,12,12.379999999999999,1.0316666666666665,7.179308745070749,11.3306469331084,9.340646933108399,5.4167518749178845,0.7783872444257
8683-14,2010,9.0,1.0,1.99,18.47,01/05/2010,2010-12-31,Collectable Minifigures,12,16.48,1.3733333333333333,7.435480960115503,14.56346895299319,12.57346895299319,5.672924089962638,1.0477890794160991
8683-15,2010,9.0,1.0,1.99,12.77,01/05/2010,2010-12-31,Collectable Minifigures,12,10.78,0.8983333333333333,7.034716784129469,10.06905785217775,8.07905785217775,5.272159913976605,0.6732548210148125
8683-16,2010,8.0,1.0,1.99,14.31,01/05/2010,2010-12-31,Collectable Minifigures,12,12.32,1.0266666666666666,7.174470067551828,11.283337342573502,9.293337342573501,5.411913197398964,0.7744447785477918
8684-1,2010,9.0,1.0,1.99,12.23,01/09/2010,2010-12-31,Collectable Minifigures,12,10.24,0.8533333333333334,6.977378032161352,9.643271537363656,7.653271537363656,5.214821162008487,0.637772628113638
8684-2,2010,8.0,1.0,1.99,21.42,01/09/2010,2010-12-31,Collectable Minifigures,12,19.430000000000003,1.6191666666666669,7.559134765017119,16.889523820959077,14.899523820959077,5.796577894864253,1.241626985079923
8684-3,2010,6.0,1.0,1.99,5.19,01/09/2010,2010-12-31,Collectable Minifigures,12,3.2,0.26666666666666666,5.138086062941554,4.092279581268796,2.102279581268796,3.3755291927886897,0.175189965105733
8684-4,2010,6.0,1.0,1.99,7.62,01/09/2010,2010-12-31,Collectable Minifigures,12,5.63,0.4691666666666667,6.157042869641295,6.00831799793222,4.01831799793222,4.39448599948843,0.33485983316101836
8684-5,2010,7.0,1.0,1.99,13.88,01/09/2010,2010-12-31,Collectable Minifigures,12,11.89,0.9908333333333333,7.1385686839577325,10.944285277073389,8.954285277073389,5.376011813804868,0.7461904397561158
8684-6,2010,8.0,1.0,1.99,5.62,01/09/2010,2010-12-31,Collectable Minifigures,12,3.63,0.3025,5.382562277580071,4.431331646768908,2.4413316467689077,3.620005407427206,0.20344430389740897
8684-7,2010,8.0,1.0,1.99,8.48,01/09/2010,2010-12-31,Collectable Minifigures,12,6.49,0.5408333333333334,6.3777515723270435,6.6864221289324455,4.696422128932445,4.615194702174179,0.39136851074437046
8684-8,2010,6.0,1.0,1.99,7.56,01/09/2010,2010-12-31,Collectable Minifigures,12,5.569999999999999,0.4641666666666666,6.139770723104056,5.961008407397321,3.9710084073973206,4.377213852951191,0.33091736728311005
8684-9,2010,7.0,1.0,1.99,11.2,01/09/2010,2010-12-31,Collectable Minifigures,12,9.209999999999999,0.7675,6.85267857142857,8.831123566514549,6.841123566514549,5.090121701275707,0.5700936305428791
8684-10,2010,8.0,1.0,1.99,6.28,01/09/2010,2010-12-31,Collectable Minifigures,12,4.29,0.3575,5.6926751592356695,4.951737142652801,2.961737142652801,3.9301182890828037,0.24681142855440008
8684-11,2010,7.0,1.0,1.99,7.05,01/09/2010,2010-12-31,Collectable Minifigures,12,5.06,0.42166666666666663,5.981087470449172,5.558876887850676,3.568876887850676,4.218530600296307,0.2974064073208897
8684-12,2010,10.0,1.0,1.99,14.74,01/09/2010,2010-12-31,Collectable Minifigures,12,12.75,1.0625,7.208276797829036,11.622389408073614,9.632389408073614,5.445719927676173,0.8026991173394679
8684-13,2010,6.0,1.0,1.99,10.55,01/09/2010,2010-12-31,Collectable Minifigures,12,8.56,0.7133333333333334,6.7614533965244865,8.318603002386475,6.328603002386474,4.998896526371622,0.5273835835322062
8684-14,2010,7.0,1.0,1.99,6.65,01/09/2010,2010-12-31,Collectable Minifigures,12,4.66,0.38833333333333336,5.839598997493734,5.243479617618014,3.253479617618014,4.07704212734087,0.2711233014681678
8684-15,2010,6.0,1.0,1.99,13.47,01/09/2010,2010-12-31,Collectable Minifigures,12,11.48,0.9566666666666667,7.102202425142291,10.62100307508491,8.63100307508491,5.339645554989427,0.7192502562570758
8684-16,2010,6.0,1.0,1.99,15.56,01/09/2010,2010-12-31,Collectable Minifigures,12,13.57,1.1308333333333334,7.267566409597258,12.268953812050572,10.278953812050572,5.505009539444393,0.8565794843375477
8863-1,2010,504.0,6.0,59.99,44.66,01/06/2010,2011-07-31,World Racers,11,-15.330000000000005,-1.3936363636363642,-3.120547164434313,35.9183873259063,-24.0716126740937,-4.899974081768046,-2.188328424917609
8864-1,2010,961.0,8.0,89.99,75.03,01/06/2010,2011-07-31,World Racers,11,-14.959999999999994,-1.3599999999999994,-1.8126082900173257,60.343855823169505,-29.64614417683049,-3.592035207351058,-2.695104016075499
8896-1,2010,57.0,2.0,9.99,21.92,01/06/2010,2011-07-31,World Racers,11,11.930000000000001,1.0845454545454547,4.94774386197744,17.629445816924903,7.639445816924903,3.168316944643706,0.6944950742659003
8897-1,2010,191.0,2.0,19.99,15.0,01/06/2010,2011-07-31,World Racers,11,-4.989999999999998,-0.4536363636363635,-3.0242424242424235,12.06394558639934,-7.926054413600658,-4.803669341576157,-0.7205504012364234
8898-1,2010,288.0,4.0,29.99,43.5,01/06/2010,2011-12-31,World Racers,11,13.510000000000002,1.2281818181818183,2.823406478578893,34.98544220055809,4.995442200558092,1.0439795612451603,0.4541311091416447
8899-1,2010,354.0,5.0,39.99,45.0,01/06/2010,2011-07-31,World Racers,11,5.009999999999998,0.4554545454545453,1.0121212121212118,36.19183675919802,-3.7981632408019834,-0.767305705212522,-0.34528756734563487
10210-1,2010,1664.0,9.0,179.99,1090.4,01/01/2010,2011-12-31,Creator Expert,11,910.4100000000001,82.76454545454546,7.590292136330288,876.9684178273228,696.9784178273228,5.810865218996555,63.36167434793844
10211-1,2010,2182.0,7.0,149.99,420.68,01/03/2010,2014-12-31,Creator Expert,8,270.69,33.83625,8.043227631453837,359.04632935225607,209.05632935225606,6.211857271330229,26.132041169032007
10212-1,2010,2503.0,5.0,259.99,876.48,01/09/2010,2012-12-31,Star Wars,10,616.49,61.649,7.033702993793355,719.018877874576,459.028877874576,5.237185992544907,45.9028877874576
10213-1,2010,1204.0,3.0,99.99,445.28,01/07/2010,2010-12-31,Creator Expert,12,345.28999999999996,28.774166666666662,6.462038866930171,351.1002412229999,251.1102412229999,4.699481996777307,20.92585343524999
10216-1,2010,687.0,7.0,54.99,329.99,01/10/2010,2012-12-31,Creator Expert,10,275.0,27.5,8.333585866238371,270.7067354758025,215.71673547580247,6.537068864989922,21.571673547580247
30010-1,2010,31.0,1.0,2.99,4.56,01/01/2010,2012-12-31,City,10,1.5699999999999994,0.15699999999999995,3.44298245614035,3.7407882474307073,0.750788247430707,1.6464654548919018,0.0750788247430707
30012-1,2010,34.0,1.0,3.99,6.5,01/09/2010,2011-12-31,City,11,2.51,0.22818181818181815,3.5104895104895104,5.227709754106381,1.2377097541063806,1.7310625931557773,0.11251906855512551
30031-1,2010,27.0,1.0,3.99,4.66,01/04/2010,2010-12-31,World Racers,12,0.6699999999999999,0.055833333333333325,1.198140200286123,3.674378198210518,-0.31562180178948207,-0.564416669866742,-0.026301816815790174
30032-1,2010,35.0,1.0,3.99,7.28,01/06/2010,2010-12-31,World Racers,12,3.29,0.27416666666666667,3.766025641025641,5.740230318234458,1.7502303182344576,2.0034687708727765,0.14585252651953814
30042-1,2010,36.0,1.0,3.99,5.09,01/01/2010,2010-12-31,Atlantis,12,1.0999999999999996,0.09166666666666663,1.800916830386378,4.01343026371063,0.023430263710629617,0.0383599602335128,0.0019525219758858015
30062-1,2010,31.0,1.0,3.99,11.68,01/03/2010,2010-12-31,Castle,12,7.6899999999999995,0.6408333333333333,5.486586757990867,9.209600290793745,5.219600290793744,3.7240298878380025,0.4349666908994787
30071-1,2010,37.0,1.0,3.99,12.42,01/05/2010,2010-12-31,Toy Story,12,8.43,0.7025,5.656199677938808,9.79308524072417,5.803085240724171,3.8936428077859433,0.48359043672701424
2111-1,2011,19.0,1.0,9.99,43.52,01/01/2011,2011-07-31,Ninjago,11,33.53,3.0481818181818183,7.004094251336897,35.001527461339954,25.011527461339952,5.224667334003164,2.2737752237581774
2112-1,2011,19.0,1.0,9.99,29.99,01/01/2011,2011-04-30,Ninjago,11,20.0,1.8181818181818181,6.062626936251477,24.11984854240775,14.129848542407748,4.2832000189177455,1.2845316856734317
2113-1,2011,19.0,1.0,9.99,40.51,01/01/2011,2011-04-30,Ninjago,11,30.519999999999996,2.774545454545454,6.84903839680438,32.58069571366915,22.59069571366915,5.069611479470647,2.053699610333559
2114-1,2011,20.0,1.0,9.99,11.85,01/01/2011,2011-04-30,Ninjago,11,1.8599999999999994,0.16909090909090904,1.4269275028768695,9.530517013255478,-0.45948298674452204,-0.3524994144568639,-0.041771180613138365
2115-1,2011,21.0,1.0,9.99,11.56,01/01/2011,2011-07-31,Ninjago,11,1.5700000000000003,0.14272727272727276,1.2346649889902488,9.297280731918425,-0.692719268081575,-0.5447619283434846,-0.06297447891650682
2116-1,2011,22.0,1.0,9.99,9.91,01/01/2011,2011-04-30,Ninjago,11,-0.08000000000000007,-0.007272727272727279,-0.07338776259058809,7.970246717414498,-2.0197532825855022,-1.852814679924321,-0.1836139347805002
2170-1,2011,21.0,1.0,9.99,19.99,01/04/2011,2011-12-31,Ninjago,11,9.999999999999998,0.909090909090909,4.547728409659374,16.077218151474852,6.087218151474852,2.7683014923256413,0.5533834683158957
2171-1,2011,22.0,1.0,9.99,25.61,01/04/2011,2011-12-31,Ninjago,11,15.62,1.42,5.54470909800859,20.59717643117914,10.60717643117914,3.7652821806748573,0.9642887664708308
2172-1,2011,21.0,1.0,9.99,22.66,01/04/2011,2011-07-31,Ninjago,11,12.67,1.1518181818181819,5.083045815614218,18.224600465853936,8.234600465853935,3.3036188982804844,0.7486000423503577
2173-1,2011,26.0,1.0,9.99,23.44,01/04/2011,2011-07-31,Ninjago,11,13.450000000000001,1.2227272727272729,5.216413279553212,18.851925636346703,8.861925636346703,3.436986362219478,0.8056296033042457
