Number,Theme,Subtheme,Year,RRP (USD),Value used (USD)
8874-1,Castle,Knights' Kingdom II,2005,20.0,31.45
8875-1,Castle,Knights' Kingdom II,2005,20.0,41.0
8876-1,Castle,Knights' Kingdom II,2005,40.0,70.67
8877-1,Castle,Knights' Kingdom II,2005,99.99,141.99
9247-1,Education,,2005,49.99,46.34
9547-1,Education,Duplo,2005,59.0,92.45
10133-1,Trains,9V,2005,40.0,309.48
10143-1,Star Wars,Ultimate Collector Series,2005,269.99,1206.66
10144-1,Star Wars,Episode IV,2005,139.99,221.69
10168-1,Seasonal,Easter,2005,3.99,3.54
10169-1,Seasonal,Easter,2005,3.99,3.21
10170-1,Trains,9V,2005,40.0,186.41
10203-1,Bionicle,Warriors,2005,50.0,158.72
65757-1,Bionicle,Product Collection,2005,18.0,54.65
65766-1,Duplo,Product Collection,2005,70.0,129.99
65771-1,Star Wars,Product Collection,2005,60.0,150.0
851499-1,Gear,Board Games,2005,49.99,69.31
TF05-1,Star Wars,Promotional,2005,0.0,27.64
630-3,Bricks and More,Accessories,2011,2.49,0.25
2063-1,HERO Factory,Ordeal of Fire,2011,7.99,9.9
2065-1,HERO Factory,Ordeal of Fire,2011,7.99,8.84
2067-1,HERO Factory,Ordeal of Fire,2011,7.99,9.44
2068-1,HERO Factory,Ordeal of Fire,2011,7.99,7.5
2111-1,Ninjago,Spinners,2011,9.99,7.59
2112-1,Ninjago,Spinners,2011,9.99,5.0
2113-1,Ninjago,Spinners,2011,9.99,7.13
2114-1,Ninjago,Spinners,2011,9.99,4.46
2115-1,Ninjago,Spinners,2011,9.99,4.77
2116-1,Ninjago,Spinners,2011,9.99,5.11
2141-1,HERO Factory,Ordeal of Fire,2011,7.99,9.47
2142-1,HERO Factory,Ordeal of Fire,2011,7.99,7.85
2143-1,HERO Factory,Savage Planet,2011,7.99,7.89
2144-1,HERO Factory,Savage Planet,2011,7.99,7.9
2145-1,HERO Factory,Savage Planet,2011,7.99,10.24
2170-1,Ninjago,Spinners,2011,9.99,5.67
2171-1,Ninjago,Spinners,2011,9.99,5.65
2172-1,Ninjago,Spinners,2011,9.99,4.94
2173-1,Ninjago,Spinners,2011,9.99,5.9
2174-1,Ninjago,Spinners,2011,9.99,4.52
2175-1,Ninjago,Spinners,2011,9.99,4.65
2182-1,HERO Factory,Savage Planet,2011,7.99,16.09
2183-1,HERO Factory,Savage Planet,2011,7.99,8.95
2191-1,HERO Factory,Savage Planet,2011,7.99,8.3
2192-1,HERO Factory,Ordeal of Fire,2011,12.99,12.62
2193-1,HERO Factory,Ordeal of Fire,2011,12.99,11.21
2194-1,HERO Factory,Ordeal of Fire,2011,12.99,13.07
2231-1,HERO Factory,Savage Planet,2011,12.99,11.31
2232-1,HERO Factory,Savage Planet,2011,12.99,12.28
2233-1,HERO Factory,Savage Planet,2011,12.99,13.04
2235-1,HERO Factory,Ordeal of Fire,2011,19.99,24.4
2236-1,HERO Factory,Savage Planet,2011,24.99,24.35
2254-1,Ninjago,Pilot Season,2011,19.99,15.54
2255-1,Ninjago,Spinners,2011,9.99,6.99
2256-1,Ninjago,Spinners,2011,9.99,9.23
2257-1,Ninjago,Spinners,2011,19.99,7.41
2258-1,Ninjago,Pilot Season,2011,6.99,8.14
2259-1,Ninjago,Pilot Season,2011,14.99,10.98
2260-1,Ninjago,Pilot Season,2011,19.99,25.94
2263-1,Ninjago,Pilot Season,2011,29.99,21.73
2282-1,HERO Factory,Savage Planet,2011,24.99,35.6
2283-1,HERO Factory,Savage Planet,2011,29.99,47.39
2504-1,Ninjago,Pilot Season,2011,49.99,31.67
2505-1,Ninjago,Pilot Season,2011,69.99,89.23
2506-1,Ninjago,Pilot Season,2011,59.99,39.08
2507-1,Ninjago,Pilot Season,2011,119.99,134.25
2508-1,Ninjago,Pilot Season,2011,19.99,23.98
2509-1,Ninjago,Pilot Season,2011,34.99,84.39
2516-1,Ninjago,Pilot Season,2011,4.99,3.99
2518-1,Ninjago,Pilot Season,2011,24.99,19.74
2519-1,Ninjago,Pilot Season,2011,29.99,29.64
2520-1,Ninjago,Pilot Season,2011,49.99,32.8
2521-1,Ninjago,Pilot Season,2011,79.99,172.01
3365-1,City,Space,2011,4.99,3.19
3366-1,City,Space,2011,19.99,11.97
3367-1,City,Space,2011,29.99,18.03
3368-1,City,Space,2011,69.99,57.04
3648-1,City,Police,2011,24.99,13.13
3658-1,City,Police,2011,34.99,15.99
3661-1,City,Police,2011,49.99,58.73
3677-1,City,Trains,2011,159.99,232.24
3815-1,SpongeBob SquarePants,,2011,14.99,26.12
3816-1,SpongeBob SquarePants,,2011,19.99,25.79
3854-1,Games,,2011,14.99,7.8
3858-1,Games,Heroica,2011,19.99,24.99
3859-1,Games,Heroica,2011,19.99,29.0
3860-1,Games,Heroica,2011,29.99,30.0
4181-1,Pirates of the Caribbean,The Curse of the Black Pearl,2011,19.99,48.54
4182-1,Pirates of the Caribbean,Dead Man's Chest,2011,29.99,44.2
4183-1,Pirates of the Caribbean,Dead Man's Chest,2011,39.99,71.13
4184-1,Pirates of the Caribbean,Miscellaneous,2011,99.99,456.13
4191-1,Pirates of the Caribbean,On Stranger Tides,2011,11.99,17.79
4192-1,Pirates of the Caribbean,On Stranger Tides,2011,19.99,40.29
4193-1,Pirates of the Caribbean,On Stranger Tides,2011,49.99,90.61
4194-1,Pirates of the Caribbean,On Stranger Tides,2011,79.99,106.77
4195-1,Pirates of the Caribbean,On Stranger Tides,2011,119.99,347.56
4641-1,City,Harbour,2011,4.99,3.37
4642-1,City,Harbour,2011,19.99,11.18
4643-1,City,Harbour,2011,39.99,16.7
4644-1,City,Harbour,2011,49.99,31.56
4645-1,City,Harbour,2011,89.99,94.95
4865-1,Harry Potter,Deathly Hallows,2011,11.99,23.14
4866-1,Harry Potter,Prisoner of Azkaban,2011,34.99,42.3
4867-1,Harry Potter,Deathly Hallows,2011,49.99,58.35
5678-1,Duplo,,2011,4.99,1.62
5679-1,Duplo,,2011,9.99,3.08
5683-1,Duplo,,2011,24.99,13.04
5685-1,Duplo,,2011,4.99,3.85
5695-1,Duplo,,2011,59.99,70.9
5696-1,Duplo,,2011,24.99,34.12
5761-1,Creator,3 in 1,2011,5.99,3.65
5762-1,Creator,3 in 1,2011,5.99,2.72
5763-1,Creator,3 in 1,2011,12.99,3.95
5764-1,Creator,3 in 1,2011,16.99,12.76
5765-1,Creator,3 in 1,2011,19.99,10.01
5766-1,Creator,3 in 1,2011,29.99,23.43
5767-1,Creator,3 in 1,2011,39.99,19.89
5770-1,Creator,3 in 1,2011,39.99,48.8
5771-1,Creator,3 in 1,2011,69.99,74.4
5793-1,Duplo,,2011,9.99,11.13
5794-1,Duplo,,2011,24.99,25.04
5795-1,Duplo,,2011,89.99,115.01
5817-1,Duplo,Cars,2011,14.99,15.0
5818-1,Duplo,Cars,2011,19.99,15.64
5819-1,Duplo,Cars,2011,29.99,24.74
5828-1,Duplo,Cars,2011,39.99,45.0
5829-1,Duplo,Cars,2011,49.99,57.22
5839-1,Duplo,Cars,2011,39.99,36.81
5929-1,Bricks and More,,2011,9.99,9.94
5930-1,Bricks and More,,2011,9.99,7.19
5932-1,Bricks and More,,2011,14.99,15.0
5933-1,Bricks and More,,2011,19.99,11.23
5945-1,Duplo,Winnie the Pooh,2011,9.99,12.03
5946-1,Duplo,Winnie the Pooh,2011,19.99,28.4
5947-1,Duplo,Winnie the Pooh,2011,29.99,58.18
6051-1,Duplo,,2011,29.99,24.69
6136-1,Duplo,Zoo,2011,24.99,18.0
6137-1,Duplo,,2011,19.99,15.0
6138-1,Duplo,,2011,29.99,27.5
6918-1,Castle,Kingdoms,2011,9.99,36.32
7049-1,Space,Alien Conquest,2011,4.99,5.08
7050-1,Space,Alien Conquest,2011,9.99,7.56
7051-1,Space,Alien Conquest,2011,19.99,29.93
7052-1,Space,Alien Conquest,2011,29.99,31.65
7065-1,Space,Alien Conquest,2011,59.99,44.59
7066-1,Space,Alien Conquest,2011,89.99,88.43
7067-1,Space,Alien Conquest,2011,39.99,27.64
7187-1,Castle,Kingdoms,2011,19.99,83.12
7188-1,Castle,Kingdoms,2011,39.99,58.96
7189-1,Castle,Kingdoms,2011,69.99,314.24
7279-1,City,Police,2011,9.99,4.9
7285-1,City,Police,2011,12.99,6.05
7286-1,City,Police,2011,19.99,10.12
7287-1,City,Police,2011,39.99,22.65
7288-1,City,Police,2011,44.99,23.21
7305-1,Pharaoh's Quest,,2011,4.99,8.19
7306-1,Pharaoh's Quest,,2011,9.99,16.12
7307-1,Pharaoh's Quest,,2011,19.99,27.95
7325-1,Pharaoh's Quest,,2011,29.99,32.81
7326-1,Pharaoh's Quest,,2011,49.99,56.96
7327-1,Pharaoh's Quest,,2011,99.99,228.21
7498-1,City,Police,2011,99.99,76.11
7499-1,City,Trains,2011,19.99,14.07
7553-1,City,Seasonal,2011,34.99,26.8
7868-1,Star Wars,The Clone Wars,2011,39.99,131.53
7869-1,Star Wars,The Clone Wars,2011,39.99,103.51
7877-1,Star Wars,Episode I,2011,49.99,46.36
7879-1,Star Wars,Episode V,2011,89.99,115.26
7913-1,Star Wars,The Clone Wars,2011,12.99,27.45
7914-1,Star Wars,The Clone Wars,2011,12.99,25.04
7915-1,Star Wars,Legends,2011,19.99,21.89
7929-1,Star Wars,Episode I,2011,24.99,31.15
7930-1,Star Wars,The Clone Wars,2011,49.99,52.64
7931-1,Star Wars,The Clone Wars,2011,59.99,75.28
7956-1,Star Wars,Episode VI,2011,24.99,30.07
7957-1,Star Wars,The Clone Wars,2011,24.99,29.28
7958-1,Star Wars,Seasonal,2011,39.99,36.78
7959-1,Star Wars,The Clone Wars,2011,29.99,51.32
7961-1,Star Wars,Episode I,2011,69.99,54.14
7962-1,Star Wars,Episode I,2011,89.99,89.72
7964-1,Star Wars,The Clone Wars,2011,119.99,227.51
7965-1,Star Wars,Episode IV,2011,139.99,126.71
7976-1,Atlantis,,2011,4.99,4.15
7977-1,Atlantis,,2011,9.99,8.72
7978-1,Atlantis,,2011,19.99,22.69
7984-1,Atlantis,,2011,29.99,22.27
7985-1,Atlantis,,2011,69.99,130.23
8065-1,Technic,,2011,10.99,7.4
8066-1,Technic,,2011,19.99,8.05
8067-1,Technic,,2011,24.99,19.16
8068-1,Technic,,2011,39.99,22.66
8069-1,Technic,,2011,59.99,59.2
8070-1,Technic,,2011,119.99,110.02
8071-1,Technic,,2011,49.99,38.0
8081-1,Technic,,2011,59.99,76.29
8109-1,Technic,,2011,99.99,120.69
8110-1,Technic,,2011,199.99,201.98
8200-1,Cars,Original Film,2011,6.99,7.71
8201-1,Cars,Original Film,2011,6.99,5.94
8206-1,Cars,Cars 2,2011,14.99,8.82
8221-1,Racers,,2011,12.99,9.71
8227-1,Racers,,2011,12.99,6.03
8228-1,Racers,,2011,12.99,2.26
8231-1,Racers,,2011,12.99,6.55
8301-1,Racers,Tiny Turbos,2011,5.99,1.85
8302-1,Racers,Tiny Turbos,2011,5.99,2.99
8303-1,Racers,Tiny Turbos,2011,5.99,3.16
8304-1,Racers,Tiny Turbos,2011,5.99,2.81
8423-1,Cars,Cars 2,2011,14.99,11.46
8424-1,Cars,Cars 2,2011,14.99,10.29
8426-1,Cars,Cars 2,2011,19.99,11.58
8484-1,Cars,Cars 2,2011,29.99,41.43
8486-1,Cars,Original Film,2011,39.99,80.72
8487-1,Cars,Original Film,2011,59.99,91.97
8638-1,Cars,Cars 2,2011,49.99,40.0
8639-1,Cars,Cars 2,2011,69.99,46.92
8677-1,Cars,Cars 2,2011,29.99,38.69
8678-1,Cars,Cars 2,2011,29.99,22.88
8679-1,Cars,Cars 2,2011,89.99,56.5
8803-1,Collectable Minifigures,Series 3,2011,2.99,9.32
8803-2,Collectable Minifigures,Series 3,2011,2.99,4.43
8803-3,Collectable Minifigures,Series 3,2011,2.99,8.23
8803-4,Collectable Minifigures,Series 3,2011,2.99,6.19
8803-5,Collectable Minifigures,Series 3,2011,2.99,6.76
8803-6,Collectable Minifigures,Series 3,2011,2.99,7.38
8803-7,Collectable Minifigures,Series 3,2011,2.99,4.3
8803-8,Collectable Minifigures,Series 3,2011,2.99,4.24
8803-9,Collectable Minifigures,Series 3,2011,2.99,12.85
8803-10,Collectable Minifigures,Series 3,2011,2.99,3.99
8803-11,Collectable Minifigures,Series 3,2011,2.99,3.46
8803-12,Collectable Minifigures,Series 3,2011,2.99,10.28
8803-13,Collectable Minifigures,Series 3,2011,2.99,4.42
8803-14,Collectable Minifigures,Series 3,2011,2.99,5.92
8803-15,Collectable Minifigures,Series 3,2011,2.99,5.87
8803-16,Collectable Minifigures,Series 3,2011,2.99,5.61
8804-1,Collectable Minifigures,Series 4,2011,2.99,6.78
8804-2,Collectable Minifigures,Series 4,2011,2.99,6.45
8804-3,Collectable Minifigures,Series 4,2011,2.99,6.18
8804-4,Collectable Minifigures,Series 4,2011,2.99,4.5
8804-5,Collectable Minifigures,Series 4,2011,2.99,3.69
8804-6,Collectable Minifigures,Series 4,2011,2.99,8.7
8804-7,Collectable Minifigures,Series 4,2011,2.99,4.35
8804-8,Collectable Minifigures,Series 4,2011,2.99,8.21
8804-9,Collectable Minifigures,Series 4,2011,2.99,4.71
8804-10,Collectable Minifigures,Series 4,2011,2.99,4.65
8804-11,Collectable Minifigures,Series 4,2011,2.99,3.68
8804-12,Collectable Minifigures,Series 4,2011,2.99,3.18
8804-13,Collectable Minifigures,Series 4,2011,2.99,13.54
8804-14,Collectable Minifigures,Series 4,2011,2.99,4.75
8804-15,Collectable Minifigures,Series 4,2011,2.99,3.71
8804-16,Collectable Minifigures,Series 4,2011,2.99,4.31
8805-1,Collectable Minifigures,Series 5,2011,2.99,12.03
8805-2,Collectable Minifigures,Series 5,2011,2.99,8.58
8805-3,Collectable Minifigures,Series 5,2011,2.99,8.15
8805-4,Collectable Minifigures,Series 5,2011,2.99,6.2
8805-5,Collectable Minifigures,Series 5,2011,2.99,3.14
8805-6,Collectable Minifigures,Series 5,2011,2.99,10.8
8805-7,Collectable Minifigures,Series 5,2011,2.99,3.6
8805-8,Collectable Minifigures,Series 5,2011,2.99,3.78
8805-9,Collectable Minifigures,Series 5,2011,2.99,3.63
8805-10,Collectable Minifigures,Series 5,2011,2.99,2.74
8805-11,Collectable Minifigures,Series 5,2011,2.99,4.31
8805-12,Collectable Minifigures,Series 5,2011,2.99,7.45
8805-13,Collectable Minifigures,Series 5,2011,2.99,3.29
8805-14,Collectable Minifigures,Series 5,2011,2.99,4.84
8805-15,Collectable Minifigures,Series 5,2011,2.99,7.55
8805-16,Collectable Minifigures,Series 5,2011,2.99,5.36
9348-1,Education,,2011,49.99,39.98
9349-1,Education,,2011,49.99,49.95
9585-1,Education,,2011,49.95,115.0
10217-1,Harry Potter,General,2011,149.99,346.1
10218-1,Creator Expert,Modular Buildings Collection,2011,149.99,223.38
10219-1,Creator Expert,Trains,2011,119.99,316.6
10220-1,Creator Expert,Vehicles,2011,119.99,101.16
10221-1,Star Wars,Ultimate Collector Series,2011,399.99,706.47
10222-1,Creator Expert,Winter Village,2011,69.99,275.04
10231-1,Creator Expert,Space,2011,99.99,322.6
10285-1,Mindstorms,NXT,2011,54.99,27.05
10286-1,Mindstorms,NXT,2011,54.99,16.11
20200-1,Master Builder Academy,,2011,29.99,43.56
21000-2,Architecture,Landmark Series,2011,19.99,41.33
21007-1,Architecture,Architect Series,2011,39.99,72.33
21008-1,Architecture,Landmark Series,2011,24.99,30.89
21009-1,Architecture,Architect Series,2011,59.99,148.12
21010-1,Architecture,Architect Series,2011,199.99,357.92
21011-1,Architecture,Landmark Series,2011,34.99,45.39
21200-1,Life of George,,2011,29.99,7.72
30014-1,City,Police,2011,4.99,2.85
30025-1,Creator,Promotional,2011,3.99,4.49
30028-1,Creator,Seasonal,2011,4.99,4.0
30052-1,Star Wars,Episode I,2011,3.99,14.5
30053-1,Star Wars,The Clone Wars,2011,3.99,2.77
30080-1,Ninjago,Pilot Season,2011,3.47,3.61
30082-1,Ninjago,Pilot Season,2011,3.47,3.01
30110-1,Harry Potter,Mini Building Set,2011,4.99,7.08
30111-1,Harry Potter,Mini Building Set,2011,3.99,6.35
40015-1,Seasonal,Valentine's Day,2011,4.99,15.0
40017-1,Seasonal,Easter,2011,4.99,9.0
40018-1,Seasonal,Easter,2011,4.99,19.81
40020-1,Seasonal,Halloween,2011,4.99,5.29
40021-1,Seasonal,Halloween,2011,4.99,1.99
40022-1,Seasonal,Christmas,2011,4.99,5.0
40023-1,Seasonal,Christmas,2011,4.99,6.34
40024-1,Seasonal,Christmas,2011,4.99,6.58
40028-1,Harry Potter,Mini Building Set,2011,4.99,6.62
88000-1,Power Functions,Accessories,2011,12.99,21.37
88002-1,Power Functions,Trains,2011,13.99,13.45
853176-1,Pharaoh's Quest,,2011,14.99,17.34
853219-1,Pirates of the Caribbean,Miscellaneous,2011,14.99,24.21
853301-1,Space,Alien Conquest,2011,14.99,10.0
853340-1,Miscellaneous,,2011,7.99,10.16
2852724-1,Mindstorms,NXT,2011,54.99,18.62
2852726-1,Mindstorms,NXT,2011,54.99,35.02
2853216-1,Mindstorms,NXT,2011,54.99,29.54
2856134-1,Ninjago,Promotional,2011,6.99,8.29
2856197-1,Star Wars,Minifig Pack,2011,0.0,69.0
3300001-1,Promotional,LEGO brand stores,2011,14.99,23.47
LONETREE-1,Promotional,LEGO brand store opening set,2011,0.0,50.0
620-3,Bricks and More,,2010,4.99,5.9
2824-1,City,Seasonal,2010,34.99,14.54
3177-1,City,Traffic,2010,4.99,5.61
3178-1,City,Airport,2010,10.99,5.03
3179-1,City,Traffic,2010,12.99,11.78
3180-1,City,Traffic,2010,19.99,27.64
3181-1,City,Airport,2010,39.99,33.66
3182-1,City,Airport,2010,99.99,95.29
3221-1,City,Traffic,2010,34.99,47.31
3222-1,City,Airport,2010,29.99,36.55
3862-1,Games,Licensed,2010,34.99,19.99
4736-1,Harry Potter,Chamber of Secrets,2010,10.99,17.75
4737-1,Harry Potter,General,2010,19.99,26.24
4738-1,Harry Potter,General,2010,39.99,41.07
4840-1,Harry Potter,Half-Blood Prince,2010,59.99,124.9
4841-1,Harry Potter,General,2010,79.99,86.09
4842-1,Harry Potter,General,2010,129.99,135.76
5497-1,Duplo,,2010,24.99,19.6
5506-1,Duplo,,2010,29.99,9.78
5507-1,Duplo,,2010,49.99,23.5
5508-1,Bricks and More,,2010,49.99,15.0
5549-1,Bricks and More,,2010,29.99,8.0
5643-1,Duplo,Farm,2010,4.99,4.11
5644-1,Duplo,Farm,2010,8.99,8.0
5645-1,Duplo,Farm,2010,9.99,4.05
5646-1,Duplo,Farm,2010,11.99,8.17
5647-1,Duplo,Farm,2010,19.99,17.63
5648-1,Duplo,Farm,2010,39.99,27.97
5649-1,Duplo,Farm,2010,59.99,40.37
5650-1,Duplo,Construction,2010,12.99,13.42
5651-1,Duplo,Construction,2010,19.99,19.68
5652-1,Duplo,Construction,2010,39.99,40.24
5653-1,Duplo,Construction,2010,59.99,90.0
5654-1,Duplo,Holiday,2010,14.99,13.08
5655-1,Duplo,Holiday,2010,29.99,29.06
5656-1,Duplo,LEGO Ville,2010,24.99,15.13
5657-1,Duplo,Toy Story,2010,14.99,8.53
5658-1,Duplo,Toy Story,2010,19.99,14.28
5659-1,Duplo,Toy Story,2010,34.99,30.0
5691-1,Duplo,Toy Story,2010,39.99,35.42
5813-1,Duplo,Cars,2010,14.99,8.23
5814-1,Duplo,Cars,2010,19.99,36.54
5815-1,Duplo,Cars,2010,29.99,47.35
5816-1,Duplo,Cars,2010,49.99,44.33
5864-1,Creator,3 in 1,2010,5.99,2.8
5865-1,Creator,3 in 1,2010,5.99,2.76
5866-1,Creator,3 in 1,2010,12.99,5.65
5867-1,Creator,3 in 1,2010,19.99,12.1
5868-1,Creator,3 in 1,2010,29.99,27.34
5891-1,Creator,3 in 1,2010,44.99,47.19
5892-1,Creator,3 in 1,2010,59.99,49.39
5893-1,Creator,3 in 1,2010,89.99,63.38
5898-1,Bricks and More,,2010,9.99,5.45
5899-1,Bricks and More,,2010,9.99,4.13
5981-1,Space,Space Police 3,2010,9.99,16.14
5982-1,Space,Space Police 3,2010,19.99,17.96
5983-1,Space,Space Police 3,2010,29.99,30.4
5984-1,Space,Space Police 3,2010,39.99,64.63
5985-1,Space,Space Police 3,2010,79.99,112.33
7116-1,Bionicle,Stars,2010,7.99,12.07
7117-1,Bionicle,Stars,2010,7.99,8.65
7135-1,Bionicle,Stars,2010,7.99,8.16
7136-1,Bionicle,Stars,2010,7.99,7.9
7137-1,Bionicle,Stars,2010,7.99,8.27
7138-1,Bionicle,Stars,2010,7.99,8.74
7145-1,HERO Factory,Rise of the Rookies,2010,19.99,25.88
7147-1,HERO Factory,Rise of the Rookies,2010,12.99,9.01
7148-1,HERO Factory,Rise of the Rookies,2010,12.99,11.97
7156-1,HERO Factory,Rise of the Rookies,2010,12.99,9.68
7157-1,HERO Factory,Rise of the Rookies,2010,12.99,12.62
7158-1,HERO Factory,Rise of the Rookies,2010,29.99,38.58
7160-1,HERO Factory,Rise of the Rookies,2010,49.99,40.66
7162-1,HERO Factory,Rise of the Rookies,2010,19.99,25.06
7164-1,HERO Factory,Rise of the Rookies,2010,7.99,6.73
7165-1,HERO Factory,Rise of the Rookies,2010,7.99,6.09
7167-1,HERO Factory,Rise of the Rookies,2010,7.99,7.43
7168-1,HERO Factory,Rise of the Rookies,2010,7.99,6.99
7169-1,HERO Factory,Rise of the Rookies,2010,7.99,6.59
7170-2,HERO Factory,Rise of the Rookies,2010,7.99,7.04
7179-1,HERO Factory,Rise of the Rookies,2010,24.99,53.38
7206-1,City,Fire,2010,39.99,23.63
7207-1,City,Fire,2010,49.99,36.83
7208-1,City,Fire,2010,79.99,66.29
7213-1,City,Fire,2010,39.99,30.61
7566-1,City,Farm,2010,3.99,6.75
7567-1,City,Airport,2010,3.99,3.31
7569-1,Prince of Persia,,2010,10.99,13.23
7570-1,Prince of Persia,,2010,19.99,33.23
7571-1,Prince of Persia,,2010,29.99,43.26
7572-1,Prince of Persia,,2010,49.99,53.33
7573-1,Prince of Persia,,2010,79.99,98.63
7590-1,Toy Story,Original Film,2010,19.99,21.57
7591-1,Toy Story,Buildable Figures,2010,24.99,26.74
7592-1,Toy Story,Buildable Figures,2010,24.99,24.72
7593-1,Toy Story,Toy Story 2,2010,29.99,37.12
7594-1,Toy Story,Toy Story 2,2010,49.99,56.75
7595-1,Toy Story,Original Film,2010,10.99,21.74
7596-1,Toy Story,Toy Story 3,2010,49.99,55.27
7597-1,Toy Story,Toy Story 3,2010,79.99,108.01
7598-1,Toy Story,Toy Story 2,2010,39.99,76.91
7599-1,Toy Story,Toy Story 3,2010,49.99,79.99
7684-1,City,Farm,2010,34.99,62.83
7789-1,Toy Story,Toy Story 3,2010,19.99,17.01
7848-1,City,Traffic,2010,44.99,72.42
7936-1,City,Trains,2010,19.99,47.47
7937-1,City,Trains,2010,49.99,60.19
7938-1,City,Trains,2010,129.99,102.19
7939-1,City,Trains,2010,179.99,148.0
7946-1,Castle,Kingdoms,2010,99.99,180.86
7947-1,Castle,Kingdoms,2010,49.99,86.67
7948-1,Castle,Kingdoms,2010,19.99,33.06
7949-1,Castle,Kingdoms,2010,9.99,25.07
7950-1,Castle,Kingdoms,2010,6.99,14.31
7952-1,Castle,Seasonal,2010,34.99,55.27
7953-1,Castle,Kingdoms,2010,3.99,6.78
7955-1,Castle,Kingdoms,2010,3.99,9.73
7967-1,Racers,Power Racers,2010,12.99,8.44
7968-1,Racers,Power Racers,2010,12.99,5.65
7970-1,Racers,Power Racers,2010,12.99,8.0
7971-1,Racers,Power Racers,2010,12.99,4.44
8041-1,Technic,,2010,59.99,60.92
8043-1,Technic,,2010,199.99,251.71
8045-1,Technic,,2010,10.99,7.81
8046-1,Technic,,2010,19.99,10.48
8047-1,Technic,,2010,24.99,22.35
8048-1,Technic,,2010,39.99,24.9
8049-1,Technic,,2010,59.99,69.14
8051-1,Technic,,2010,39.99,65.42
8052-1,Technic,,2010,69.99,77.23
8053-1,Technic,,2010,99.99,101.46
8056-1,Atlantis,,2010,6.99,4.24
8057-1,Atlantis,,2010,9.99,5.97
8058-1,Atlantis,,2010,14.99,8.2
8059-1,Atlantis,,2010,14.99,9.25
8060-1,Atlantis,,2010,24.99,14.62
8061-1,Atlantis,,2010,39.99,38.63
8072-1,Atlantis,,2010,3.99,3.28
8073-1,Atlantis,,2010,3.99,2.89
8075-1,Atlantis,,2010,59.99,29.74
8076-1,Atlantis,,2010,19.99,13.42
8077-1,Atlantis,,2010,49.99,38.81
8078-1,Atlantis,,2010,99.99,67.29
8079-1,Atlantis,,2010,29.99,35.31
8080-1,Atlantis,,2010,39.99,46.66
8083-1,Star Wars,Episode V,2010,11.99,11.94
8084-1,Star Wars,Episode V,2010,11.99,13.81
8085-1,Star Wars,The Clone Wars,2010,24.99,16.98
8086-1,Star Wars,The Clone Wars,2010,24.99,25.27
8087-1,Star Wars,Legends,2010,49.99,70.5
8088-1,Star Wars,Episode III,2010,59.99,106.0
8089-1,Star Wars,Episode V,2010,39.99,52.25
8091-1,Star Wars,Episode III,2010,29.99,26.65
8092-1,Star Wars,Episode IV,2010,24.99,19.04
8093-1,Star Wars,The Clone Wars,2010,24.99,40.68
8095-1,Star Wars,The Clone Wars,2010,49.99,45.5
8096-1,Star Wars,Episode III,2010,59.99,51.11
8097-1,Star Wars,Episode V,2010,79.99,87.48
8098-1,Star Wars,The Clone Wars,2010,119.99,195.12
8099-1,Star Wars,Episode IV,2010,39.99,47.03
8128-1,Star Wars,The Clone Wars,2010,49.99,73.93
8129-1,Star Wars,Episode V,2010,109.99,132.71
8188-1,Power Miners,,2010,9.99,9.04
8189-1,Power Miners,,2010,19.99,13.61
8190-1,Power Miners,,2010,34.99,27.02
8191-1,Power Miners,,2010,49.99,61.57
8192-1,Racers,Tiny Turbos,2010,5.99,4.03
8193-1,Racers,Tiny Turbos,2010,5.99,4.25
8194-1,Racers,Tiny Turbos,2010,5.99,2.52
8195-1,Racers,Tiny Turbos,2010,5.99,3.58
8196-1,Racers,Tiny Turbos,2010,14.99,11.33
8197-1,Racers,Tiny Turbos,2010,14.99,9.07
8198-1,Racers,Tiny Turbos,2010,14.99,10.09
8199-1,Racers,Tiny Turbos,2010,14.99,10.0
8211-1,Racers,Tiny Turbos,2010,39.99,37.6
8214-1,Racers,Lamborghini,2010,59.99,108.0
8403-1,City,General,2010,39.99,57.38
8404-1,City,Traffic,2010,99.99,115.65
8409-1,Ben 10: Alien Force,,2010,14.99,12.57
8410-1,Ben 10: Alien Force,,2010,14.99,9.05
8411-1,Ben 10: Alien Force,,2010,14.99,11.43
8517-1,Ben 10: Alien Force,,2010,14.99,12.09
8518-1,Ben 10: Alien Force,,2010,14.99,8.42
8519-1,Ben 10: Alien Force,,2010,14.99,13.36
8683-1,Collectable Minifigures,Series 1,2010,1.99,14.33
8683-2,Collectable Minifigures,Series 1,2010,1.99,10.87
8683-3,Collectable Minifigures,Series 1,2010,1.99,8.13
8683-4,Collectable Minifigures,Series 1,2010,1.99,18.35
8683-5,Collectable Minifigures,Series 1,2010,1.99,16.29
8683-6,Collectable Minifigures,Series 1,2010,1.99,8.13
