set_number,Year,Pieces,Minifigs,retale_price,resale_price,Launch date,Exit date,Theme,years_in_retirement,total_price_increase,average_increase_per_year,percentage_increase_per_year,adjusted_value_new,total_price_increase_real,percentage_increase_per_year_real,average_increase_per_year_real,Subtheme
7701-1,2006,196.0,1.0,15.0,60.91,01/01/2006,2006-12-31,Exo-Force,16,45.91,2.869375,4.71084386800197,44.369634513334006,29.369634513334006,3.0136302037159344,1.8356021570833754,Original
7702-1,2006,197.0,1.0,15.0,60.5,01/01/2006,2007-09-30,Exo-Force,15,45.5,3.033333333333333,5.013774104683196,44.952391164305396,29.952391164305396,3.3005389712733217,1.9968260776203597,Original
7703-1,2006,177.0,1.0,15.0,44.64,01/01/2006,2006-12-31,Exo-Force,16,29.64,1.8525,4.149865591397849,32.517821124203415,17.517821124203415,2.452651927111813,1.0948638202627134,Original
7704-1,2006,215.0,1.0,20.0,42.5,01/01/2006,2007-12-31,Exo-Force,15,22.5,1.5,3.5294117647058827,31.578126024512056,11.578126024512056,1.816176631296009,0.7718750683008037,Original
7705-1,2006,402.0,5.0,30.0,55.0,01/01/2006,2006-12-31,Exo-Force,16,25.0,1.5625,2.840909090909091,40.064519754282884,10.064519754282884,1.143695426623055,0.6290324846426802,Original
7706-1,2006,365.0,2.0,30.0,108.0,01/06/2006,2007-12-31,Exo-Force,15,78.0,5.2,4.814814814814814,80.24559083876004,50.24559083876004,3.1015796814049406,3.349706055917336,Original
7707-1,2006,646.0,6.0,49.99,97.76,01/06/2006,2007-12-31,Exo-Force,15,47.77,3.1846666666666668,3.2576377523186033,72.63712000367761,22.647120003677607,1.5444026189087292,1.5098080002451737,Original
7708-1,2006,69.0,1.0,5.0,28.75,01/01/2006,2006-12-31,Exo-Force,16,23.75,1.484375,5.163043478260869,20.942817144284234,15.942817144284234,3.4658298139748336,0.9964260715177646,Original
7709-1,2006,1448.0,8.0,100.0,266.46,01/06/2006,2007-12-31,Exo-Force,15,166.45999999999998,11.097333333333331,4.164727663939553,197.98370495274074,97.98370495274074,2.451492530529679,6.532246996849382,Original
7711-1,2006,78.0,1.0,4.99,57.81,01/01/2006,2006-12-31,Exo-Force,16,52.82,3.30125,5.710517211555094,42.111452490819886,37.121452490819884,4.013303547269058,2.3200907806762427,Original
7712-1,2006,287.0,1.0,20.0,152.5,01/04/2006,2006-12-31,Exo-Force,16,132.5,8.28125,5.4303278688524586,111.08798659142072,91.08798659142072,3.7331142045664225,5.692999161963795,Original
7713-1,2006,657.0,4.0,50.0,199.79,01/10/2006,2006-12-31,Exo-Force,16,149.79,9.361875,4.68585765053306,145.53618912196686,95.53618912196686,2.9886439862470238,5.9710118201229285,Original
7844-1,2006,30.0,2.0,14.99,129.0,01/01/2006,2006-12-31,Duplo,16,114.01,7.125625,5.52374031007752,93.96950996913621,78.97950996913622,3.8265266457914837,4.9362193730710135,Airport
7880-1,2006,60.0,4.0,99.99,416.98,01/08/2006,2007-12-31,Duplo,15,316.99,21.13266666666667,5.068028842310582,309.82228211061266,209.83228211061265,3.3547937089007087,13.988818807374177,Pirates
7881-1,2006,33.0,2.0,39.99,99.0,01/08/2006,2007-12-31,Duplo,15,59.01,3.9339999999999997,3.973737373737374,73.55845826886338,33.568458268863374,2.2605022403275,2.237897217924225,Pirates
7890-1,2006,118.0,1.0,7.99,43.04,01/01/2006,2008-12-31,City,14,35.05,2.5035714285714286,5.8168481147105675,32.61894105827997,24.62894105827997,4.08738400462692,1.7592100755914264,Medical
7891-1,2006,148.0,1.0,14.99,39.62,01/01/2006,2007-12-31,City,15,24.629999999999995,1.6419999999999997,4.14437152953054,29.438243602145118,14.448243602145117,2.431136396120666,0.9632162401430079,Airport
7892-1,2006,382.0,4.0,49.99,170.21,01/01/2006,2008-12-31,City,14,120.22,8.587142857142856,5.045028410283095,128.99790793517275,79.00790793517274,3.315564300199448,5.643421995369481,Medical
7893-1,2006,401.0,4.0,39.99,265.69,01/01/2006,2007-12-31,City,15,225.7,15.046666666666665,5.663241622442195,197.4115836106496,157.42158361064958,3.9500064890323205,10.494772240709972,Airport
7894-1,2006,700.0,5.0,79.99,295.23,01/01/2006,2008-12-31,City,14,215.24,15.374285714285715,5.207562142832948,223.74744350920068,143.7574435092007,3.4780980327493016,10.268388822085765,Airport
7897-1,2006,501.0,3.0,89.99,284.82,01/06/2006,2009-12-31,City,13,194.82999999999998,14.986923076923075,5.261892801391431,220.17512379330128,130.18512379330127,3.515989148161086,10.014240291792406,Trains
7898-1,2006,856.0,5.0,149.99,366.12,01/06/2006,2009-12-31,City,13,216.13,16.625384615384615,4.540965971644438,283.0226680823098,133.03266808230978,2.795062318414092,10.233282160177676,Trains
7899-1,2006,199.0,3.0,24.99,57.36,01/03/2006,2006-12-31,City,16,32.370000000000005,2.0231250000000003,3.5270658995815904,41.78365187464848,16.79365187464848,1.8298522352955544,1.04960324216553,Police
7900-1,2006,347.0,1.0,24.99,128.79,01/06/2006,2006-12-31,City,16,103.8,6.4875,5.037269974376893,93.81653634825622,68.82653634825623,3.3400563100908567,4.301658521766014,Construction
7901-1,2006,26.0,1.0,3.49,14.64,01/01/2006,2006-12-31,City,16,11.15,0.696875,4.760075136612022,10.664446712776389,7.174446712776389,3.0628614723259853,0.4484029195485243,Airport
7902-1,2006,66.0,1.0,5.99,24.74,01/01/2006,2008-12-31,City,14,18.75,1.3392857142857142,5.4134426608153365,18.749828108314276,12.759828108314275,3.6839785507316885,0.9114162934510197,Medical
7903-1,2006,249.0,3.0,19.99,56.57,01/01/2006,2007-12-31,City,15,36.58,2.4386666666666668,4.310883271463084,42.032343275450515,22.042343275450516,2.59764813805321,1.469489551696701,Medical
7905-1,2006,721.0,3.0,69.99,295.38,01/06/2006,2007-12-31,City,15,225.39,15.026,5.087006567810955,219.4716909440087,149.48169094400873,3.3737714344010823,9.965446062933916,Construction
8624-1,2006,507.0,8.0,59.99,100.0,01/07/2006,2006-12-31,Bionicle,16,40.01,2.500625,2.500625,72.84458137142343,12.854581371423428,0.8034113357139643,0.8034113357139643,Playsets
8672-1,2006,573.0,10.0,60.0,144.38,01/01/2006,2006-12-31,Racers,16,84.38,5.27375,3.65268735281895,105.17300658406114,45.17300658406114,1.9554736885329143,2.8233129115038214,Ferrari
8673-1,2006,189.0,5.0,19.99,82.21,01/01/2006,2007-12-31,Racers,15,62.22,4.148,5.045614888699673,61.083240952356135,41.09324095235614,3.332379755289798,2.7395493968237425,Ferrari
8813-1,2006,381.0,11.0,40.0,112.43,01/07/2006,2006-12-31,Castle,16,72.43,4.526875,4.0263942008360765,81.89916283589136,41.89916283589136,2.32918053655004,2.61869767724321,Knights' Kingdom II
8821-1,2006,152.0,3.0,20.0,74.58,01/07/2006,2007-07-31,Castle,15,54.58,3.6386666666666665,4.878877268257798,55.41403856254374,35.41403856254374,3.1656421348479253,2.3609359041695823,Knights' Kingdom II
8822-1,2006,250.0,3.0,30.0,75.96,01/07/2006,2007-12-31,Castle,15,45.959999999999994,3.0639999999999996,4.033701948393892,56.439398889927894,26.439398889927894,2.3204668149840173,1.7626265926618596,Knights' Kingdom II
8823-1,2006,431.0,6.0,50.0,194.76,01/07/2006,2007-07-31,Castle,15,144.76,9.650666666666666,4.955158485657561,144.70954881256395,94.70954881256395,3.241923352247688,6.313969920837597,Knights' Kingdom II
8892-1,2006,211.0,4.0,29.99,35.56,01/08/2006,2007-07-31,Bionicle,15,5.570000000000004,0.37133333333333357,1.0442444694413207,26.421603798391736,-3.5683962016082624,-0.6689906639685531,-0.2378930801072175,Playsets
8893-1,2006,373.0,8.0,39.99,73.45,01/08/2006,2007-07-31,Bionicle,15,33.46,2.2306666666666666,3.036986612207851,54.57443191765672,14.584431917656715,1.3237514787979772,0.9722954611771144,Playsets
8894-1,2006,648.0,12.0,74.99,74.13,01/08/2006,2007-07-31,Bionicle,15,-0.8599999999999994,-0.0573333333333333,-0.07734160708664953,55.07968193404891,-19.91031806595109,-1.790576740496523,-1.3273545377300726,Playsets
10173-1,2006,965.0,7.0,89.99,489.7,01/09/2006,2007-12-31,Creator Expert,15,399.71,26.647333333333332,5.441562861615955,363.8543132753777,273.8643132753777,3.7283277282060814,18.25762088502518,Trains
10176-1,2006,869.0,12.0,99.99,476.19,01/06/2006,2007-12-31,Castle,15,376.2,25.08,5.2668052668052665,353.8161842732328,253.8261842732328,3.553570133395392,16.92174561821552,Knights' Kingdom II
4828-1,2007,49.0,2.0,39.99,140.0,01/03/2007,2008-12-31,Duplo,14,100.00999999999999,7.143571428571428,5.102551020408163,106.1025034423605,66.11250344236049,3.3730869103245147,4.722321674454321,Princess Castle
4974-1,2007,36.0,2.0,39.99,52.26,01/02/2007,2009-12-31,Duplo,13,12.269999999999996,0.9438461538461536,1.8060584650710938,40.39867976068368,0.4086797606836754,0.06015481184074824,0.03143690466797503,LEGO Ville
4975-1,2007,42.0,2.0,49.99,80.0,01/02/2007,2009-12-31,Duplo,13,30.009999999999998,2.3084615384615383,2.885576923076923,61.842602006404405,11.852602006404403,1.139673269846577,0.9117386158772618,LEGO Ville
4987-1,2007,40.0,2.0,39.99,76.75,01/08/2007,2009-12-31,Duplo,13,36.76,2.8276923076923075,3.684289651716362,59.33024629989423,19.340246299894226,1.9383859984860161,1.4877112538380173,LEGO Ville
4988-1,2007,84.0,3.0,59.99,129.9,01/08/2007,2009-12-31,Duplo,13,69.91,5.377692307692308,4.139870906614555,100.41692500789915,40.42692500789915,2.3939672533842096,3.1097634621460886,LEGO Ville
5378-1,2007,943.0,9.0,89.99,697.04,01/06/2007,2007-12-31,Harry Potter,15,607.05,40.47,5.805979570756341,517.9109873911972,427.9209873911972,4.092744437346467,28.52806582607981,Order of the Phoenix
7009-1,2007,62.0,2.0,7.99,74.93,01/06/2007,2008-12-31,Castle,14,66.94000000000001,4.781428571428572,6.381193876189205,56.78757559240052,48.79757559240052,4.651729766105558,3.485541113742894,Fantasy Era
7029-1,2007,628.0,7.0,69.99,442.63,01/08/2007,2007-12-31,Castle,15,372.64,24.842666666666666,5.612513084668157,328.88060993481815,258.89060993481814,3.8992779512582842,17.259373995654542,Fantasy Era
7036-1,2007,575.0,7.0,59.99,218.43,01/01/2008,2009-12-31,Castle,13,158.44,12.187692307692307,5.57967875644019,168.85349445323644,108.86349445323643,3.833775103209845,8.374114957941263,Fantasy Era
7090-1,2007,54.0,3.0,5.99,31.84,01/06/2007,2008-12-31,Castle,14,25.85,1.8464285714285715,5.799084709260589,24.13074078289113,18.14074078289113,4.0696205991769405,1.2957671987779378,Fantasy Era
7091-1,2007,123.0,4.0,9.99,52.96,01/06/2007,2008-12-31,Castle,14,42.97,3.0692857142857144,5.795479067760034,40.137061302195804,30.1470613021958,4.066014957676387,2.1533615215854143,Fantasy Era
7092-1,2007,193.0,5.0,19.99,99.15,01/06/2007,2008-12-31,Castle,14,79.16000000000001,5.654285714285715,5.702759167206973,75.1433086879289,55.1533086879289,3.9732950571233263,3.9395220491377785,Fantasy Era
7093-1,2007,398.0,5.0,49.99,311.68,01/06/2007,2008-12-31,Castle,14,261.69,18.69214285714286,5.997222425931358,236.21448766367803,186.22448766367802,4.26775831584771,13.301749118834143,Fantasy Era
7094-1,2007,973.0,10.0,99.99,463.31,01/06/2007,2009-12-31,Castle,13,363.32,27.947692307692307,6.032179816471112,358.1536991948403,258.1636991948403,4.286276163240766,19.858746091910795,Fantasy Era
7581-1,2007,86.0,2.0,49.99,72.69,01/03/2007,2007-12-31,Belville,15,22.699999999999996,1.513333333333333,2.081900307240794,54.00974072286544,4.019740722865436,0.36866517383091996,0.2679827148576957,Fairytales
7582-1,2007,167.0,3.0,59.99,105.0,01/03/2007,2008-07-31,Belville,14,45.01,3.215,3.061904761904762,79.57687758177038,19.586877581770374,1.3324406518211138,1.3990626844121696,Fairytales
7654-1,2007,102.0,7.0,9.99,63.68,01/01/2007,2008-07-31,Star Wars,14,53.69,3.835,6.022298994974874,48.26148156578226,38.27148156578226,4.292834884891226,2.733677254698733,Episode III
7655-1,2007,58.0,4.0,9.99,61.07,01/01/2007,2008-07-31,Star Wars,14,51.08,3.6485714285714286,5.974408758099605,46.28342775160683,36.29342775160683,4.244944648015957,2.5923876965433448,Episode III
7656-1,2007,232.0,1.0,19.99,64.92,01/01/2007,2008-12-31,Star Wars,14,44.93000000000001,3.209285714285715,4.943446879676086,49.201246596271744,29.211246596271746,3.2139827695924374,2.0865176140194106,Episode III
7657-1,2007,244.0,1.0,19.99,90.8,01/01/2007,2008-07-31,Star Wars,14,70.81,5.057857142857143,5.570327249842669,68.81505223261667,48.82505223261667,3.8408631397590205,3.487503730901191,Episode VI
7658-1,2007,454.0,2.0,39.99,83.48,01/01/2007,2008-07-31,Star Wars,14,43.49,3.1064285714285718,3.7211650352522416,63.267407052630396,23.277407052630394,1.991700925168594,1.6626719323307424,Episode IV
7659-1,2007,471.0,5.0,49.99,126.5,01/01/2007,2008-12-31,Star Wars,14,76.50999999999999,5.464999999999999,4.320158102766798,95.8711906104186,45.88119061041859,2.5906939926831503,3.2772279007441854,Episode IV
7660-1,2007,280.0,3.0,29.99,59.75,01/06/2007,2008-12-31,Star Wars,14,29.76,2.125714285714286,3.5576808129109385,45.283032719150285,15.293032719150286,1.8282167028272909,1.0923594799393062,Episode I
7661-1,2007,575.0,2.0,49.99,213.24,01/06/2007,2008-12-31,Star Wars,14,163.25,11.660714285714286,5.468352225527239,161.60927024320682,111.61927024320681,3.7388881154435913,7.972805017371916,Episode III
7662-1,2007,1330.0,21.0,99.99,609.78,01/06/2007,2008-12-31,Star Wars,14,509.78999999999996,36.41357142857142,5.971591627893901,462.13703249344707,362.14703249344706,4.242127517810252,25.867645178103363,Episode I
7663-1,2007,310.0,1.0,29.99,65.76,01/08/2007,2008-12-31,Star Wars,14,35.77000000000001,2.5550000000000006,3.885340632603407,49.83786161692591,19.847861616925915,2.1558765225197596,1.4177044012089939,Episode I
7664-1,2007,548.0,2.0,49.99,118.44,01/08/2007,2007-12-31,Star Wars,15,68.44999999999999,4.563333333333333,3.8528650230777886,88.00266461984017,38.01266461984017,2.1396298896679147,2.534177641322678,Legends
7665-1,2007,919.0,5.0,89.99,303.16,01/09/2007,2008-12-31,Star Wars,14,213.17000000000002,15.226428571428572,5.022571767854786,229.7573924541858,139.76739245418582,3.2931076577711393,9.983385175298988,Episode I
7666-1,2007,548.0,8.0,49.99,144.13,01/09/2007,2008-12-31,Star Wars,14,94.13999999999999,6.724285714285713,4.665431009703541,109.23252729391014,59.242527293910136,2.935966899619894,4.231609092422152,Episode V
7690-1,2007,760.0,8.0,89.99,180.0,01/06/2007,2008-12-31,Space,14,90.01,6.429285714285714,3.571825396825397,136.41750442589208,46.42750442589208,1.8423612867417491,3.316250316135149,Mars Mission
7691-1,2007,434.0,7.0,49.99,155.3,01/06/2007,2008-07-31,Space,14,105.31,7.522142857142858,4.843620642075246,117.69799131856135,67.70799131856134,3.1141565319915983,4.836285094182953,Mars Mission
7692-1,2007,435.0,6.0,39.99,134.74,01/06/2007,2008-12-31,Space,14,94.75,6.767857142857143,5.022901248966263,102.11608081302612,62.126080813026114,3.2934371388826156,4.437577200930437,Mars Mission
7693-1,2007,246.0,3.0,19.99,58.0,01/06/2007,2008-07-31,Space,14,38.010000000000005,2.7150000000000003,4.681034482758621,43.95675142612078,23.966751426120783,2.951570372674973,1.7119108161514844,Mars Mission
7694-1,2007,95.0,2.0,9.99,56.0,01/06/2007,2008-07-31,Space,14,46.01,3.2864285714285715,5.868622448979592,42.4410013769442,32.4510013769442,4.139158338895943,2.3179286697817285,Mars Mission
7695-1,2007,57.0,2.0,4.99,27.98,01/06/2007,2008-12-31,Space,14,22.990000000000002,1.6421428571428573,5.868988052690698,21.205343187980336,16.215343187980338,4.13952394260705,1.1582387991414527,Mars Mission
7697-1,2007,374.0,3.0,29.99,100.0,01/06/2007,2008-12-31,Space,14,70.01,5.000714285714286,5.000714285714286,75.78750245882894,45.797502458828944,3.2712501756306387,3.2712501756306387,Mars Mission
7699-1,2007,635.0,5.0,79.99,166.0,01/08/2007,2008-12-31,Space,14,86.01,6.143571428571429,3.7009466437177285,125.80725408165603,45.81725408165603,1.9714825336340804,3.272661005832574,Mars Mission
7714-1,2007,267.0,1.0,24.99,95.0,01/03/2007,2007-12-31,Exo-Force,15,70.01,4.667333333333334,4.912982456140352,70.5863993489093,45.5963993489093,3.199747322730478,3.0397599565939535,Golden City
7721-1,2007,581.0,3.0,49.99,136.67,01/09/2007,2007-12-31,Exo-Force,15,86.67999999999998,5.778666666666665,4.228189556352283,101.54782314753088,51.557823147530875,2.5149544229424103,3.4371882098353916,Golden City
7906-1,2007,187.0,3.0,34.99,89.07,01/03/2007,2008-07-31,City,14,54.07999999999999,3.862857142857142,4.33687789699915,67.50392844007892,32.51392844007892,2.607413786915502,2.3224234600056373,Fire
7945-1,2007,600.0,4.0,59.99,142.71,01/01/2007,2009-12-31,City,13,82.72,6.363076923076923,4.458746354899393,110.31947165417466,50.32947165417466,2.7128427016690466,3.871497819551897,Fire
7990-1,2007,213.0,1.0,14.99,71.04,01/06/2007,2009-12-31,City,13,56.050000000000004,4.311538461538462,6.069170131670132,54.91623058168712,39.926230581687115,4.323266478439786,3.071248506283624,Traffic
7991-1,2007,206.0,1.0,16.99,57.3,01/06/2007,2009-12-31,City,13,40.31,3.100769230769231,5.411464626124313,44.294763687087155,27.304763687087156,3.665560972893967,2.1003664374682427,Traffic
7992-1,2007,218.0,1.0,19.99,57.7,01/06/2007,2008-12-31,City,14,37.71000000000001,2.693571428571429,4.668234711562269,43.7293889187443,23.7393889187443,2.938770601478621,1.6956706370531642,Harbour
7993-1,2007,402.0,3.0,39.99,111.86,01/06/2007,2009-12-31,City,13,71.87,5.5284615384615385,4.942304253943804,86.47141825545496,46.48141825545496,3.1964006007134578,3.575493711958074,Traffic
7994-1,2007,659.0,5.0,89.99,366.43,01/06/2007,2008-12-31,City,14,276.44,19.745714285714286,5.388672948643475,277.70814525988686,187.71814525988685,3.6592088385598274,13.408438947134774,Harbour
7997-1,2007,387.0,5.0,44.99,178.87,01/06/2007,2009-12-31,City,13,133.88,10.298461538461538,5.757511901638921,138.27232776106945,93.28232776106944,4.011608248408574,7.175563673928418,Trains
7998-1,2007,332.0,1.0,34.99,107.31,01/06/2007,2008-07-31,City,14,72.32,5.1657142857142855,4.8138237682548555,81.32756888856933,46.33756888856933,3.0843596581712083,3.3098263491835236,Traffic
8104-1,2007,161.0,2.0,14.99,29.9,01/01/2007,2007-12-31,Exo-Force,15,14.909999999999998,0.9939999999999999,3.3244147157190636,22.216140426656715,7.226140426656714,1.6111795823091895,0.48174269511044765,Golden City
8105-1,2007,141.0,1.0,14.99,25.93,01/01/2007,2007-12-31,Exo-Force,15,10.94,0.7293333333333333,2.812700861293225,19.266371948602295,4.276371948602295,1.0994657278833513,0.285091463240153,Golden City
8106-1,2007,312.0,1.0,29.99,84.5,01/06/2007,2007-12-31,Exo-Force,15,54.510000000000005,3.6340000000000003,4.300591715976332,62.784744684029846,32.79474468402985,2.5873565825664575,2.186316312268657,Golden City
8107-1,2007,571.0,2.0,49.99,78.66,01/06/2007,2007-12-31,Exo-Force,15,28.669999999999995,1.9113333333333329,2.429866937876091,58.445538660896894,8.455538660896892,0.7166318044662167,0.5637025773931261,Golden City
8108-1,2007,1009.0,13.0,89.99,200.41,01/06/2007,2007-12-31,Exo-Force,15,110.42,7.3613333333333335,3.6731367363571343,148.9075820369991,58.91758203699909,1.9599016029472613,3.927838802466606,Golden City
8144-1,2007,726.0,8.0,69.99,184.71,01/03/2007,2007-12-31,Racers,15,114.72000000000001,7.648000000000001,4.140544637539928,137.24225077617933,67.25225077617934,2.4273095041300534,4.483483385078623,Ferrari
8925-1,2007,228.0,4.0,29.99,95.15,01/08/2007,2008-07-31,Bionicle,14,65.16000000000001,4.654285714285715,4.891524660310788,72.11180858957573,42.121808589575735,3.1620605502271397,3.008700613541124,Playsets
8926-1,2007,401.0,6.0,49.99,81.3,01/08/2007,2008-07-31,Bionicle,14,31.309999999999995,2.236428571428571,2.7508346512036543,61.61523949902792,11.62523949902792,1.0213705411200071,0.8303742499305657,Playsets
8927-1,2007,674.0,10.0,69.99,203.33,01/08/2007,2008-07-31,Bionicle,14,133.34000000000003,9.524285714285716,4.684151730824628,154.0987287495369,84.1087287495369,2.9546876207409802,6.007766339252635,Playsets
10178-1,2007,1137.0,4.0,129.99,473.12,01/10/2007,2010-12-31,Star Wars,12,343.13,28.594166666666666,6.043745068199752,373.0518912311932,243.06189123119321,4.2811881980468875,20.255157602599436,Episode V
10179-1,2007,5197.0,5.0,499.99,2396.91,01/10/2007,2009-12-31,Star Wars,13,1896.9199999999998,145.91692307692307,6.08770972113776,1852.8893896896348,1352.8993896896347,4.341806067907414,104.0691838222796,Ultimate Collector Series
10182-1,2007,2056.0,3.0,139.99,3315.0,08/04/2007,2009-12-31,Creator Expert,13,3175.01,244.2315384615385,7.367467223575821,2562.6028206403826,2422.612820640383,5.621563570345476,186.35483235695253,Modular Buildings Collection
4210-1,2008,469.0,4.0,49.99,187.22,01/08/2008,2008-12-31,City,14,137.23,9.802142857142856,5.235628061715018,141.88936210341953,91.89936210341952,3.5061639516313705,6.564240150244252,Coast Guard
4863-1,2008,41.0,2.0,24.99,84.8,01/06/2008,2008-12-31,Duplo,14,59.81,4.272142857142858,5.037904312668465,64.26780208508693,39.27780208508693,3.3084402025848156,2.805557291791924,Castle
4864-1,2008,115.0,3.0,79.99,198.07,01/06/2008,2009-12-31,Duplo,13,118.08,9.083076923076923,4.585791348047116,153.1145522426065,73.1245522426065,2.83988769481677,5.624965557123577,Castle
5593-1,2008,61.0,3.0,49.99,127.5,01/06/2008,2010-12-31,Duplo,12,77.50999999999999,6.459166666666666,5.066013071895425,100.53287988666118,50.542879886661176,3.3034562017425606,4.211906657221765,LEGO Ville
5597-1,2008,28.0,1.0,24.99,54.81,01/01/2008,2009-06-30,Duplo,13,29.820000000000004,2.2938461538461543,4.185086943707633,42.36991269963782,17.379912699637824,2.4391832904772883,1.336916361510602,Dino
5598-1,2008,52.0,3.0,49.99,316.22,01/01/2008,2009-06-30,Duplo,13,266.23,20.47923076923077,6.4762604418540155,244.44834508081505,194.45834508081504,4.73035678862367,14.958334236985772,Dino
5601-1,2008,72.0,3.0,59.99,177.0,01/01/2008,2011-12-31,Duplo,11,117.00999999999999,10.637272727272727,6.009758602978942,142.35455791951222,82.36455791951221,4.230331685645209,7.487687083592019,LEGO Ville
5602-1,2008,28.0,2.0,39.99,57.09,01/01/2008,2010-12-31,Duplo,12,17.1,1.425,2.4960588544403577,45.01507539395676,5.0250753939567545,0.7335019842874925,0.41875628282972954,LEGO Ville
5604-1,2008,62.0,2.0,39.99,58.73,01/01/2008,2010-12-31,Duplo,12,18.739999999999995,1.5616666666666663,2.659061240706055,46.30820420191067,6.3182042019106675,0.8965043705531909,0.5265170168258889,LEGO Ville
5608-1,2008,64.0,3.0,59.99,75.46,01/06/2008,2013-05-31,Duplo,9,15.469999999999992,1.718888888888888,2.27788084930942,63.14155236275079,3.1515523627507847,0.4640504701167336,0.35017248475008717,LEGO Ville
5609-1,2008,116.0,3.0,119.99,153.24,01/06/2008,2013-05-31,Duplo,9,33.250000000000014,3.694444444444446,2.410887786768759,128.22437694232616,8.234376942326165,0.5970574075760727,0.9149307713695739,LEGO Ville
5610-1,2008,23.0,1.0,3.49,9.04,01/01/2008,2009-12-31,City,13,5.549999999999999,0.42692307692307685,4.7226004084411155,6.988214026723697,3.498214026723697,2.9766967552107704,0.2690933866710536,Construction
5611-1,2008,31.0,1.0,3.49,6.51,01/01/2008,2008-12-31,City,14,3.0199999999999996,0.2157142857142857,3.313583497915295,4.933766410069763,1.4437664100697631,1.584119387831647,0.10312617214784023,Traffic
5612-1,2008,21.0,1.0,3.49,6.23,01/01/2008,2010-05-31,City,12,2.74,0.22833333333333336,3.6650615302300693,4.912312483873719,1.4223124838737187,1.902504660077205,0.11852604032280989,Police
5613-1,2008,25.0,1.0,3.49,6.63,01/01/2008,2009-12-31,City,13,3.1399999999999997,0.2415384615384615,3.643114050353869,5.125205641280765,1.6352056412807645,1.897210397123523,0.12578504932928958,Fire
5615-1,2008,21.0,1.0,3.49,15.53,01/01/2008,2009-06-30,Castle,13,12.04,0.9261538461538461,5.963643568279756,12.005195114493254,8.515195114493254,4.21773991504941,0.6550150088071734,Fantasy Era
5616-1,2008,24.0,2.0,3.49,9.32,01/01/2008,2008-12-31,Space,14,5.83,0.4164285714285714,4.468117719190681,7.063395229162857,3.5733952291628563,2.7386536091070326,0.25524251636877543,Mars Mission
5618-1,2008,19.0,1.0,3.49,13.3,01/06/2008,2008-12-31,Castle,14,9.81,0.7007142857142857,5.268528464017186,10.079737827024248,6.589737827024248,3.539064353933538,0.4706955590731606,Fantasy Era
5619-1,2008,26.0,1.0,3.49,15.96,01/06/2008,2008-12-31,Space,14,12.47,0.8907142857142858,5.580916577157178,12.095685392429099,8.605685392429098,3.851452467073531,0.6146918137449356,Mars Mission
5620-1,2008,22.0,1.0,3.49,8.64,01/06/2008,2009-12-31,City,13,5.15,0.3961538461538462,4.58511396011396,6.679001016691676,3.189001016691676,2.8392103068836145,0.24530777051474428,Construction
5621-1,2008,21.0,1.0,3.49,7.29,01/06/2008,2008-12-31,City,14,3.8,0.2714285714285714,3.7233000195963157,5.524908929248629,2.034908929248629,1.9938359095126679,0.1453506378034735,Coast Guard
7037-1,2008,364.0,5.0,29.99,117.51,01/03/2008,2009-12-31,Castle,13,87.52000000000001,6.732307692307693,5.729135981880431,90.83905202215728,60.84905202215728,3.983232328650084,4.680696309396714,Fantasy Era
7038-1,2008,161.0,4.0,19.99,78.26,01/02/2008,2009-12-31,Castle,13,58.27000000000001,4.482307692307693,5.72745680080206,60.497525412765114,40.50752541276512,3.9815531475717156,3.1159634932896245,Fantasy Era
7040-1,2008,86.0,3.0,9.99,46.35,01/03/2008,2009-12-31,Castle,13,36.36,2.796923076923077,6.034353995519044,35.830057537460554,25.840057537460552,4.288450342288699,1.9876967336508118,Fantasy Era
7041-1,2008,508.0,6.0,39.99,130.0,01/02/2008,2008-12-31,Castle,14,90.00999999999999,6.429285714285713,4.945604395604394,98.52375319647761,58.53375319647761,3.2161402855207477,4.180982371176972,Fantasy Era
7048-1,2008,493.0,9.0,79.99,339.75,01/02/2008,2009-12-31,Castle,13,259.76,19.98153846153846,5.881247523631629,262.6378003959487,182.6478003959487,4.135343870401284,14.049830799688362,Fantasy Era
7620-1,2008,79.0,3.0,9.99,88.85,01/01/2008,2009-07-31,Indiana Jones,13,78.86,6.0661538461538465,6.82741006882819,68.68393985336289,58.693939853362885,5.081506415597843,4.514918450258683,Last Crusade
7621-1,2008,277.0,3.0,19.99,162.0,01/01/2008,2009-07-31,Indiana Jones,13,142.01,10.923846153846153,6.743114909781577,125.23126906296892,105.24126906296893,4.997211256551231,8.095482235612995,Raiders of the Lost Ark
7622-1,2008,272.0,4.0,29.99,214.78,01/01/2008,2009-07-31,Indiana Jones,13,184.79,14.214615384615383,6.618221149369301,166.03192573669423,136.04192573669422,4.8723174961389555,10.464763518207247,Raiders of the Lost Ark
7623-1,2008,554.0,6.0,59.99,451.79,01/01/2008,2009-12-31,Indiana Jones,13,391.8,30.138461538461538,6.670900537519984,349.2483645059181,289.2583645059181,4.92499688428964,22.25064342353216,Raiders of the Lost Ark
7624-1,2008,90.0,3.0,9.99,61.42,01/05/2008,2009-07-31,Indiana Jones,13,51.43,3.956153846153846,6.441149212233549,47.479657690416985,37.48965769041698,4.695245559003204,2.8838198223397677,Kingdom of the Crystal Skull
