Number,Theme,Subtheme,Year,RRP (USD),Minifigs,Pieces,Launch date,Retired Date,min_value_new,max_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,final_value_new
70401-1,Castle,,2013.0,19.99,3.0,199.0,01/08/2013,31/12/2014,,,,,,,,51.6
70402-1,Castle,,2013.0,29.99,4.0,248.0,01/08/2013,31/12/2014,127.6467097381003,127.6467097381003,1.0,25.0,97.78,65.69383407588245,5.0,127.6467097381003
70403-1,Castle,,2013.0,49.99,5.0,376.0,01/08/2013,31/12/2014,190.3391595471901,232.0,2.0,184.77757000974145,184.77757000974145,184.77757000974145,1.0,211.16957977359505
70404-1,Castle,,2013.0,99.99,7.0,996.0,01/08/2013,31/12/2014,446.8874290566207,586.1220099158053,3.0,100.0,279.9157979598921,212.27338395286623,10.0,508.0095743578195
70500-1,Ninjago,The Final Battle,2013.0,9.99,2.0,102.0,01/01/2013,31/12/2013,,,,,,,,29.02
70501-1,Ninjago,The Final Battle,2013.0,19.99,2.0,210.0,01/01/2013,31/12/2013,,,,,,,,49.53
70502-1,Ninjago,The Final Battle,2013.0,19.99,2.0,171.0,01/01/2013,31/12/2014,,,,,,,,46.82
70503-1,Ninjago,The Final Battle,2013.0,29.99,3.0,252.0,01/01/2013,31/12/2014,,,,,,,,83.0
70504-1,Ninjago,The Final Battle,2013.0,39.99,3.0,328.0,01/01/2013,31/07/2014,150.0,150.0,1.0,40.0,40.0,40.0,1.0,150.0
70505-1,Ninjago,The Final Battle,2013.0,69.99,5.0,565.0,01/01/2013,31/12/2014,,,,,,,,114.22
70700-1,Space,Galaxy Squad,2013.0,11.99,2.0,86.0,,,,,,,,,,20.0
70701-1,Space,Galaxy Squad,2013.0,19.99,2.0,218.0,,,,,,,,,,38.72
70702-1,Space,Galaxy Squad,2013.0,29.99,3.0,310.0,,,,,,,,,,40.48
70703-1,Space,Galaxy Squad,2013.0,39.99,3.0,311.0,,,,,,,,,,60.0
70704-1,Space,Galaxy Squad,2013.0,59.99,3.0,506.0,,,,,,,,,,73.0
70705-1,Space,Galaxy Squad,2013.0,79.99,4.0,711.0,,,,,,,,,,73.46
70706-1,Space,Galaxy Squad,2013.0,19.99,2.0,171.0,01/06/2013,31/12/2013,32.43676071495446,38.98149158779412,2.0,20.602626834921452,22.394159603175492,21.332262146032317,3.0,35.70912615137429
70707-1,Space,Galaxy Squad,2013.0,39.99,2.0,440.0,01/06/2013,31/12/2013,,,,,,,,89.99
70708-1,Space,Galaxy Squad,2013.0,69.99,3.0,560.0,01/06/2013,31/12/2013,,,,,,,,72.41
70709-1,Space,Galaxy Squad,2013.0,99.99,5.0,1012.0,01/06/2013,31/12/2013,,,,,,,,224.95
71000-1,Collectable Minifigures,Series 9,2013.0,2.99,1.0,7.0,01/01/2013,30/04/2013,17.80431211190357,41.98904925595405,21.0,16.101763143064165,19.17451627619891,17.638139709631538,2.0,24.55508217932073
71000-2,Collectable Minifigures,Series 9,2013.0,2.99,1.0,6.0,01/01/2013,30/04/2013,5.587342820992285,36.380431983338745,29.0,4.226712825054343,8.0,5.965564450699746,11.0,13.834415145751318
71000-3,Collectable Minifigures,Series 9,2013.0,2.99,1.0,6.0,01/01/2013,30/04/2013,11.807959638247056,80.8653103270667,27.0,12.076322357298125,20.67976362044118,16.026272705070188,8.0,26.20812843482636
71000-4,Collectable Minifigures,Series 9,2013.0,2.99,1.0,10.0,01/01/2013,30/04/2013,31.55001175693379,111.95960093607589,32.0,24.15264471459625,51.73050868333539,31.146457897662035,30.0,53.148656557016494
71000-5,Collectable Minifigures,Series 9,2013.0,2.99,1.0,6.0,01/01/2013,30/04/2013,8.050881571532083,64.69336796963353,34.0,7.958296433459464,13.0,10.932211218334109,11.0,21.636221853086088
71000-6,Collectable Minifigures,Series 9,2013.0,2.99,1.0,7.0,01/01/2013,30/04/2013,3.354533988138368,40.43713399545398,26.0,4.012022649813488,7.0,5.653141410000851,20.0,13.215190367392992
71000-7,Collectable Minifigures,Series 9,2013.0,2.99,1.0,4.0,01/01/2013,30/04/2013,8.386612771389222,60.6523418692405,44.0,4.818452620561952,15.318724876552194,9.38240010715094,44.0,17.12848090605663
71000-8,Collectable Minifigures,Series 9,2013.0,2.99,1.0,7.0,01/01/2013,30/04/2013,7.270736403562354,44.47704038786684,50.0,6.0,8.480261922013794,7.412975755162421,12.0,13.80354182692915
71000-9,Collectable Minifigures,Series 9,2013.0,2.99,1.0,7.0,01/01/2013,30/04/2013,22.797412983388345,80.8653103270667,18.0,21.469017524085555,27.880728705953487,25.34346800962043,4.0,36.75077629258429
71000-10,Collectable Minifigures,Series 9,2013.0,2.99,1.0,7.0,01/01/2013,30/04/2013,12.305590701944933,80.8653103270667,9.0,7.11161205485334,18.783101367163443,11.455038072790623,14.0,27.19711548833399
71000-11,Collectable Minifigures,Series 9,2013.0,2.99,1.0,7.0,01/01/2013,30/04/2013,3.220352628612833,37.319866978691955,44.0,3.354533988138368,7.0,4.781321265691634,20.0,9.051615868941775
71000-12,Collectable Minifigures,Series 9,2013.0,2.99,1.0,6.0,01/01/2013,30/04/2013,10.734508762042775,64.69336796963353,38.0,9.31218635107211,10.077371821428972,9.822309997976683,3.0,20.303042086799028
71000-13,Collectable Minifigures,Series 9,2013.0,2.99,1.0,6.0,01/01/2013,30/04/2013,5.2,26.28178571028676,40.0,3.359123940476324,6.65,5.427882289376193,6.0,10.550967097543888
71000-14,Collectable Minifigures,Series 9,2013.0,2.99,1.0,6.0,01/01/2013,30/04/2013,5.4,28.301738906493185,44.0,4.025440785766041,8.0,6.371557334244349,13.0,10.37020172798934
71000-15,Collectable Minifigures,Series 9,2013.0,2.99,1.0,7.0,01/01/2013,30/04/2013,41.398974854413225,124.41075367544144,6.0,26.836271905106944,38.0,33.89130974425033,6.0,64.88717724103472
71000-16,Collectable Minifigures,Series 9,2013.0,2.99,1.0,6.0,01/01/2013,30/04/2013,14.0,80.8653103270667,18.0,8.5,14.0,11.886618668077489,9.0,24.7981179924636
71001-1,Collectable Minifigures,Series 10,2013.0,2.99,1.0,7.0,01/05/2013,31/08/2013,21.01548452888925,29.62593360672353,50.0,13.418135952553472,17.0,15.626098235531094,6.0,25.03269186240388
71001-2,Collectable Minifigures,Series 10,2013.0,2.99,1.0,5.0,01/05/2013,31/08/2013,20.3,40.2982902059143,13.0,20.32847596811851,27.575316678274184,23.17789773160552,8.0,32.87440754861962
71001-3,Collectable Minifigures,Series 10,2013.0,2.99,1.0,8.0,01/05/2013,31/08/2013,14.5,62.199778297819925,16.0,12.0,20.63,15.147934119563926,25.0,31.062606232294616
71001-4,Collectable Minifigures,Series 10,2013.0,2.99,1.0,7.0,01/05/2013,31/08/2013,10.207176019107424,20.994524627977025,17.0,6.4876687330596035,10.646183475349629,8.156719160925057,15.0,13.850613885969118
71001-5,Collectable Minifigures,Series 10,2013.0,2.99,1.0,6.0,01/05/2013,31/08/2013,10.301313417460726,48.515827072299544,47.0,4.696347583393715,9.653774280966203,7.458655387281909,23.0,16.11587930421436
71001-6,Collectable Minifigures,Series 10,2013.0,2.99,1.0,5.0,01/05/2013,31/08/2013,2.6836271905106943,26.28178571028676,123.0,1.3418135952553472,5.0,2.9919088148720827,47.0,5.7278002257566225
71001-7,Collectable Minifigures,Series 10,2013.0,2.99,1.0,7.0,01/05/2013,31/08/2013,38.765,138.09358519298166,25.0,20.67976362044118,39.18977930555711,29.786333899524937,14.0,57.85643493255929
71001-8,Collectable Minifigures,Series 10,2013.0,2.99,1.0,7.0,01/05/2013,31/08/2013,15.328802248373623,80.86754974302701,107.0,9.39269516678743,16.78442262258003,12.49714190383977,7.0,24.577282456804543
71001-9,Collectable Minifigures,Series 10,2013.0,2.99,1.0,7.0,01/05/2013,31/08/2013,7.9,36.380431983338745,48.0,3.447776528916502,8.84569304325432,5.839775633952327,22.0,13.719576408738634
71001-10,Collectable Minifigures,Series 10,2013.0,2.99,1.0,7.0,01/05/2013,31/08/2013,15.1,80.8653103270667,73.0,14.06,17.50309097138431,15.438587734547658,7.0,29.385014126152164
71001-11,Collectable Minifigures,Series 10,2013.0,2.99,1.0,6.0,01/05/2013,31/08/2013,5.9,36.380431983338745,81.0,5.150656708730363,9.885901756821822,6.691750561477451,16.0,13.216767330761202
71001-12,Collectable Minifigures,Series 10,2013.0,2.99,1.0,6.0,01/05/2013,31/08/2013,10.2,80.8653103270667,33.0,8.050881571532083,19.02383858289758,11.867227251012553,15.0,26.47518194793642
71001-13,Collectable Minifigures,Series 10,2013.0,2.99,1.0,5.0,01/05/2013,31/08/2013,4.012022649813488,37.319866978691955,17.0,2.89831736575155,8.5,5.047350132358833,30.0,10.892707052243452
71001-14,Collectable Minifigures,Series 10,2013.0,2.99,1.0,7.0,01/05/2013,31/08/2013,11.846510430079835,64.69336796963353,111.0,6.709067976276736,13.75,11.329370998226066,11.0,20.85628623088348
71001-15,Collectable Minifigures,Series 10,2013.0,2.99,1.0,7.0,01/05/2013,31/08/2013,9.517517831349585,16.795619702381618,20.0,5.6919732710731825,12.595595068806055,8.016040634960797,10.0,12.048048521036122
71001-16,Collectable Minifigures,Series 10,2013.0,2.99,1.0,6.0,01/05/2013,31/08/2013,2.5,32.34948325476716,148.0,2.5,5.951050930270665,3.8613872760595913,38.0,6.149011561812096
71002-1,Collectable Minifigures,Series 11,2013.0,2.99,1.0,7.0,01/09/2013,31/12/2013,6.709067976276736,36.380431983338745,22.0,5.031800982207552,9.0,6.905646878784768,13.0,13.970768025495648
71002-2,Collectable Minifigures,Series 11,2013.0,2.99,1.0,7.0,01/09/2013,31/12/2013,11.95,64.69336796963353,30.0,10.721090626090223,17.231987091524676,12.850645493188072,8.0,27.60090570220258
71002-3,Collectable Minifigures,Series 11,2013.0,2.99,1.0,7.0,01/09/2013,31/12/2013,22.394159603175492,49.75982263825594,18.0,13.406059630196172,16.6116523092612,14.784598312968042,7.0,33.1549035425403
71002-4,Collectable Minifigures,Series 11,2013.0,2.99,1.0,8.0,01/09/2013,31/12/2013,4.025440785766041,37.19669910087449,20.0,4.968735743230551,6.830218678968524,5.931635038187539,13.0,13.133102126952052
71002-5,Collectable Minifigures,Series 11,2013.0,2.99,1.0,7.0,01/09/2013,31/12/2013,33.96264390950809,111.95960093607589,13.0,19.30754856193241,27.695032606070367,22.82386623069611,3.0,72.37178089199776
71002-6,Collectable Minifigures,Series 11,2013.0,2.99,1.0,5.0,01/09/2013,31/12/2013,12.661810489937588,48.52142561220034,90.0,6.340069237581515,18.017221108734844,11.98363363301807,20.0,18.605309132208045
71002-7,Collectable Minifigures,Series 11,2013.0,2.99,1.0,8.0,01/09/2013,31/12/2013,10.089110196745358,32.34948325476716,77.0,6.680889890776373,11.811799482694912,9.010733819567037,12.0,13.844496956271698
71002-8,Collectable Minifigures,Series 11,2013.0,2.99,1.0,5.0,01/09/2013,31/12/2013,12.305590701944933,36.380431983338745,20.0,4.964710302444785,13.826154139000549,9.675668325422231,17.0,20.834429815815753
71002-9,Collectable Minifigures,Series 11,2013.0,2.99,1.0,7.0,01/09/2013,31/12/2013,4.645534095062095,20.223045829647628,69.0,2.4152644714596248,7.078793850563773,4.522305257431865,38.0,7.1426087429638185
71002-10,Collectable Minifigures,Series 11,2013.0,2.99,1.0,7.0,01/09/2013,31/12/2013,11.653651074792691,48.52142561220034,13.0,6.641977296513969,12.498180474532242,9.185692231273398,14.0,19.85987010237613
71002-11,Collectable Minifigures,Series 11,2013.0,2.99,1.0,7.0,01/09/2013,31/12/2013,4.137331834699802,49.75982263825594,20.0,6.70705080115106,10.336434033691672,8.248346649170971,20.0,15.219951275165686
71002-12,Collectable Minifigures,Series 11,2013.0,2.99,1.0,6.0,01/09/2013,31/12/2013,15.365214690462263,64.69336796963353,51.0,12.814319834688568,21.039637173603843,15.433808335346054,5.0,27.619084006696387
71002-13,Collectable Minifigures,Series 11,2013.0,2.99,1.0,10.0,01/09/2013,31/12/2013,11.172185726415517,20.994524627977025,48.0,9.39269516678743,24.15264471459625,13.49609814148153,10.0,15.180409395629711
71002-14,Collectable Minifigures,Series 11,2013.0,2.99,1.0,7.0,01/09/2013,31/12/2013,10.69,97.03725268449988,29.0,8.721788369159757,20.67976362044118,12.154126518894412,10.0,24.04362627448492
71002-15,Collectable Minifigures,Series 11,2013.0,2.99,1.0,6.0,01/09/2013,31/12/2013,7.33,48.52142561220034,68.0,4.827,10.99,6.862988854043183,27.0,12.805629490483506
71002-16,Collectable Minifigures,Series 11,2013.0,2.99,1.0,5.0,01/09/2013,31/12/2013,5.702707779835225,35.58096048550538,90.0,3.007004266967233,9.059557267464644,5.320791216923799,35.0,10.983119289127805
75000-1,Star Wars,Episode II,2013.0,12.99,4.0,124.0,01/01/2013,31/12/2014,66.61366715560581,66.61366715560581,1.0,16.112597834484767,31.02998876024852,25.031022254725265,5.0,66.61366715560581
75001-1,Star Wars,The Old Republic,2013.0,12.99,4.0,63.0,01/01/2013,31/12/2014,62.05997752049704,62.05997752049704,1.0,4.95,59.95,21.6182407214512,8.0,62.05997752049704
75002-1,Star Wars,The Clone Wars,2013.0,19.99,4.0,222.0,01/01/2013,31/12/2014,18.0,82.85839053174932,17.0,17.803356884524515,39.18977930555711,30.36418636751626,8.0,60.63675039813787
75003-1,Star Wars,Episode VI,2013.0,24.99,3.0,177.0,01/01/2013,31/12/2014,67.0772616268148,94.5,5.0,32.41554602559653,48.3052894291925,37.561578490140576,7.0,75.121548408277
75004-1,Star Wars,The Clone Wars,2013.0,49.99,3.0,373.0,01/01/2013,31/12/2014,261.64023293884014,281.76743686767037,2.0,38.39478663964438,178.03356884524516,117.92742052872612,5.0,271.70383490325526
75005-1,Star Wars,Episode VI,2013.0,59.99,4.0,380.0,01/01/2013,31/12/2014,294.20089079560864,517.1664793374753,3.0,110.32884892532806,327.5387702470677,244.68020057826848,6.0,374.54332039546586
75006-1,Star Wars,Planet Set,2013.0,9.99,1.0,61.0,01/01/2013,31/12/2013,,,,,,,,21.46
75007-1,Star Wars,Planet Set,2013.0,9.99,1.0,74.0,01/01/2013,31/12/2013,,,,,,,,29.08
75008-1,Star Wars,Planet Set,2013.0,9.99,1.0,60.0,01/01/2013,31/12/2013,,,,,,,,22.04
75009-1,Star Wars,Planet Set,2013.0,9.99,1.0,69.0,01/01/2013,31/12/2013,,,,,,,,43.08
75010-1,Star Wars,Planet Set,2013.0,9.99,1.0,83.0,01/01/2013,31/12/2013,,,,,,,,28.57
75011-1,Star Wars,Planet Set,2013.0,9.99,1.0,102.0,01/01/2013,31/12/2013,,,,,,,,38.3
75012-1,Star Wars,The Clone Wars,2013.0,24.99,4.0,226.0,01/01/2013,31/12/2014,342.1267733375136,503.1130075409924,3.0,44.788319206350984,279.9269950396936,140.84985066952223,12.0,429.1748110137407
75013-1,Star Wars,The Clone Wars,2013.0,49.99,4.0,493.0,01/01/2013,31/12/2014,229.5401359325488,229.5401359325488,2.0,32.90821753686639,139.9634975198468,82.26774457221556,4.0,229.5401359325488
75014-1,Star Wars,Episode V,2013.0,49.99,7.0,426.0,01/01/2013,31/12/2013,85.0,167.65960872715564,4.0,109.72018497575831,109.72018497575831,109.72018497575831,1.0,126.32980436357782
75015-1,Star Wars,Episode II,2013.0,19.99,3.0,271.0,01/06/2013,31/12/2014,,,,,,,,80.14
75016-1,Star Wars,Episode II,2013.0,29.99,5.0,295.0,01/06/2013,31/12/2014,,,,,,,,99.31
75017-1,Star Wars,Episode II,2013.0,39.99,4.0,391.0,01/06/2013,31/12/2014,223.93039895195335,295.0,4.0,139.95,141.51435253459655,140.73217626729826,2.0,259.05124554460383
75018-1,Star Wars,Original Content,2013.0,69.99,4.0,550.0,01/06/2013,31/12/2014,,,,,,,,144.25
75019-1,Star Wars,Episode II,2013.0,89.99,5.0,794.0,01/06/2013,31/12/2014,250.0,368.9987386952205,3.0,87.21788369159756,255.28222239639905,170.521026247109,15.0,299.64191124497137
75020-1,Star Wars,Episode VI,2013.0,119.99,6.0,850.0,01/06/2013,31/12/2014,367.937316589951,639.185,3.0,199.9710386771571,391.8977930555711,323.907715476952,4.0,512.3795622386043
75021-1,Star Wars,Episode II,2013.0,119.99,7.0,1175.0,01/06/2013,31/12/2014,,,,,,,,470.03
75022-1,Star Wars,The Clone Wars,2013.0,24.99,3.0,211.0,01/06/2013,31/12/2014,64.40705257225666,64.40705257225666,1.0,21.93507933131039,93.08996628074556,52.26134849070793,10.0,64.40705257225666
75023-1,Star Wars,Seasonal,2013.0,39.99,9.0,254.0,,,,,,,,,,60.34
75024-1,Star Wars,The Clone Wars,2013.0,39.99,3.0,362.0,01/08/2013,31/12/2014,153.9598472718315,162.0,2.0,24.63357556349304,89.46466761468609,56.97810698208307,6.0,157.97992363591575
75025-1,Star Wars,The Old Republic,2013.0,89.99,4.0,927.0,01/08/2013,31/12/2014,481.47443146827305,481.47443146827305,1.0,293.06100495790264,369.5036334523956,331.2823192051491,3.0,481.47443146827305
76000-1,DC Comics Super Heroes,Batman,2013.0,19.99,3.0,198.0,01/01/2013,31/12/2014,33.41973156961762,60.38161178649062,12.0,16.758278589623277,33.591239404763236,23.01870547879146,4.0,49.12644468844999
76001-1,DC Comics Super Heroes,The Dark Knight Trilogy,2013.0,39.99,3.0,368.0,01/01/2013,31/12/2014,83.9669014321065,94.2,6.0,10.077371821428972,64.38320885912954,40.56045513098349,6.0,89.18146241447687
76002-1,DC Comics Super Heroes,DC Extended Universe,2013.0,12.99,2.0,119.0,28/04/2013,31/12/2014,17.78171376432386,67.18247880952647,18.0,7.448123817610345,11.40541555967045,9.232227915076736,5.0,36.36031259097693
76003-1,DC Comics Super Heroes,DC Extended Universe,2013.0,49.99,5.0,418.0,28/04/2013,31/12/2014,20.0,108.0,8.0,51.91610981402464,51.91610981402464,51.91610981402464,1.0,70.78668252587892
76004-1,Marvel Super Heroes,Ultimate Spider-Man,2013.0,19.99,3.0,237.0,01/01/2013,31/12/2014,59.99,72.72503331131242,8.0,14.4,46.96347583393715,23.775310432302025,6.0,64.75405078995398
76005-1,Marvel Super Heroes,Ultimate Spider-Man,2013.0,49.99,5.0,476.0,01/01/2013,31/12/2014,,,,,,,,93.73
76006-1,Marvel Super Heroes,Iron Man 3,2013.0,19.99,3.0,195.0,07/03/2013,31/12/2014,67.09067976276735,72.0,4.0,10.0,46.96347583393715,26.21262605185594,9.0,70.06922658758911
76007-1,Marvel Super Heroes,Iron Man 3,2013.0,39.99,5.0,364.0,07/03/2013,31/12/2014,80.49539757936827,156.74792014242686,6.0,29.79249527044138,65.50775404941353,47.433416439951635,3.0,123.51726859389498
76008-1,Marvel Super Heroes,Iron Man 3,2013.0,12.99,2.0,91.0,07/03/2013,31/12/2014,30.84829455492043,55.97420192813714,7.0,10.0,26.82285376915439,22.051338917672165,9.0,47.58664617649234
76009-1,DC Comics Super Heroes,DC Extended Universe,2013.0,19.99,3.0,168.0,28/04/2013,31/12/2014,22.3829625233739,58.784668958335665,15.0,15.083326624265355,29.5,20.804232498035756,7.0,39.43447901606674
79005-1,The Lord of the Rings,The Fellowship of the Ring,2013.0,12.99,2.0,113.0,01/06/2013,31/12/2014,111.95960093607589,146.96167239583917,5.0,46.71981547212487,99.65401023413094,73.18691285312791,2.0,129.4606366659575
79006-1,The Lord of the Rings,The Fellowship of the Ring,2013.0,29.99,4.0,243.0,01/06/2013,31/12/2014,108.3,175.5,6.0,43.66861122619221,99.98551933857856,74.55137685492359,3.0,144.00551932894126
79007-1,The Lord of the Rings,The Return of the King,2013.0,59.99,5.0,656.0,01/06/2013,31/12/2014,438.9,438.9,1.0,290.0,290.0,290.0,1.0,438.9
79008-1,The Lord of the Rings,The Return of the King,2013.0,99.99,9.0,756.0,01/06/2013,31/12/2014,,,,,,,,237.69
79011-1,The Hobbit,The Desolation of Smaug,2013.0,19.99,3.0,217.0,01/12/2013,31/12/2014,92.0,123.1566807376636,2.0,26.836271905106944,59.95,49.111732391963336,4.0,107.5783403688318
79012-1,The Hobbit,The Desolation of Smaug,2013.0,29.99,6.0,276.0,01/12/2013,31/07/2015,254.8774924187532,254.8774924187532,1.0,104.27373344654482,104.27373344654482,104.27373344654482,1.0,254.8774924187532
79013-1,The Hobbit,The Desolation of Smaug,2013.0,49.99,5.0,470.0,01/12/2013,31/12/2014,273.9,308.5500362289671,2.0,135.0,135.0,135.0,1.0,291.22501811448353
79014-1,The Hobbit,The Desolation of Smaug,2013.0,69.99,8.0,797.0,01/12/2013,31/07/2015,311.85193270235294,402.47698789684137,4.0,109.7313820555599,231.46284518154735,170.59711361855364,2.0,357.1644602995972
79100-1,Teenage Mutant Ninja Turtles,TV Series,2013.0,12.99,2.0,90.0,01/01/2013,31/12/2014,33.580042324961646,89.6,2.0,20.0,30.794622011110217,24.65772347905429,4.0,61.590021162480824
79101-1,Teenage Mutant Ninja Turtles,TV Series,2013.0,24.99,3.0,198.0,01/01/2013,31/12/2014,,,,,,,,53.26
79102-1,Teenage Mutant Ninja Turtles,TV Series,2013.0,19.99,3.0,162.0,01/01/2013,31/12/2014,,,,,,,,43.31
79103-1,Teenage Mutant Ninja Turtles,TV Series,2013.0,49.99,6.0,488.0,01/01/2013,31/12/2014,195.0,201.54743642857943,2.0,35.0,95.0,65.0,2.0,198.27371821428972
79104-1,Teenage Mutant Ninja Turtles,TV Series,2013.0,59.99,5.0,690.0,01/01/2013,01/04/2014,,,,,,,,59.0
79105-1,Teenage Mutant Ninja Turtles,TV Series,2013.0,39.99,5.0,397.0,01/01/2013,31/12/2013,,,,,,,,57.92
79106-1,The Lone Ranger,,2013.0,12.99,4.0,69.0,15/04/2013,31/12/2013,,,,,,,,42.21
79107-1,The Lone Ranger,,2013.0,19.99,3.0,161.0,15/04/2013,31/12/2013,,,,,,,,40.29
79108-1,The Lone Ranger,,2013.0,29.99,5.0,279.0,15/04/2013,31/12/2013,,,,,,,,99.41
79109-1,The Lone Ranger,,2013.0,49.99,5.0,587.0,15/04/2013,31/12/2013,128.75522063845747,168.0,7.0,70.01236388553724,70.01236388553724,70.01236388553724,1.0,153.76827045782724
79110-1,The Lone Ranger,,2013.0,69.99,5.0,644.0,15/04/2013,31/12/2013,,,,,,,,109.17
79111-1,The Lone Ranger,,2013.0,99.99,7.0,699.0,15/04/2013,31/12/2013,282.1,391.8977930555711,4.0,257.53283543651816,257.53283543651816,257.53283543651816,1.0,327.95176223896374
88003-1,Power Functions,Accessories,2013.0,13.99,,1.0,,,9.365858894882324,52.97338454131163,344.0,26.151946971526716,31.37476641314017,28.76335669233344,4.0,35.07714711033823
88004-1,Power Functions,Accessories,2013.0,24.99,,1.0,,,45.0,133.2340525590926,35.0,73.78632960309154,74.98814003364204,74.38723481836679,3.0,95.11275316555304
850617-1,City,Police,2013.0,14.99,4.0,34.0,,,,,,,,,,16.55
850618-1,City,Fire,2013.0,14.99,4.0,43.0,,,,,,,,,,14.1
850632-1,Ninjago,The Final Battle,2013.0,14.99,4.0,36.0,,,,,,,,,,23.38
850779-1,Legends of Chima,Accessory Sets,2013.0,14.99,4.0,42.0,,,14.55620374206407,15.55274384440538,3.0,22.394159603175492,22.394159603175492,22.394159603175492,1.0,15.054473793234724
850791-1,Seasonal,Birthday,2013.0,7.99,2.0,28.0,,,,,,,,,,11.44
850839-1,Pirates,,2013.0,14.99,4.0,39.0,,,,,,,,,,45.17
850842-1,Seasonal,Christmas,2013.0,7.99,,34.0,,,,,,,,,,15.53
850843-1,Seasonal,Christmas,2013.0,7.99,,25.0,,,,,,,,,,32.86
850849-1,Seasonal,Christmas,2013.0,7.99,,29.0,,,,,,,,,,17.74
850850-1,Seasonal,Christmas,2013.0,7.99,,23.0,,,,,,,,,,8.5
850851-1,Seasonal,Christmas,2013.0,7.99,,26.0,,,,,,,,,,12.9
850852-1,Seasonal,Christmas,2013.0,7.99,,21.0,,,,,,,,,,20.06
2000430-1,Serious Play,,2013.0,789.99,6.0,2631.0,,,,,,,,,,840.88
2000431-1,Serious Play,,2013.0,754.99,,2455.0,,,,,,,,,,701.8
COMCON032-1,Star Wars,Promotional,2013.0,39.99,1.0,127.0,,,,,,,,,,368.06
COMCON033-1,The Hobbit,An Unexpected Journey,2013.0,39.99,1.0,130.0,,,,,,,,,,225.0
DESPERES-1,Promotional,LEGO brand store opening set,2013.0,0.0,,16.0,,,,,,,,,,161.96
LILLE-1,Promotional,LEGO brand store opening set,2013.0,0.0,3.0,2.0,,,,,,,,,,67.66
SANANTONIO-1,Promotional,LEGO brand store opening set,2013.0,0.0,,16.0,,,,,,,,,,58.0
TORONTO-3,Promotional,LEGO brand store opening set,2013.0,0.0,3.0,16.0,,,,,,,,,,150.0
3293-1,Duplo,Bob the Builder,2005.0,10.0,1.0,19.0,,,,,,,,,,50.0
3770-1,Duplo,Trains,2005.0,9.99,1.0,12.0,,,,,,,,,,25.0
3771-1,Duplo,Trains,2005.0,49.99,2.0,65.0,01/06/2005,31/05/2008,,,,,,,,157.65
3772-1,Duplo,Trains,2005.0,89.99,3.0,110.0,01/06/2005,31/05/2008,,,,,,,,192.35
3774-1,Duplo,Trains,2005.0,19.99,,26.0,,,,,,,,,,35.0
3775-1,Duplo,Trains,2005.0,6.99,,2.0,,,,,,,,,,8.91
4105-2,Make and Create,,2005.0,10.0,,500.0,,,,,,,,,,53.99
4337-1,Creator,3 in 1,2005.0,3.5,,52.0,01/01/2005,31/12/2005,,,,,,,,18.5
4338-1,Creator,3 in 1,2005.0,3.5,,49.0,01/01/2005,31/12/2005,,,,,,,,20.37
4339-1,Creator,3 in 1,2005.0,3.5,,56.0,01/01/2005,31/12/2005,14.55620374206407,14.55620374206407,4.0,5.0,5.0,5.0,1.0,14.55620374206407
4413-1,Creator,3 in 1,2005.0,3.5,,57.0,01/01/2005,31/12/2005,,,,,,,,15.0
4423-1,Creator,,2005.0,15.0,,800.0,,,,,,,,,,17.06
4496-2,Creator,Bucket,2005.0,20.0,,1000.0,,,,,,,,,,99.5
4659-1,Duplo,LEGO Ville,2005.0,12.99,1.0,12.0,,,,,,,,,,35.49
4661-1,Duplo,LEGO Ville,2005.0,5.0,1.0,4.0,,,,,,,,,,18.0
4662-1,Duplo,LEGO Ville,2005.0,10.0,1.0,21.0,,,,,,,,,,53.24
4663-1,Duplo,LEGO Ville,2005.0,20.0,2.0,48.0,,,,,,,,,,70.85
4664-1,Duplo,LEGO Ville,2005.0,30.0,3.0,56.0,,,,,,,,,,81.53
4665-1,Duplo,LEGO Ville,2005.0,59.99,3.0,70.0,,,,,,,,,,109.62
4679-1,Make and Create,,2005.0,20.0,,1500.0,,,,,,,,,,80.45
4762-1,Harry Potter,Goblet of Fire,2005.0,20.0,5.0,175.0,01/10/2005,31/07/2006,335.9123940476324,362.0,2.0,110.82197762823456,184.7518167261978,139.56189559096322,3.0,348.95619702381623
4766-1,Harry Potter,Goblet of Fire,2005.0,30.0,8.0,548.0,01/10/2005,31/07/2006,310.29988760248517,495.0,3.0,223.93039895195335,223.93039895195335,223.93039895195335,1.0,385.0999625341617
4767-1,Harry Potter,Goblet of Fire,2005.0,30.0,3.0,265.0,01/10/2005,31/07/2006,344.7776528916502,447.88319206350985,3.0,228.04122051364624,228.04122051364624,228.04122051364624,1.0,379.19807865517913
4768-1,Harry Potter,Goblet of Fire,2005.0,49.99,2.0,550.0,01/10/2005,31/07/2006,,,,,,,,270.0
4770-1,Alpha Team,Mission Deep Freeze,2005.0,30.0,2.0,303.0,01/01/2005,31/12/2005,,,,,,,,57.58
4774-1,Alpha Team,Mission Deep Freeze,2005.0,20.0,2.0,227.0,01/01/2005,31/12/2005,,,,,,,,80.0
4779-1,Duplo,Castle,2005.0,24.99,2.0,64.0,01/03/2005,31/12/2006,,,,,,,,181.16
4782-1,Creator,Bulk Set,2005.0,3.0,,200.0,,,,,,,,,,20.0
