Number,Theme,Subtheme,Year,RRP (USD),Value new (USD),Minifigs,Pieces,Launch date,Retired Date
10557-1,Duplo,,2013,59.99,75.71,,200.0,,
10558-1,Duplo,Trains,2013,19.99,22.58,1.0,31.0,,
10559-1,Duplo,,2013,12.99,10.0,,15.0,,
10560-1,Duplo,,2013,12.99,14.89,,13.0,,
10561-1,Duplo,,2013,19.99,26.0,,37.0,,
10655-1,Bricks and More,,2013,19.99,29.16,3.0,197.0,01/01/2013,31/12/2013
10656-1,Bricks and More,,2013,9.99,14.99,1.0,88.0,,
10657-1,Bricks and More,,2013,14.99,12.81,1.0,148.0,01/01/2013,31/12/2013
10659-1,Bricks and More,,2013,24.99,31.06,2.0,146.0,01/01/2013,31/12/2014
10660-1,Bricks and More,,2013,24.99,26.41,2.0,151.0,01/01/2013,31/12/2014
10661-1,Bricks and More,,2013,9.99,23.02,1.0,90.0,,
10662-1,Bricks and More,,2013,29.99,49.99,,607.0,01/01/2013,31/12/2014
10937-1,DC Comics Super Heroes,Batman,2013,159.99,205.71,8.0,1619.0,01/01/2013,31/12/2014
20214-1,Master Builder Academy,,2013,79.99,109.0,,638.0,,
20215-1,Master Builder Academy,,2013,79.99,84.99,3.0,675.0,,
20216-1,Master Builder Academy,,2013,49.99,85.45,,383.0,,
20217-1,Master Builder Academy,,2013,79.99,97.71,,576.0,,
21015-1,Architecture,Landmark Series,2013,34.99,106.54,,345.0,01/06/2013,31/12/2015
21017-1,Architecture,Architect Series,2013,129.99,182.6,,1188.0,01/03/2013,31/12/2015
21018-1,Architecture,Landmark Series,2013,49.99,140.51,,597.0,01/10/2013,31/12/2015
21050-1,Architecture,Miscellaneous,2013,159.99,370.41,,1210.0,,
21103-1,Ideas,Licensed,2013,34.99,183.75,2.0,401.0,01/08/2013,31/12/2014
21105-1,Minecraft,Micro World,2013,34.99,66.39,3.0,466.0,01/09/2013,31/12/2014
21106-1,Minecraft,Micro World,2013,34.99,58.4,3.0,469.0,01/09/2013,31/12/2014
30106-1,Friends,,2013,4.99,5.2,1.0,34.0,01/01/2013,31/12/2013
30166-1,DC Comics Super Heroes,Batman,2013,4.99,14.93,1.0,40.0,01/01/2013,31/12/2013
30167-1,Marvel Super Heroes,The Avengers,2013,4.99,19.15,1.0,24.0,01/01/2013,31/12/2013
30216-1,The Hobbit,The Desolation of Smaug,2013,4.99,21.04,1.0,31.0,01/12/2013,31/12/2014
30225-1,City,Coast Guard,2013,3.99,5.22,1.0,37.0,01/06/2013,31/12/2013
30230-1,Space,Galaxy Squad,2013,3.99,4.92,1.0,28.0,,
30231-1,Space,Galaxy Squad,2013,3.49,7.25,1.0,27.0,,
30240-1,Star Wars,The Clone Wars,2013,4.99,5.53,,54.0,01/01/2013,31/12/2013
30241-1,Star Wars,The Clone Wars,2013,4.99,16.59,,49.0,01/01/2013,31/12/2013
30242-1,Star Wars,The Clone Wars,2013,4.99,9.08,,45.0,01/01/2013,31/12/2013
30250-1,Legends of Chima,,2013,3.99,4.54,1.0,33.0,01/01/2013,31/12/2013
30260-1,The Lone Ranger,,2013,3.99,7.95,1.0,24.0,01/04/2013,31/12/2013
30270-1,Teenage Mutant Ninja Turtles,TV Series,2013,3.99,5.54,1.0,36.0,01/07/2013,31/12/2013
31000-1,Creator,3 in 1,2013,6.99,8.29,,65.0,,
31001-1,Creator,3 in 1,2013,6.99,8.06,,62.0,,
31002-1,Creator,3 in 1,2013,14.99,13.4,,121.0,,
31003-1,Creator,3 in 1,2013,14.99,18.28,,145.0,01/01/2013,31/12/2014
31004-1,Creator,3 in 1,2013,14.99,26.22,,166.0,,
31005-1,Creator,3 in 1,2013,17.99,36.2,,256.0,,
31006-1,Creator,3 in 1,2013,24.99,27.48,,286.0,01/01/2013,31/12/2014
31007-1,Creator,3 in 1,2013,19.99,40.0,,223.0,,
31008-1,Creator,3 in 1,2013,19.99,35.58,,235.0,,
31009-1,Creator,3 in 1,2013,24.99,34.16,1.0,271.0,01/01/2013,31/12/2014
31010-1,Creator,3 in 1,2013,29.99,49.64,1.0,356.0,01/06/2013,31/12/2015
31011-1,Creator,3 in 1,2013,59.99,67.53,,618.0,01/06/2013,31/12/2014
31012-1,Creator,3 in 1,2013,69.99,148.78,2.0,756.0,01/06/2013,31/12/2014
31313-1,Mindstorms,EV3,2013,349.99,418.42,,601.0,01/09/2013,31/07/2020
40051-1,Seasonal,Valentine's Day,2013,4.99,21.94,,54.0,,
40052-1,Seasonal,Spring,2013,7.99,13.45,2.0,88.0,,
40053-1,Seasonal,Easter,2013,4.99,17.85,,96.0,,
40054-1,Seasonal,Summer,2013,4.99,17.28,1.0,40.0,,
40055-1,Seasonal,Halloween,2013,4.99,15.18,,52.0,,
40056-1,Seasonal,Thanksgiving,2013,7.99,18.98,2.0,46.0,,
40057-1,Seasonal,Fall,2013,7.99,17.41,3.0,72.0,01/01/2013,31/12/2013
40058-1,Seasonal,Christmas,2013,7.99,18.28,2.0,110.0,01/01/2013,31/12/2014
40059-1,Seasonal,Christmas,2013,7.99,24.13,2.0,77.0,01/01/2013,31/12/2013
40061-1,Promotional,Monthly Mini Model Build,2013,0.0,13.5,,40.0,,
40062-1,Promotional,Monthly Mini Model Build,2013,0.0,15.0,,59.0,,
40063-1,Promotional,Monthly Mini Model Build,2013,0.0,9.08,,29.0,,
40064-1,Promotional,Monthly Mini Model Build,2013,0.0,8.98,,32.0,,
40065-1,Promotional,Monthly Mini Model Build,2013,0.0,5.68,,21.0,,
40066-1,Promotional,Monthly Mini Model Build,2013,0.0,6.0,,37.0,,
40067-1,Promotional,Monthly Mini Model Build,2013,0.0,12.14,,37.0,01/01/2013,31/12/2013
40068-1,Promotional,Monthly Mini Model Build,2013,0.0,19.0,,31.0,01/01/2013,31/12/2013
40069-1,Promotional,Monthly Mini Model Build,2013,0.0,6.92,,44.0,01/01/2013,31/12/2013
40070-1,Promotional,Monthly Mini Model Build,2013,0.0,13.5,,22.0,01/01/2013,31/12/2013
40071-1,Promotional,Monthly Mini Model Build,2013,0.0,11.44,,44.0,,
40072-1,Promotional,Monthly Mini Model Build,2013,0.0,10.05,,32.0,01/01/2013,31/12/2013
41000-1,Friends,Summer,2013,6.99,5.22,1.0,28.0,01/01/2013,31/12/2014
41001-1,Friends,,2013,9.99,14.82,1.0,90.0,01/01/2013,31/12/2013
41002-1,Friends,,2013,9.99,17.11,1.0,93.0,01/01/2013,31/12/2013
41003-1,Friends,,2013,9.99,16.33,1.0,70.0,01/01/2013,31/07/2014
41004-1,Friends,,2013,19.99,27.44,1.0,198.0,01/01/2013,31/12/2014
41005-1,Friends,,2013,49.99,124.55,3.0,487.0,01/06/2013,31/12/2014
41006-1,Friends,,2013,29.99,41.8,2.0,253.0,01/06/2013,31/12/2014
41007-1,Friends,,2013,29.99,34.88,2.0,242.0,01/01/2013,31/12/2014
41008-1,Friends,,2013,39.99,54.7,2.0,423.0,,
41009-1,Friends,,2013,9.99,16.72,1.0,75.0,01/06/2013,31/07/2014
41010-1,Friends,Summer,2013,9.99,10.66,1.0,94.0,01/06/2013,31/07/2014
41011-1,Friends,,2013,9.99,22.23,1.0,80.0,01/01/2013,31/12/2013
41013-1,Friends,,2013,14.99,20.59,1.0,159.0,01/06/2013,31/12/2014
41015-1,Friends,Summer,2013,69.99,159.98,3.0,612.0,01/06/2013,31/12/2015
41016-1,Friends,Seasonal,2013,29.99,24.22,2.0,213.0,01/09/2013,31/12/2013
41017-1,Friends,Animals series 1,2013,4.99,7.36,,41.0,01/01/2013,30/04/2013
41018-1,Friends,Animals series 1,2013,4.99,7.32,,31.0,01/01/2013,30/04/2013
41019-1,Friends,Animals series 1,2013,4.99,6.44,,33.0,01/01/2013,30/04/2013
41020-1,Friends,Animals series 2,2013,4.99,5.73,,34.0,01/05/2013,31/08/2013
41021-1,Friends,Animals series 2,2013,4.99,4.81,,46.0,01/05/2013,31/08/2013
41022-1,Friends,Animals series 2,2013,4.99,6.65,,37.0,01/05/2013,31/08/2013
41023-1,Friends,Animals series 3,2013,4.99,5.73,,35.0,01/09/2013,31/12/2013
41024-1,Friends,Animals series 3,2013,4.99,5.47,,32.0,01/09/2013,31/12/2013
41025-1,Friends,Animals series 3,2013,4.99,4.95,,39.0,01/09/2013,31/12/2013
41999-1,Technic,,2013,199.99,438.32,,1585.0,01/08/2013,31/12/2013
42000-1,Technic,,2013,129.99,235.2,,1141.0,01/03/2013,31/12/2014
42001-1,Technic,,2013,12.99,17.28,,100.0,01/08/2013,31/12/2014
42002-1,Technic,,2013,19.99,45.16,,170.0,,
42004-1,Technic,,2013,24.99,51.4,,246.0,,
42005-1,Technic,,2013,49.99,94.33,,329.0,01/08/2013,31/12/2014
42006-1,Technic,,2013,79.99,159.01,,720.0,01/01/2013,31/12/2014
42007-1,Technic,,2013,39.99,96.99,,253.0,01/01/2013,31/12/2014
42008-1,Technic,,2013,129.99,218.81,,1276.0,01/08/2013,31/12/2015
42009-1,Technic,,2013,219.99,377.38,,2606.0,01/08/2013,31/12/2015
42010-1,Technic,,2013,19.99,43.03,,160.0,,
42011-1,Technic,,2013,19.99,26.77,,158.0,,
44000-1,HERO Factory,Brain Attack,2013,19.99,59.99,,103.0,01/01/2013,31/07/2014
44001-1,HERO Factory,Brain Attack,2013,12.99,34.47,,50.0,01/01/2013,31/12/2013
44002-1,HERO Factory,Brain Attack,2013,9.99,28.39,,43.0,01/01/2013,31/12/2013
44003-1,HERO Factory,Brain Attack,2013,9.99,30.93,,46.0,01/01/2013,31/12/2013
44004-1,HERO Factory,Brain Attack,2013,9.99,29.88,,50.0,01/01/2013,31/12/2013
44005-1,HERO Factory,Brain Attack,2013,12.99,27.14,,62.0,01/01/2013,31/12/2013
44006-1,HERO Factory,Brain Attack,2013,9.99,33.99,,49.0,01/01/2013,31/12/2013
44007-1,HERO Factory,Brain Attack,2013,12.99,29.99,,59.0,01/01/2013,31/12/2013
44008-1,HERO Factory,Brain Attack,2013,12.99,36.99,,66.0,01/08/2013,31/12/2013
44009-1,HERO Factory,Brain Attack,2013,19.99,44.0,,149.0,01/08/2013,31/12/2013
44010-1,HERO Factory,Brain Attack,2013,12.99,32.99,,69.0,01/08/2013,31/12/2013
44011-1,HERO Factory,Brain Attack,2013,12.99,28.97,,60.0,01/08/2013,31/12/2013
44012-1,HERO Factory,Brain Attack,2013,9.99,42.99,,51.0,01/08/2013,31/12/2013
44013-1,HERO Factory,Brain Attack,2013,9.99,23.1,,41.0,01/08/2013,31/12/2013
44014-1,HERO Factory,Brain Attack,2013,34.99,43.2,,290.0,01/08/2013,31/12/2013
45002-1,Education,Duplo,2013,214.95,214.98,6.0,95.0,01/01/2013,31/12/2018
45100-1,Education,,2013,115.95,241.27,,1147.0,,
45500-1,Mindstorms,EV3,2013,224.95,134.98,,1.0,,
45501-1,Education,Mindstorms,2013,99.95,94.51,,1.0,,
45502-1,Mindstorms,EV3,2013,29.99,43.06,,1.0,,
45503-1,Mindstorms,EV3,2013,29.95,31.27,,1.0,,
45504-1,Mindstorms,EV3,2013,39.95,36.68,,1.0,,
45505-1,Mindstorms,EV3,2013,34.99,34.5,,1.0,,
45506-1,Mindstorms,EV3,2013,49.95,37.91,,1.0,,
45507-1,Mindstorms,EV3,2013,29.95,30.2,,1.0,,
45508-1,Mindstorms,EV3,2013,34.99,36.32,,1.0,,
45509-1,Mindstorms,EV3,2013,34.99,43.18,,1.0,,
45514-1,Education,Mindstorms,2013,24.95,17.78,,7.0,,
45544-1,Education,Mindstorms,2013,339.95,454.26,,541.0,,
45560-1,Education,Mindstorms,2013,99.95,114.51,,853.0,,
60000-1,City,Fire,2013,6.99,10.12,1.0,40.0,,
60001-1,City,Fire,2013,11.99,13.26,2.0,80.0,,
60002-1,City,Fire,2013,19.99,41.9,2.0,209.0,,
60003-1,City,Fire,2013,39.99,34.01,3.0,301.0,,
60004-1,City,Fire,2013,99.99,130.89,5.0,752.0,01/01/2013,31/12/2015
60005-1,City,Fire,2013,29.99,53.61,4.0,222.0,01/01/2013,31/12/2013
60006-1,City,Police,2013,6.99,8.74,2.0,51.0,,
60007-1,City,Police,2013,29.99,37.26,3.0,283.0,,
60008-1,City,Police,2013,69.99,118.67,6.0,563.0,01/01/2013,31/12/2014
60009-1,City,Police,2013,49.99,68.83,5.0,352.0,,
60010-2,City,Fire,2013,39.99,61.37,2.0,232.0,01/01/2013,31/12/2013
60011-1,City,Coast Guard,2013,6.99,12.35,2.0,32.0,01/06/2013,31/07/2015
60012-1,City,Coast Guard,2013,19.99,25.8,2.0,128.0,01/06/2013,31/07/2015
60013-1,City,Coast Guard,2013,39.99,58.86,4.0,230.0,01/06/2013,31/12/2013
60014-1,City,Coast Guard,2013,79.99,120.22,6.0,449.0,01/06/2013,31/07/2015
60015-1,City,Coast Guard,2013,44.99,68.82,3.0,279.0,01/06/2013,31/12/2014
60016-1,City,Great Vehicles,2013,19.99,74.13,1.0,191.0,,
60017-1,City,Great Vehicles,2013,19.99,48.4,2.0,212.0,,
60018-1,City,Great Vehicles,2013,19.99,62.63,2.0,221.0,,
60019-1,City,Airport,2013,19.99,31.89,2.0,140.0,01/06/2013,31/12/2014
60020-1,City,Cargo,2013,39.99,59.61,3.0,321.0,01/06/2013,31/12/2014
60021-1,City,Cargo,2013,44.99,75.94,3.0,393.0,01/06/2013,31/12/2014
60022-1,City,Cargo,2013,99.99,235.18,5.0,658.0,01/06/2013,31/12/2014
60023-1,City,Town,2013,29.99,55.41,5.0,272.0,01/06/2013,31/12/2014
60024-1,City,Seasonal,2013,29.99,32.75,8.0,244.0,,
60025-1,City,Great Vehicles,2013,29.99,75.47,3.0,315.0,01/06/2013,31/12/2014
60026-1,City,Town,2013,119.99,163.84,9.0,914.0,01/06/2013,31/12/2014
60027-1,City,Great Vehicles,2013,29.99,58.49,3.0,299.0,01/06/2013,31/12/2013
66474-1,Legends of Chima, Product Collection,2013,109.99,100.0,,1081.0,,
70000-1,Legends of Chima,,2013,11.99,10.68,1.0,109.0,01/01/2013,31/12/2013
70001-1,Legends of Chima,,2013,14.99,19.24,2.0,139.0,01/01/2013,31/12/2013
70002-1,Legends of Chima,,2013,24.99,21.41,2.0,230.0,01/01/2013,31/12/2013
70003-1,Legends of Chima,,2013,34.99,31.41,3.0,348.0,01/01/2013,31/12/2013
70004-1,Legends of Chima,,2013,29.99,38.21,3.0,297.0,01/01/2013,31/12/2013
70005-1,Legends of Chima,,2013,39.99,74.3,3.0,417.0,01/01/2013,31/07/2014
70006-1,Legends of Chima,,2013,79.99,99.78,6.0,609.0,01/01/2013,31/07/2014
70007-1,Legends of Chima,,2013,24.99,25.88,2.0,223.0,01/06/2013,31/07/2014
70008-1,Legends of Chima,,2013,49.99,54.98,4.0,505.0,01/06/2013,31/07/2014
70009-1,Legends of Chima,,2013,69.99,63.03,6.0,664.0,01/06/2013,31/07/2014
70010-1,Legends of Chima,,2013,119.99,166.69,7.0,1258.0,01/06/2013,31/07/2014
70011-1,Legends of Chima,Speedorz,2013,39.99,30.0,3.0,369.0,01/01/2013,31/12/2013
70012-2,Legends of Chima,,2013,39.99,28.98,3.0,412.0,01/01/2013,31/12/2013
70013-1,Legends of Chima,,2013,39.99,25.69,3.0,339.0,01/01/2013,31/12/2013
70014-1,Legends of Chima,,2013,69.99,124.27,5.0,647.0,01/06/2013,31/07/2014
70100-1,Legends of Chima,Speedorz,2013,14.99,9.54,1.0,83.0,01/01/2013,31/05/2013
70101-1,Legends of Chima,Speedorz,2013,14.99,9.99,1.0,101.0,01/01/2013,28/02/2013
70102-1,Legends of Chima,Speedorz,2013,14.99,10.0,1.0,106.0,01/01/2013,28/02/2013
70103-1,Legends of Chima,Speedorz,2013,14.99,15.0,1.0,93.0,01/01/2013,28/02/2013
70104-1,Legends of Chima,Speedorz,2013,14.99,10.91,1.0,81.0,01/03/2013,31/05/2013
70105-1,Legends of Chima,Speedorz,2013,14.99,9.2,1.0,97.0,01/03/2013,31/08/2013
70106-1,Legends of Chima,Speedorz,2013,14.99,5.45,1.0,101.0,01/03/2013,31/05/2013
70107-1,Legends of Chima,Speedorz,2013,14.99,12.66,1.0,97.0,01/06/2013,31/10/2013
70108-1,Legends of Chima,Speedorz,2013,14.99,12.79,1.0,105.0,01/06/2013,31/10/2013
70109-1,Legends of Chima,Speedorz,2013,14.99,9.73,1.0,77.0,01/06/2013,31/12/2013
70110-1,Legends of Chima,Speedorz,2013,14.99,11.17,1.0,92.0,01/09/2013,31/12/2013
70111-1,Legends of Chima,Speedorz,2013,14.99,16.46,1.0,91.0,01/09/2013,31/12/2013
70112-1,Legends of Chima,Speedorz,2013,14.99,13.92,1.0,105.0,01/09/2013,31/12/2013
70113-1,Legends of Chima,Speedorz,2013,19.99,7.17,2.0,92.0,01/01/2013,31/05/2013
70114-1,Legends of Chima,Speedorz,2013,19.99,9.59,2.0,117.0,01/06/2013,31/12/2013
70115-1,Legends of Chima,Speedorz,2013,29.99,30.94,2.0,246.0,01/01/2013,31/12/2013
70200-1,Legends of Chima,Constraction,2013,14.99,25.0,,55.0,01/06/2013,31/07/2014
70201-1,Legends of Chima,Constraction,2013,14.99,17.16,,67.0,01/06/2013,31/07/2014
70202-1,Legends of Chima,Constraction,2013,14.99,23.99,,59.0,01/06/2013,31/07/2014
70203-1,Legends of Chima,Constraction,2013,14.99,22.99,,65.0,01/06/2013,31/07/2014
70204-1,Legends of Chima,Constraction,2013,14.99,31.69,,55.0,01/06/2013,31/07/2014
70205-1,Legends of Chima,Constraction,2013,14.99,38.17,,68.0,01/06/2013,31/07/2014
70400-1,Castle,,2013,11.99,33.52,4.0,90.0,01/08/2013,31/12/2014
70401-1,Castle,,2013,19.99,51.6,3.0,199.0,01/08/2013,31/12/2014
70402-1,Castle,,2013,29.99,114.38,4.0,248.0,01/08/2013,31/12/2014
70403-1,Castle,,2013,49.99,152.64,5.0,376.0,01/08/2013,31/12/2014
70404-1,Castle,,2013,99.99,378.34,7.0,996.0,01/08/2013,31/12/2014
70500-1,Ninjago,The Final Battle,2013,9.99,29.02,2.0,102.0,01/01/2013,31/12/2013
70501-1,Ninjago,The Final Battle,2013,19.99,49.53,2.0,210.0,01/01/2013,31/12/2013
70502-1,Ninjago,The Final Battle,2013,19.99,46.82,2.0,171.0,01/01/2013,31/12/2014
70503-1,Ninjago,The Final Battle,2013,29.99,83.0,3.0,252.0,01/01/2013,31/12/2014
70504-1,Ninjago,The Final Battle,2013,39.99,76.34,3.0,328.0,01/01/2013,31/07/2014
70505-1,Ninjago,The Final Battle,2013,69.99,114.22,5.0,565.0,01/01/2013,31/12/2014
70700-1,Space,Galaxy Squad,2013,11.99,20.0,2.0,86.0,,
70701-1,Space,Galaxy Squad,2013,19.99,38.72,2.0,218.0,,
70702-1,Space,Galaxy Squad,2013,29.99,40.48,3.0,310.0,,
70703-1,Space,Galaxy Squad,2013,39.99,60.0,3.0,311.0,,
70704-1,Space,Galaxy Squad,2013,59.99,73.0,3.0,506.0,,
70705-1,Space,Galaxy Squad,2013,79.99,73.46,4.0,711.0,,
70706-1,Space,Galaxy Squad,2013,19.99,25.02,2.0,171.0,01/06/2013,31/12/2013
70707-1,Space,Galaxy Squad,2013,39.99,89.99,2.0,440.0,01/06/2013,31/12/2013
70708-1,Space,Galaxy Squad,2013,69.99,72.41,3.0,560.0,01/06/2013,31/12/2013
70709-1,Space,Galaxy Squad,2013,99.99,224.95,5.0,1012.0,01/06/2013,31/12/2013
71000-1,Collectable Minifigures,Series 9,2013,2.99,15.67,1.0,7.0,01/01/2013,30/04/2013
71000-2,Collectable Minifigures,Series 9,2013,2.99,5.69,1.0,6.0,01/01/2013,30/04/2013
71000-3,Collectable Minifigures,Series 9,2013,2.99,14.78,1.0,6.0,01/01/2013,30/04/2013
71000-4,Collectable Minifigures,Series 9,2013,2.99,19.76,1.0,10.0,01/01/2013,30/04/2013
71000-5,Collectable Minifigures,Series 9,2013,2.99,9.83,1.0,6.0,01/01/2013,30/04/2013
71000-6,Collectable Minifigures,Series 9,2013,2.99,4.78,1.0,7.0,01/01/2013,30/04/2013
71000-7,Collectable Minifigures,Series 9,2013,2.99,10.32,1.0,4.0,01/01/2013,30/04/2013
71000-8,Collectable Minifigures,Series 9,2013,2.99,8.93,1.0,7.0,01/01/2013,30/04/2013
71000-9,Collectable Minifigures,Series 9,2013,2.99,16.09,1.0,7.0,01/01/2013,30/04/2013
71000-10,Collectable Minifigures,Series 9,2013,2.99,10.15,1.0,7.0,01/01/2013,30/04/2013
71000-11,Collectable Minifigures,Series 9,2013,2.99,5.03,1.0,7.0,01/01/2013,30/04/2013
71000-12,Collectable Minifigures,Series 9,2013,2.99,10.0,1.0,6.0,01/01/2013,30/04/2013
71000-13,Collectable Minifigures,Series 9,2013,2.99,6.64,1.0,6.0,01/01/2013,30/04/2013
71000-14,Collectable Minifigures,Series 9,2013,2.99,7.02,1.0,6.0,01/01/2013,30/04/2013
71000-15,Collectable Minifigures,Series 9,2013,2.99,17.43,1.0,7.0,01/01/2013,30/04/2013
71000-16,Collectable Minifigures,Series 9,2013,2.99,13.17,1.0,6.0,01/01/2013,30/04/2013
71001-1,Collectable Minifigures,Series 10,2013,2.99,19.45,1.0,7.0,01/05/2013,31/08/2013
71001-2,Collectable Minifigures,Series 10,2013,2.99,23.92,1.0,5.0,01/05/2013,31/08/2013
71001-3,Collectable Minifigures,Series 10,2013,2.99,11.81,1.0,8.0,01/05/2013,31/08/2013
71001-4,Collectable Minifigures,Series 10,2013,2.99,7.35,1.0,7.0,01/05/2013,31/08/2013
71001-5,Collectable Minifigures,Series 10,2013,2.99,7.87,1.0,6.0,01/05/2013,31/08/2013
71001-6,Collectable Minifigures,Series 10,2013,2.99,3.3,1.0,5.0,01/05/2013,31/08/2013
71001-7,Collectable Minifigures,Series 10,2013,2.99,43.69,1.0,7.0,01/05/2013,31/08/2013
71001-8,Collectable Minifigures,Series 10,2013,2.99,16.17,1.0,7.0,01/05/2013,31/08/2013
71001-9,Collectable Minifigures,Series 10,2013,2.99,8.41,1.0,7.0,01/05/2013,31/08/2013
71001-10,Collectable Minifigures,Series 10,2013,2.99,21.02,1.0,7.0,01/05/2013,31/08/2013
71001-11,Collectable Minifigures,Series 10,2013,2.99,9.08,1.0,6.0,01/05/2013,31/08/2013
71001-12,Collectable Minifigures,Series 10,2013,2.99,12.77,1.0,6.0,01/05/2013,31/08/2013
71001-13,Collectable Minifigures,Series 10,2013,2.99,7.39,1.0,5.0,01/05/2013,31/08/2013
71001-14,Collectable Minifigures,Series 10,2013,2.99,15.71,1.0,7.0,01/05/2013,31/08/2013
71001-15,Collectable Minifigures,Series 10,2013,2.99,7.66,1.0,7.0,01/05/2013,31/08/2013
71001-16,Collectable Minifigures,Series 10,2013,2.99,3.43,1.0,6.0,01/05/2013,31/08/2013
71002-1,Collectable Minifigures,Series 11,2013,2.99,5.86,1.0,7.0,01/09/2013,31/12/2013
71002-2,Collectable Minifigures,Series 11,2013,2.99,17.19,1.0,7.0,01/09/2013,31/12/2013
71002-3,Collectable Minifigures,Series 11,2013,2.99,15.14,1.0,7.0,01/09/2013,31/12/2013
71002-4,Collectable Minifigures,Series 11,2013,2.99,7.39,1.0,8.0,01/09/2013,31/12/2013
71002-5,Collectable Minifigures,Series 11,2013,2.99,24.68,1.0,7.0,01/09/2013,31/12/2013
71002-6,Collectable Minifigures,Series 11,2013,2.99,13.96,1.0,5.0,01/09/2013,31/12/2013
71002-7,Collectable Minifigures,Series 11,2013,2.99,10.69,1.0,8.0,01/09/2013,31/12/2013
71002-8,Collectable Minifigures,Series 11,2013,2.99,11.0,1.0,5.0,01/09/2013,31/12/2013
71002-9,Collectable Minifigures,Series 11,2013,2.99,4.04,1.0,7.0,01/09/2013,31/12/2013
71002-10,Collectable Minifigures,Series 11,2013,2.99,12.47,1.0,7.0,01/09/2013,31/12/2013
71002-11,Collectable Minifigures,Series 11,2013,2.99,9.69,1.0,7.0,01/09/2013,31/12/2013
71002-12,Collectable Minifigures,Series 11,2013,2.99,15.87,1.0,6.0,01/09/2013,31/12/2013
71002-13,Collectable Minifigures,Series 11,2013,2.99,10.46,1.0,10.0,01/09/2013,31/12/2013
71002-14,Collectable Minifigures,Series 11,2013,2.99,13.58,1.0,7.0,01/09/2013,31/12/2013
71002-15,Collectable Minifigures,Series 11,2013,2.99,7.68,1.0,6.0,01/09/2013,31/12/2013
71002-16,Collectable Minifigures,Series 11,2013,2.99,6.81,1.0,5.0,01/09/2013,31/12/2013
75000-1,Star Wars,Episode II,2013,12.99,41.59,4.0,124.0,01/01/2013,31/12/2014
75001-1,Star Wars,The Old Republic,2013,12.99,36.92,4.0,63.0,01/01/2013,31/12/2014
75002-1,Star Wars,The Clone Wars,2013,19.99,59.1,4.0,222.0,01/01/2013,31/12/2014
75003-1,Star Wars,Episode VI,2013,24.99,52.88,3.0,177.0,01/01/2013,31/12/2014
75004-1,Star Wars,The Clone Wars,2013,49.99,134.62,3.0,373.0,01/01/2013,31/12/2014
75005-1,Star Wars,Episode VI,2013,59.99,210.32,4.0,380.0,01/01/2013,31/12/2014
75006-1,Star Wars,Planet Set,2013,9.99,21.46,1.0,61.0,01/01/2013,31/12/2013
75007-1,Star Wars,Planet Set,2013,9.99,29.08,1.0,74.0,01/01/2013,31/12/2013
75008-1,Star Wars,Planet Set,2013,9.99,22.04,1.0,60.0,01/01/2013,31/12/2013
75009-1,Star Wars,Planet Set,2013,9.99,43.08,1.0,69.0,01/01/2013,31/12/2013
75010-1,Star Wars,Planet Set,2013,9.99,28.57,1.0,83.0,01/01/2013,31/12/2013
75011-1,Star Wars,Planet Set,2013,9.99,38.3,1.0,102.0,01/01/2013,31/12/2013
75012-1,Star Wars,The Clone Wars,2013,24.99,249.03,4.0,226.0,01/01/2013,31/12/2014
75013-1,Star Wars,The Clone Wars,2013,49.99,155.43,4.0,493.0,01/01/2013,31/12/2014
75014-1,Star Wars,Episode V,2013,49.99,133.9,7.0,426.0,01/01/2013,31/12/2013
75015-1,Star Wars,Episode II,2013,19.99,80.14,3.0,271.0,01/06/2013,31/12/2014
75016-1,Star Wars,Episode II,2013,29.99,99.31,5.0,295.0,01/06/2013,31/12/2014
75017-1,Star Wars,Episode II,2013,39.99,108.47,4.0,391.0,01/06/2013,31/12/2014
75018-1,Star Wars,Original Content,2013,69.99,144.25,4.0,550.0,01/06/2013,31/12/2014
75019-1,Star Wars,Episode II,2013,89.99,310.01,5.0,794.0,01/06/2013,31/12/2014
75020-1,Star Wars,Episode VI,2013,119.99,260.59,6.0,850.0,01/06/2013,31/12/2014
75021-1,Star Wars,Episode II,2013,119.99,470.03,7.0,1175.0,01/06/2013,31/12/2014
75022-1,Star Wars,The Clone Wars,2013,24.99,127.58,3.0,211.0,01/06/2013,31/12/2014
75023-1,Star Wars,Seasonal,2013,39.99,60.34,9.0,254.0,,
75024-1,Star Wars,The Clone Wars,2013,39.99,75.34,3.0,362.0,01/08/2013,31/12/2014
75025-1,Star Wars,The Old Republic,2013,89.99,245.67,4.0,927.0,01/08/2013,31/12/2014
76000-1,DC Comics Super Heroes,Batman,2013,19.99,28.77,3.0,198.0,01/01/2013,31/12/2014
76001-1,DC Comics Super Heroes,The Dark Knight Trilogy,2013,39.99,62.8,3.0,368.0,01/01/2013,31/12/2014
76002-1,DC Comics Super Heroes,DC Extended Universe,2013,12.99,17.47,2.0,119.0,28/04/2013,31/12/2014
76003-1,DC Comics Super Heroes,DC Extended Universe,2013,49.99,42.67,5.0,418.0,28/04/2013,31/12/2014
76004-1,Marvel Super Heroes,Ultimate Spider-Man,2013,19.99,37.98,3.0,237.0,01/01/2013,31/12/2014
76005-1,Marvel Super Heroes,Ultimate Spider-Man,2013,49.99,93.73,5.0,476.0,01/01/2013,31/12/2014
