set_number,min_value_new,max_value_new,mean_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,RRP (USD),Year,Theme,Pieces
8265-1,279.9269950396936,284.991,282.4589975198468,2.0,78.37955861111422,110.85109003571868,95.5484143068821,3.0,79.99,2009,Technic,1061.0
8268-1,84.985835694051,84.985835694051,84.985835694051,1.0,7.2,27.99269950396937,20.3153276825404,3.0,15.0,1999,Technic,85.0
8273-1,134.36495761905294,143.339,138.85197880952649,2.0,50.38685910714486,111.72185726415518,72.69803845974626,3.0,49.99,2007,Technic,805.0
8275-1,629.7573592806996,671.8247880952648,650.7910736879821,2.0,155.42666472583952,279.9157979598921,202.6581867448969,6.0,149.99,2007,Technic,1384.0
8279-1,95.00285008550256,95.00285008550256,95.00285008550256,1.0,44.78831920635098,44.78831920635098,44.78831920635098,1.0,70.0,2000,Technic,449.0
8281-1,47.86751615178761,47.86751615178761,47.86751615178761,1.0,19.31496265773886,20.60262683492145,19.95879474633016,2.0,10.0,2006,Technic,121.0
8283-1,76.14014265079668,76.14014265079668,76.14014265079668,1.0,22.39415960317549,45.93042134611294,34.162290474644216,2.0,29.99,2006,Technic,323.0
8285-1,497.64301470176576,670.7050801151059,576.4547805932212,5.0,194.6295888324927,257.53283543651816,220.96703383578568,6.0,119.99,2006,Technic,1877.0
8286-1,254.94458309851595,254.94458309851595,254.94458309851595,1.0,66.06277082936771,334.7926860674736,131.20142869053038,5.0,84.0,1996,Technic,734.0
8287-1,372.291706322991,372.291706322991,372.291706322991,1.0,83.9669014321065,83.9669014321065,83.9669014321065,1.0,29.99,2006,Technic,93.0
8292-1,78.37955861111422,78.37955861111422,78.37955861111422,1.0,78.37955861111422,78.37955861111422,78.37955861111422,1.0,59.99,2008,Technic,726.0
8293-1,72.76982163051875,103.56,88.6317543211397,4.0,62.18858121801834,88.45693043254319,75.6791435985072,8.0,29.99,2008,Power Functions,10.0
8295-1,233.68305545913623,245.21604765477164,239.449551556954,2.0,103.22587869083743,152.28028530159335,127.7530819962154,2.0,89.99,2008,Technic,1182.0
8297-1,279.9269950396936,279.9269950396936,279.9269950396936,1.0,72.78101871032035,125.0,107.91205653565552,7.0,119.99,2008,Technic,1097.0
8300-1,73.90072669047912,122.02577567770328,102.259197467967,3.0,30.89274317258059,41.42919526587466,36.16096921922762,2.0,11.0,2000,Technic,5.0
8302-1,13.996349751984685,13.996349751984685,13.996349751984685,1.0,3.434144375146962,4.478831920635098,3.9564881478910303,2.0,5.99,2011,Racers,48.0
8303-1,5.0,15.0,11.332116583994894,3.0,2.1688743575675464,3.6,2.84391632262306,7.0,5.99,2011,Racers,51.0
8304-1,13.436495761905295,13.436495761905295,13.436495761905295,1.0,3.359123940476324,4.478831920635098,3.918977930555711,4.0,5.99,2011,Racers,44.0
8318-1,66.0,66.0,66.0,1.0,23.457882184326326,30.679998656350424,27.06894042033837,2.0,20.0,2002,Galidor,29.0
8362-1,107.24627966215311,107.24627966215311,107.24627966215311,1.0,12.31678778174652,20.14354656305636,16.211189241845727,4.0,15.0,2004,Racers,113.0
8366-1,537.4486333964102,614.7196811071673,576.0841572517887,2.0,190.35035662699167,288.48992297989963,240.8580444139856,6.0,130.0,2003,Racers,429.0
8378-1,144.44232944048193,218.34305613096103,181.3926927857215,2.0,49.5,49.5,49.5,1.0,40.0,2004,Racers,65.0
8386-1,246.3357556349304,380.0,323.0809192370952,4.0,61.583938908732605,61.583938908732605,61.583938908732605,1.0,70.0,2004,Racers,738.0
8396-1,31.02998876024852,31.02998876024852,31.02998876024852,9.0,9.35,15.45197012619109,11.600656708730364,3.0,3.49,2009,Pirates,17.0
8397-1,14.545006662262482,24.30573963482139,19.425373148541937,2.0,6.15839389087326,19.99,13.07419694543663,2.0,3.49,2009,Pirates,16.0
8398-1,11.157890022282189,30.61841471744169,20.72805466665874,3.0,4.8,6.024028933254208,5.412014466627104,4.0,3.49,2009,City,22.0
8401-1,21.15128374519925,21.15128374519925,21.15128374519925,1.0,8.937748581132414,13.418135952553472,10.641905328183476,4.0,9.99,2009,City,60.0
8402-1,9.853430225397217,22.92042235385012,16.386926289623666,3.0,5.430583703770057,8.957663841270197,7.034044016552556,6.0,9.99,2009,City,68.0
8404-1,229.95,268.7299152381059,255.5599717460353,3.0,128.76641771825908,184.7518167261978,153.71484534343986,4.0,99.99,2010,City,864.0
8412-1,67.09067976276735,67.09067976276735,67.09067976276735,1.0,30.791969454366303,40.25440785766042,33.85739654278906,4.0,29.75,1995,Technic,286.0
8414-1,120.65290253385174,120.65290253385174,120.65290253385174,1.0,27.99269950396937,27.99269950396937,27.99269950396937,1.0,30.0,1997,Technic,244.0
8421-1,558.7342820992285,726.6904791230447,614.9996081022069,5.0,167.84422622580033,218.2870707319531,193.0656484788767,2.0,150.0,2005,Technic,1884.0
8426-1,88.4,88.4,88.4,1.0,4.4378358319125,16.235765712302232,11.55786718140491,3.0,19.99,2011,Cars,159.0
8436-1,274.32845513889976,274.32845513889976,274.32845513889976,1.0,57.69651842860455,179.15327682540394,109.19731562018804,6.0,90.0,2004,Technic,1027.0
8444-1,74.99,74.99,74.99,1.0,20.12720392883021,27.99269950396937,23.628228792469205,3.0,30.0,1999,Technic,309.0
8445-1,67.18247880952647,67.18247880952647,67.18247880952647,1.0,44.732333807343046,51.91861962400206,48.32547671567255,2.0,40.0,1999,Technic,446.0
8455-1,515.0544737932347,558.7342820992285,549.9983204380297,10.0,201.54743642857943,400.0,284.12067466138166,3.0,100.0,2003,Technic,704.0
8458-1,1472.5441763252895,1472.5441763252895,1472.5441763252895,1.0,245.21604765477164,386.29925315477726,295.8808742679909,4.0,170.0,2000,Technic,1431.0
8461-1,1472.5441763252895,1472.5441763252895,1472.5441763252895,1.0,335.9123940476324,352.708013750014,344.3102038988232,2.0,129.99,2002,Racers,1484.0
8462-1,559.8539900793872,559.8539900793872,559.8539900793872,1.0,176.9428082842485,201.27203928830207,192.8482825241836,3.0,122.0,1998,Technic,774.0
8465-1,111.97079801587746,157.00545297786337,134.48812549687042,2.0,67.18247880952647,86.034,76.60823940476324,2.0,40.0,2001,Technic,365.0
8466-1,223.94159603175493,614.7196811071673,484.46031941536313,5.0,133.69089341499736,190.3391595471901,159.97894948997302,5.0,119.99,2001,Technic,1102.0
8468-1,27.99269950396937,27.99269950396937,27.99269950396937,1.0,8.397809851190809,8.397809851190809,8.397809851190809,1.0,8.0,2002,Racers,92.0
8479-1,447.88319206350985,447.88319206350985,447.88319206350985,1.0,111.97079801587746,201.27203928830207,164.13203804319448,3.0,164.0,1997,Technic,1280.0
8480-1,725.0,894.646676146861,807.9950057897735,5.0,268.7299152381059,536.6583474223761,425.00767366661785,3.0,158.0,1996,Technic,1368.0
8484-1,155.0,155.0,155.0,1.0,54.08189544166881,80.49539757936827,67.28864651051855,2.0,29.99,2011,Cars,242.0
8485-1,670.9067976276735,838.6612771389222,754.7840373832978,2.0,219.4627641111198,279.9583468631381,252.31798213692537,3.0,219.0,1995,Technic,1079.0
8487-1,154.30856345436493,207.08999093036536,190.73369843337704,4.0,69.9817487599234,190.0,129.9908743799617,2.0,59.99,2011,Cars,517.0
8496-1,88.0,114.210213976195,101.1051069880975,2.0,13.8,13.8,13.8,2.0,49.99,2008,Racers,510.0
8501-1,28.817535862716188,28.817535862716188,28.817535862716188,1.0,5.4,11.0,8.129732556753416,5.0,6.0,1999,Technic,34.0
8502-1,26.8065424319614,26.8065424319614,26.8065424319614,1.0,7.681196743889194,15.0,11.255435249153686,3.0,6.0,1999,Technic,45.0
8503-1,33.509853867810705,33.509853867810705,33.509853867810705,1.0,5.598539900793873,16.795619702381618,11.361413372449086,8.0,6.0,1999,Technic,39.0
8506-1,40.95723287303929,40.95723287303929,40.95723287303929,2.0,7.837955861111422,11.08510900357187,9.256252635979203,3.0,6.0,1999,Technic,34.0
8507-1,45.91098002413192,45.91098002413192,45.91098002413192,1.0,5.598539900793873,15.45197012619109,11.939015664714642,6.0,6.0,1999,Technic,37.0
850779-1,14.55620374206407,15.55274384440538,15.054473793234724,3.0,22.39415960317549,22.39415960317549,22.39415960317549,1.0,14.99,2013,Legends of Chima,42.0
850939-1,11.18588272178616,22.92042235385012,16.278278770972026,23.0,12.411995504099409,26.82820320460424,19.620099354351822,2.0,7.99,2014,Seasonal,27.0
8513-1,44.68129478184446,44.68129478184446,44.68129478184446,1.0,4.478831920635098,16.87735838493321,8.562847049325978,8.0,6.0,2000,Technic,46.0
8519-1,100.77371821428972,100.77371821428972,100.77371821428972,1.0,10.51263987255076,17.803356884524515,14.017956413163777,5.0,14.99,2010,Ben 10: Alien Force,20.0
852331-1,39.6,323.4679595561478,98.30359268090794,7.0,39.0,39.0,39.0,1.0,17.99,2008,Miscellaneous,21.0
852697-1,100.63601964415103,100.63601964415103,100.63601964415103,1.0,56.02636859489316,56.02636859489316,56.02636859489316,1.0,17.99,2009,Miscellaneous,22.0
852769-1,89.52065301369403,89.52065301369403,89.52065301369403,1.0,65.54348959497104,65.54348959497104,65.54348959497104,1.0,17.99,2010,Miscellaneous,20.0
8529-1,8.541,13.85,11.1955,31.0,19.5,19.5,19.5,2.0,9.99,2006,Mindstorms,7.0
853219-1,67.1712817297249,77.2,72.18564086486245,3.0,50.0,50.0,50.0,1.0,14.99,2011,Pirates of the Caribbean,30.0
8533-1,120.65290253385174,120.65290253385174,120.65290253385174,1.0,12.289404299057068,64.118,21.44477095343879,30.0,7.0,2001,Bionicle,35.0
8535-1,167.57608258479692,182.47158540763584,175.02383399621638,2.0,14.88879951140308,58.644,27.999159322628227,25.0,7.0,2001,Bionicle,36.0
853556-1,25.183352181751,25.183352181751,25.183352181751,1.0,10.0,10.0,10.0,1.0,14.99,2016,Friends,35.0
853610-1,29.306100495790265,47.873,38.58955024789513,3.0,5.0,5.0,5.0,1.0,14.99,2016,Minecraft,28.0
8537-1,285.74947653651924,285.74947653651924,285.74947653651924,1.0,47.027735166668535,52.07511251152824,49.65638451662723,9.0,15.0,2001,Bionicle,146.0
853758-1,21.27445162301672,55.97420192813714,38.62432677557693,2.0,11.2635427205901,11.2635427205901,11.2635427205901,1.0,8.99,2018,Ninjago,26.0
853774-1,10.066174741627384,11.169683441788726,10.656788981819629,15.0,8.253372601178034,8.253372601178034,8.253372601178034,1.0,8.99,2018,Friends,34.0
853775-1,10.066174741627384,15.105980360322029,12.82584414365492,29.0,5.958499054088276,7.065836975109253,6.512168014598764,2.0,8.99,2018,Friends,38.0
853776-1,10.066174741627384,10.066174741627384,10.066174741627384,2.0,7.106786550067743,8.253372601178034,7.680079575622889,2.0,8.99,2018,Friends,36.0
853777-1,15.105980360322029,15.105980360322029,15.105980360322029,1.0,10.628443853315597,10.628443853315597,10.628443853315597,1.0,8.99,2018,Friends,47.0
853778-1,15.105980360322029,15.105980360322029,15.105980360322029,1.0,8.253372601178034,9.0,8.626686300589018,2.0,8.99,2018,Friends,31.0
853875-1,6.255,19.03503566269917,11.35855648322603,14.0,2.979249527044138,2.979249527044138,2.979249527044138,1.0,8.99,2019,The LEGO Movie 2,28.0
8539-1,559.8539900793872,1098.6574701317898,787.4508192213062,3.0,269.96159401628057,312.8464096563616,291.4040018363211,4.0,90.0,2001,Bionicle,442.0
8542-1,22.528524560794548,22.528524560794548,22.528524560794548,1.0,10.637225811508358,19.95,14.219225945873314,5.0,3.0,2001,Bionicle,30.0
8543-1,20.154743642857945,20.154743642857945,20.154743642857945,3.0,12.070452026111589,19.95,16.010226013055792,3.0,3.0,2001,Bionicle,27.0
8546-1,172.4350289444513,172.4350289444513,172.4350289444513,1.0,77.59576302500308,77.59576302500308,77.59576302500308,1.0,15.0,2001,Bionicle,10.0
8548-1,272.6824844080664,272.6824844080664,272.6824844080664,1.0,94.87657484977062,113.37043299107592,102.82713579306706,6.0,35.0,2001,Bionicle,226.0
8549-1,108.61167407540114,108.61167407540114,108.61167407540114,1.0,162.58159871905406,169.971671388102,166.27663505357805,2.0,50.0,2001,Bionicle,411.0
8550-1,14.55620374206407,26.836271905106944,20.696237823585506,2.0,7.614014265079667,16.01182411627048,11.101904623274253,7.0,2.99,2002,Bionicle,26.0
8551-1,26.836271905106944,26.836271905106944,26.836271905106944,1.0,7.75,16.01182411627048,10.738525232619336,7.0,3.0,2002,Bionicle,28.0
8556-1,150.81780399517365,150.81780399517365,150.81780399517365,1.0,72.66904791230448,151.89,108.08754625327047,12.0,15.0,2002,Bionicle,157.0
8557-1,318.4005898914064,318.4005898914064,318.4005898914064,1.0,92.7365017328585,120.0,102.74280135990745,7.0,35.0,2002,Bionicle,378.0
8558-1,670.3244402734952,670.3244402734952,670.3244402734952,1.0,325.1631974381081,447.419,386.2910987190541,2.0,60.0,2002,Bionicle,636.0
8560-1,92.3759083630989,92.3759083630989,92.3759083630989,3.0,6.718247880952648,46.305,15.289899986380934,18.0,8.0,2002,Bionicle,41.0
8561-1,93.8396567904545,93.8396567904545,93.8396567904545,2.0,7.725985063095545,29.79249527044138,16.12800203716656,22.0,8.0,2002,Bionicle,41.0
8563-1,80.43303391875587,80.43303391875587,80.43303391875587,1.0,11.197079801587746,56.595,20.09529107640818,17.0,8.0,2002,Bionicle,41.0
8564-1,107.24627966215311,150.26481093730754,121.5857900872046,3.0,6.718247880952648,41.16,17.278218477057003,18.0,8.0,2002,Bionicle,41.0
8565-1,100.5429682263038,136.71634437738638,118.6296563018451,2.0,6.718247880952648,44.1,16.805198773124793,19.0,8.0,2002,Bionicle,41.0
8570-1,100.5429682263038,100.5429682263038,100.5429682263038,1.0,9.517517831349585,22.90922527404853,14.903258251053282,25.0,8.0,2002,Bionicle,44.0
8571-1,126.61065677555824,126.61065677555824,126.61065677555824,1.0,11.141094402579808,25.865254341667693,18.109644948462392,16.0,8.0,2002,Bionicle,42.0
8572-1,144.11449255932433,144.11449255932433,144.11449255932433,1.0,10.021386422421031,38.32,17.393599983613154,35.0,8.0,2002,Bionicle,36.0
8574-1,81.06,81.06,81.06,1.0,8.957663841270197,24.63357556349304,16.122951817122285,12.0,8.0,2003,Bionicle,41.0
8576-1,81.06,81.06,81.06,1.0,11.321148202767723,37.24061908805172,17.96081455247563,20.0,8.0,2003,Bionicle,41.0
8578-1,100.77371821428972,100.77371821428972,100.77371821428972,1.0,5.598539900793873,24.63357556349304,16.098171023138597,11.0,8.0,2003,Bionicle,41.0
8580-1,39.18977930555711,39.18977930555711,39.18977930555711,1.0,11.08510900357187,11.08510900357187,11.08510900357187,1.0,2.0,2003,Bionicle,3.0
8582-1,36.95036334523956,36.95036334523956,36.95036334523956,1.0,15.62,17.120584935296954,16.370292467648476,5.0,4.0,2003,Bionicle,25.0
8592-1,79.95,79.95,79.95,1.0,6.046423092857383,22.34437145283104,10.446838478336716,27.0,9.0,2003,Bionicle,45.0
8594-1,349.79677300160114,349.79677300160114,349.79677300160114,1.0,83.9780985119081,194.60524695159503,118.97830379170448,6.0,20.0,2003,Bionicle,172.0
8604-1,128.09459293016383,128.09459293016383,128.09459293016383,1.0,7.837955861111422,24.140904052223178,14.594458868975533,18.0,8.0,2004,Bionicle,44.0
8605-1,162.58159871905406,162.58159871905406,162.58159871905406,1.0,10.021386422421031,23.40189678531839,14.635349471545489,27.0,8.0,2004,Bionicle,46.0
8614-1,43.66861122619221,43.66861122619221,43.66861122619221,2.0,5.3745983047621175,33.516557179246554,12.877419759838126,21.0,9.0,2004,Bionicle,32.0
8616-1,19.70686045079444,54.86569102777995,42.59369156523979,3.0,5.598539900793873,20.58,10.73001950942651,10.0,9.0,2004,Bionicle,32.0
8618-1,23.40189678531839,44.78831920635098,34.09510799583469,2.0,5.598539900793873,17.24350289444513,9.976078407035832,15.0,9.0,2004,Bionicle,32.0
8619-1,42.54890324603343,42.54890324603343,42.54890324603343,1.0,7.837955861111422,35.0,13.869240271876858,9.0,9.0,2004,Bionicle,32.0
8621-1,87.33722245238442,128.09459293016383,107.71590769127413,2.0,42.4929178470255,88.2,61.89852282524718,7.0,19.99,2004,Bionicle,179.0
8623-1,154.51970126191088,154.51970126191088,154.51970126191088,1.0,54.19386623968469,164.967,87.65019332033542,8.0,20.0,2004,Bionicle,203.0
8624-1,151.16057732143457,151.16057732143457,151.16057732143457,1.0,63.30905244968793,63.30905244968793,63.30905244968793,1.0,59.99,2006,Bionicle,507.0
8631-1,67.1712817297249,67.1712817297249,67.1712817297249,1.0,10.336434033691672,13.134174607262429,11.735304320477049,2.0,9.99,2008,Agents,88.0
8639-1,5.0,138.0,66.55448778958447,4.0,27.040947720834406,27.040947720834406,27.040947720834406,1.0,69.99,2011,Cars,743.0
8648-1,18.12919190675072,18.12919190675072,18.12919190675072,1.0,3.6,9.853430225397217,6.726715112698608,2.0,10.0,2005,Racers,64.0
8652-1,245.4287921710018,277.88333650009497,257.5648700485137,3.0,50.38685910714486,142.50427512825382,92.16673235231346,5.0,40.0,2005,Racers,477.0
