set_number,min_value_new,max_value_new,mean_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,RRP (USD),Year,Theme,Pieces
30241-1,14.50021834305613,64.69336796963353,29.4551396181436,9.0,6.00722278431472,8.397809851190809,7.600947495565446,3.0,4.99,2013,Star Wars,49.0
30242-1,13.418135952553472,22.3829625233739,17.900549237963688,11.0,8.0,9.517517831349585,8.758758915674793,2.0,4.99,2013,Star Wars,45.0
30244-1,6.709067976276736,11.418833695623004,9.765048146495108,6.0,5.367254381021389,8.397809851190809,6.882532116106098,2.0,4.49,2014,Star Wars,45.0
30246-1,7.48444638485647,20.854746689308964,13.27261516357784,12.0,4.65,4.65,4.65,1.0,3.99,2014,Star Wars,57.0
30250-1,2.5,11.18588272178616,6.255830229099408,14.0,2.8178085500362293,6.353,4.5854042750181145,2.0,3.99,2013,Legends of Chima,33.0
30260-1,5.353836245068836,15.272816849365686,9.496184950321442,18.0,4.818452620561952,5.367254381021389,5.09285350079167,2.0,3.99,2013,The Lone Ranger,24.0
30264-1,3.019080589324531,9.20959813680592,5.845210230363988,17.0,3.354533988138368,3.359123940476324,3.356828964307346,2.0,3.99,2014,Legends of Chima,32.0
30265-1,3.019080589324531,14.50021834305613,7.128403895830258,21.0,3.354533988138368,3.354533988138368,3.354533988138368,1.0,4.69,2014,Legends of Chima,31.0
30276-1,4.696347583393715,18.37440795440549,8.456990249873156,9.0,4.5,7.278101871032035,5.448612363606438,5.0,3.99,2015,Star Wars,41.0
30278-1,5.367254381021389,15.664714642421258,9.644423341356053,10.0,4.478831920635098,4.99,4.721726501342938,3.0,3.99,2016,Star Wars,64.0
30282-1,4.682929447441162,17.221108734841955,8.391434459827739,34.0,3.918977930555711,3.918977930555711,3.918977930555711,1.0,4.99,2014,The LEGO Movie,40.0
30285-1,4.923355988758132,14.0,9.596015469527032,4.0,3.354533988138368,4.690765722971689,4.023580165625366,3.0,3.99,2015,Creator,73.0
30300-1,7.264,14.89624763522069,10.95554047871578,10.0,7.837955861111422,7.837955861111422,7.837955861111422,1.0,3.99,2014,DC Comics Super Heroes,57.0
30301-1,7.47792716635805,10.021386422421031,8.646965983878548,27.0,3.341115852185814,3.341115852185814,3.341115852185814,1.0,4.99,2014,DC Comics Super Heroes,45.0
30302-1,8.050881571532083,8.050881571532083,8.050881571532083,1.0,5.038685910714486,5.038685910714486,5.038685910714486,1.0,3.99,2014,Marvel Super Heroes,45.0
30303-1,6.594,19.48,9.262729891574446,67.0,4.1989049255954045,4.226712825054343,4.212808875324874,2.0,3.99,2015,DC Comics Super Heroes,47.0
30311-1,4.343450607841559,19.52770717396903,6.97740049963481,15.0,1.9201352548104016,3.9583501060032735,2.974645280272492,5.0,3.49,2015,City,51.0
30313-1,5.598539900793873,30.0,9.332113894494835,14.0,3.9583501060032735,3.9583501060032735,3.9583501060032735,1.0,3.49,2015,City,48.0
30315-1,8.185488075553769,9.95,9.067744037776883,7.0,6.107,6.107,6.107,1.0,3.99,2015,City,39.0
30329-1,8.271282849432868,8.271282849432868,8.271282849432868,23.0,5.150656708730363,5.150656708730363,5.150656708730363,2.0,4.99,2020,Duplo,5.0
30342-1,4.025440785766041,24.884390151048606,7.91151641507061,357.0,2.227099172535803,5.486569102777996,3.858886935620524,3.0,4.99,2020,Speed Champions,70.0
30347-1,4.467634840833511,11.694447476338237,6.442140721913685,12.0,2.348173791696857,5.2906202062502095,3.691199877220525,5.0,3.99,2016,City,53.0
30349-1,4.468239272200306,18.44718897311581,7.639487339384309,105.0,2.146901752408556,4.478831920635098,3.5503914862698984,3.0,3.99,2016,City,47.0
30357-1,5.760897557916895,7.188,6.576650524901951,6.0,3.443853315599468,3.443853315599468,3.443853315599468,1.0,3.99,2018,City,58.0
30365-1,3.515883057698552,11.18588272178616,7.7983612382667795,85.0,4.025440785766041,4.025440785766041,4.025440785766041,1.0,3.99,2019,City,36.0
30366-1,3.4822918182937888,9.965401023413094,5.524881029864111,127.0,2.463357556349304,5.0,3.775450029299025,3.0,4.99,2020,City,37.0
30367-1,3.247153142460446,7.98,5.687401979549641,9.0,2.6861794444009,2.6861794444009,2.6861794444009,1.0,4.99,2020,City,39.0
30368-1,3.468,5.4081895441668815,4.407677040127108,110.0,2.575328354365181,2.575328354365181,2.575328354365181,3.0,4.99,2020,City,33.0
30369-1,3.247153142460446,18.37440795440549,6.44624218998972,60.0,5.0,5.0,5.0,1.0,4.99,2020,City,45.0
30382-1,5.038685910714486,37.3243458106126,8.980020704460905,120.0,3.918977930555711,3.918977930555711,3.918977930555711,1.0,3.99,2018,Jurassic World,48.0
30399-1,5.598539900793873,7.826758781309834,6.945147208008152,40.0,8.0,8.0,8.0,1.0,3.99,2016,Friends,51.0
30401-1,3.529619967605237,6.0363457210359535,4.54707341095682,10.0,5.542554501785935,5.542554501785935,5.542554501785935,1.0,3.99,2017,Friends,40.0
30403-1,2.743284551388998,6.1133710983538,4.997290191200076,141.0,2.8084158548694416,3.998604513860936,3.25300342609738,3.0,3.99,2018,Friends,25.0
30406-1,5.315875743616091,7.619,6.373011634631945,66.0,1.8911867784881704,3.219160442956477,2.832376916100281,4.0,3.99,2018,Unikitty,46.0
30407-1,5.0,37.3243458106126,10.502623689698709,44.0,5.0,5.0,5.0,1.0,3.99,2018,Harry Potter,40.0
30411-1,2.228218880515961,25.271809112183544,5.507581051419814,234.0,2.6068433361636205,7.12,4.86342166808181,2.0,4.99,2020,Friends,75.0
30450-1,3.82,9.35555798107059,6.496477952589103,309.0,2.77,3.0,2.885,2.0,3.99,2018,Marvel Super Heroes,59.0
30453-1,4.826887140483103,24.884390151048606,8.268593907084249,591.0,5.150656708730363,15.0,10.413776144827942,4.0,4.99,2020,Marvel Super Heroes,32.0
30463-1,4.478831920635098,8.823298883651145,6.194290134818312,141.0,3.695036334523956,5.150656708730363,4.422846521627159,3.0,4.99,2020,Hidden Side,38.0
30464-1,3.727648030790297,24.884390151048606,6.328915478319085,203.0,2.5,5.0,3.787664177182591,4.0,4.99,2020,Hidden Side,46.0
30474-1,6.812387623111397,14.43,10.70391275551424,14.0,6.709067976276736,6.709067976276736,6.709067976276736,1.0,3.49,2016,Creator,77.0
30496-1,4.691576436865266,18.76966487140154,8.975055172070046,33.0,6.15839389087326,6.15839389087326,6.15839389087326,1.0,3.99,2017,Star Wars,55.0
3050-1,201.09263976404344,201.09263976404344,201.09263976404344,1.0,29.79249527044138,33.54533988138368,31.668917575912527,2.0,12.0,1999,Castle,104.0
3051-1,120.65290253385174,120.65290253385174,120.65290253385174,1.0,30.0,30.0,30.0,1.0,15.0,1999,Castle,145.0
30536-1,3.749,11.30233235172267,5.916117916554053,182.0,2.463357556349304,5.813523832984358,3.746916137604646,3.0,4.99,2020,Ninjago,71.0
30537-1,5.121,12.944138324149725,7.586764995035675,116.0,5.150656708730363,5.150656708730363,5.150656708730363,1.0,4.99,2020,Ninjago,47.0
30542-1,6.695649840324182,6.695649840324182,6.695649840324182,2.0,7.065836975109253,7.065836975109253,7.065836975109253,1.0,3.99,2018,Creator,68.0
30548-1,2.0127203928830206,12.405,4.794604448060685,345.0,2.239415960317549,2.239415960317549,2.239415960317549,2.0,4.99,2020,Miscellaneous,26.0
30550-1,4.103729747281909,10.0,6.635421671122182,105.0,2.979249527044138,3.0,2.9896247635220687,2.0,4.99,2020,Creator,67.0
30553-1,4.445240681230335,10.66,6.242260166431588,1437.0,3.8629925315477727,5.957,4.89549477208344,9.0,3.99,2019,Disney,42.0
30554-1,3.082832629933688,16.795619702381618,7.744891039261698,24.0,3.333370656932672,4.506824620139068,4.115673299070269,7.0,4.99,2020,Disney,43.0
30555-1,3.56914536977843,9.95,5.869130164330421,175.0,3.5,10.0,5.588248132886943,4.0,4.99,2020,Trolls World Tour,51.0
30556-1,2.12,9.79,4.679164073202455,247.0,1.489624763522069,5.794488797321659,3.5257837900026665,4.0,4.99,2020,Dots,85.0
30571-1,3.991758949266032,24.884390151048606,6.8489599964116765,30.0,3.219160442956477,4.926715112698608,4.204916615407098,4.0,3.99,2019,Creator,62.0
30574-1,4.137331834699802,18.0,8.767548069690104,24.0,3.8629925315477727,3.8629925315477727,3.8629925315477727,2.0,4.99,2020,Creator,55.0
30575-1,4.826887140483103,37.3243458106126,9.260253641007028,25.0,3.8629925315477727,3.8629925315477727,3.8629925315477727,2.0,4.99,2020,Creator,59.0
30576-1,5.5,15.0,8.483050785841497,103.0,3.447776528916502,5.150656708730363,4.299216618823433,2.0,4.99,2020,Creator,70.0
30579-1,2.25,9.379277030834876,5.742225607074345,70.0,10.0,10.0,10.0,1.0,4.99,2021,Creator,52.0
30607-1,11.25,222.8218880515961,29.609671793944905,55.0,7.448123817610345,7.448123817610345,7.448123817610345,1.0,3.99,2017,The LEGO Batman Movie,13.0
3061-1,58.77347187853408,93.0,75.88673593926704,2.0,15.859772033015908,27.58221223133201,22.53704832766397,9.0,34.99,2012,Friends,222.0
3065-1,33.580042324961646,34.0839109160331,33.83197662049737,4.0,8.937748581132414,25.0,14.286009381867906,7.0,19.99,2012,Friends,191.0
31000-1,8.477,8.66,8.5685,5.0,4.655,7.725985063095545,6.086428804045339,3.0,6.99,2013,Creator,65.0
31001-1,12.009231677535356,12.009231677535356,12.009231677535356,1.0,4.025440785766041,7.0,5.344662451726101,8.0,6.99,2013,Creator,62.0
31002-1,10.0,21.27445162301672,16.495739511135497,9.0,2.6836271905106943,8.892720778420989,5.219847173178425,6.0,14.99,2013,Creator,121.0
31004-1,31.3406263646441,35.25960429519981,33.30011532992195,2.0,8.621751447222564,22.797412983388345,13.226022363106583,5.0,14.99,2013,Creator,166.0
31005-1,12.076322357298125,15.0,13.538161178649062,2.0,9.23759083630989,13.425298682103708,10.995532365159166,4.0,17.99,2013,Creator,256.0
31006-1,39.17858222575553,58.5,48.83929111287776,2.0,12.0,23.177955189286635,17.518891379270546,11.0,24.99,2013,Creator,286.0
31008-1,24.99,24.99,24.99,1.0,8.721788369159757,27.040947720834406,15.215483479256893,7.0,19.99,2013,Creator,235.0
31009-1,30.861712690872984,54.86569102777995,43.50150861506745,4.0,17.588744395286827,30.19080589324531,23.250505183494216,3.0,24.99,2013,Creator,271.0
31010-1,55.55108284357137,65.269,60.41004142178569,2.0,16.795619702381618,46.31388941668249,25.934890057677627,11.0,29.99,2013,Creator,356.0
31011-1,89.57663841270197,146.437,113.90441216170822,4.0,40.9646809968569,40.9646809968569,40.9646809968569,1.0,59.99,2013,Creator,618.0
31012-1,55.55108284357137,146.897,109.39389039927812,4.0,78.20530008490861,150.0,102.71240292435564,5.0,69.99,2013,Creator,756.0
31013-1,2.751122507250109,10.066174741627384,6.408648624438746,2.0,2.75,10.077371821428972,5.084366214387134,7.0,4.99,2014,Creator,66.0
31014-1,8.000313518234444,10.570043332698832,9.40078561697776,7.0,2.968839065171955,8.957663841270197,5.167961261942109,10.0,4.99,2014,Creator,64.0
31015-1,12.921430091032258,42.879640746573536,24.823435335284618,4.0,3.79,10.077371821428972,6.819225773560046,8.0,4.99,2014,Creator,56.0
31017-1,12.305590701944933,22.282188805159613,17.317796794499706,5.0,4.025440785766041,8.9458712395674,6.308835143238415,9.0,12.99,2014,Creator,119.0
31018-1,15.664714642421258,36.89437794623163,23.2143456986418,4.0,4.511,11.197079801587746,7.58997789798598,8.0,12.99,2014,Creator,129.0
31019-1,19.0076119825416,34.389,26.6983059912708,2.0,15.395984727183151,25.75328354365181,20.6545000616082,6.0,19.99,2014,Creator,272.0
31020-1,45.0,45.0,45.0,1.0,9.95,16.031730951928555,13.81123369270655,3.0,17.99,2014,Creator,216.0
31021-1,46.89638515417439,46.89638515417439,46.89638515417439,1.0,22.8108311193409,26.836271905106944,24.38403434148261,3.0,19.99,2014,Creator,285.0
31022-1,13.418135952553472,33.580042324961646,26.48990323403986,3.0,8.721788369159757,23.513867583334267,15.957955583582224,5.0,24.99,2014,Creator,186.0
31023-1,27.575316678274184,65.0,47.20355439323022,5.0,12.407,13.27,12.8385,4.0,29.99,2014,Creator,328.0
31024-1,32.471531424604464,32.471531424604464,32.471531424604464,1.0,12.0,27.99269950396937,21.03005991333176,4.0,29.99,2014,Creator,374.0
31025-1,55.55108284357137,86.16152907321771,70.85630595839454,2.0,33.0,49.15761719622827,41.14717267952379,7.0,39.99,2014,Creator,550.0
31026-1,104.92982314896815,166.83648904365742,135.40970691780493,6.0,62.05997752049704,93.9269516678743,74.38980266596595,3.0,89.99,2014,Creator,1023.0
31027-1,6.73,6.73,6.73,2.0,2.376,8.935269681667021,4.559168703268424,14.0,4.99,2015,Creator,67.0
31028-1,11.745736711865543,11.745736711865543,11.745736711865543,2.0,3.0,8.957663841270197,4.840516289307932,9.0,4.99,2015,Creator,53.0
31030-1,27.880728705953487,27.880728705953487,27.880728705953487,1.0,4.2,11.87535626068782,7.066791406611554,6.0,9.99,2015,Creator,106.0
31031-1,43.48945794936681,44.78831920635098,44.13888857785889,2.0,21.14,38.62992531547772,25.67719990896961,5.0,14.99,2015,Creator,215.0
31032-1,29.750774784552323,29.750774784552323,29.750774784552323,1.0,10.0,22.39415960317549,16.059753446037163,4.0,14.99,2015,Creator,221.0
31033-1,42.32496165000168,42.32496165000168,42.32496165000168,1.0,12.55,25.75328354365181,17.854502079796408,8.0,24.99,2015,Creator,264.0
31035-1,35.332,54.99,43.170593101852376,4.0,17.25706464857902,35.34815084917351,25.7580588495388,5.0,29.99,2015,Creator,286.0
31036-1,40.73746075195234,93.9269516678743,74.21782914946822,9.0,48.07340105375698,64.38320885912954,56.22830495644326,2.0,39.99,2015,Creator,466.0
31037-1,25.0,60.0,35.74567487599234,4.0,12.0,17.803356884524515,15.39640976108909,3.0,24.99,2015,Creator,282.0
31038-1,59.58499054088276,120.0,82.78705907675005,12.0,41.70949337861793,51.71664793374753,47.48530689891226,4.0,49.99,2015,Creator,536.0
31039-1,156.75911722222844,220.0,188.37955861111425,2.0,79.653,150.0,106.54766666666669,3.0,69.99,2015,Creator,608.0
31040-1,13.166646138687032,13.166646138687032,13.166646138687032,1.0,2.44,7.725985063095545,4.6949876645504185,5.0,4.99,2016,Creator,65.0
31042-1,17.87149350686196,17.87149350686196,17.87149350686196,1.0,4.025440785766041,10.066174741627384,7.161620559234146,13.0,9.99,2016,Creator,100.0
31043-1,13.784210562608171,28.55367320202891,21.168941882318546,2.0,6.026084856291764,9.39269516678743,8.051817829192492,8.0,9.99,2016,Creator,124.0
31046-1,36.8,36.89437794623163,36.84718897311581,3.0,5.587342820992285,20.12720392883021,11.325464126907558,8.0,19.99,2016,Creator,222.0
31047-1,12.34993552657891,55.9294136089308,39.42644971183657,5.0,12.0,12.31678778174652,12.15839389087326,2.0,19.99,2016,Creator,230.0
31048-1,44.44086627485709,52.62627506746241,47.285153516223495,3.0,28.9,53.9,37.53083175681379,3.0,29.99,2016,Creator,368.0
31049-1,39.18977930555711,67.12649341051853,56.4753158142396,7.0,11.99,20.12720392883021,15.548166248518662,6.0,29.99,2016,Creator,326.0
31050-1,55.55108284357137,103.5289210647838,80.27509572277295,14.0,37.24061908805172,64.38320885912954,46.13120698679532,4.0,39.99,2016,Creator,467.0
31051-1,180.0,180.0,180.0,1.0,64.66313585416923,87.204465555645,72.94784634742362,5.0,59.99,2016,Creator,528.0
31052-1,142.76276747024377,150.0,146.3813837351219,2.0,58.78466895833567,100.77371821428972,74.78382851934903,5.0,69.99,2016,Creator,792.0
31053-1,45.0,59.99,52.495000000000005,2.0,33.47926860674736,59.67,46.574634303373685,3.0,34.99,2016,Creator,387.0
31054-1,11.197079801587746,11.197079801587746,11.197079801587746,1.0,5.598539900793873,8.937748581132414,6.578612415143837,6.0,4.99,2017,Creator,71.0
31055-1,6.33,6.709067976276736,6.5195339881383685,4.0,2.239415960317549,6.404729646508191,3.966565519712459,5.0,4.99,2017,Creator,72.0
31056-1,8.84569304325432,13.0,10.92284652162716,2.0,5.289,10.628443853315597,8.111107718632368,6.0,9.99,2017,Creator,122.0
31057-1,8.397809851190809,8.397809851190809,8.397809851190809,1.0,6.15839389087326,8.36981715168684,7.243289618760822,7.0,9.99,2017,Creator,102.0
31058-1,10.05018382846255,39.99,18.27676796198096,83.0,5.0,41.16,11.487238147351514,17.0,14.99,2017,Creator,174.0
31059-1,20.12720392883021,20.12720392883021,20.12720392883021,1.0,13.418135952553472,23.481737916968576,18.04395365368224,3.0,19.99,2017,Creator,194.0
31062-1,35.74298701372392,35.74298701372392,35.74298701372392,1.0,9.853430225397217,20.60262683492145,13.494898084390972,5.0,19.99,2017,Creator,205.0
31063-1,26.03119274254816,59.58499054088276,41.4737122763326,7.0,30.23211546428692,38.62992531547772,34.43102038988232,2.0,29.99,2017,Creator,275.0
31064-1,43.66861122619221,61.52795350972467,55.06552157863896,3.0,18.78539033357486,34.47086973610719,26.628130034841025,2.0,34.99,2017,Creator,359.0
31065-1,56.78555135120629,134.1813595255347,97.7212739450305,5.0,50.31800982207552,50.31800982207552,50.31800982207552,1.0,49.99,2017,Creator,566.0
31066-1,36.361,70.566,58.97566666666666,6.0,12.0,30.0,22.32272097070525,7.0,29.99,2017,Creator,285.0
31067-1,35.713753705441604,70.0,51.00448647233822,9.0,33.59123940476324,34.47086973610719,34.03105457043522,2.0,29.99,2017,Creator,356.0
31068-1,50.61000134066229,88.1770034375035,70.21942113523329,4.0,40.25440785766042,44.81419932285669,42.53430359025855,2.0,29.99,2017,Creator,386.0
31069-1,98.24853555397362,160.0,118.06606691972364,7.0,48.26887140483103,77.25985063095544,62.76436101789324,2.0,69.99,2017,Creator,728.0
31070-1,66.06277082936771,150.0,92.6041278975326,10.0,44.99,61.583938908732605,51.61197158683527,3.0,59.99,2017,Creator,664.0
31071-1,9.23759083630989,9.39269516678743,9.31514300154866,2.0,4.293803504817111,11.208276881389333,6.470173268322294,10.0,9.99,2018,Creator,109.0
31072-1,13.380510362897356,22.0,17.690255181448677,2.0,5.0,13.418135952553472,7.3623840046799325,14.0,9.99,2018,Creator,109.0
31074-1,30.0,30.0,30.0,1.0,10.791,26.1257837735132,15.04810833868988,6.0,19.99,2018,Creator,241.0
31075-1,37.24061908805172,45.0,41.12030954402586,3.0,22.34437145283104,22.34437145283104,22.34437145283104,2.0,19.99,2018,Creator,225.0
31077-1,47.364,81.85062931057618,61.76581679437517,7.0,30.0,60.0,46.78605024183232,4.0,39.99,2018,Creator,396.0
31079-1,46.582,85.0,57.29081701505168,11.0,27.575316678274184,28.17808550036229,27.851917108659617,3.0,34.99,2018,Creator,379.0
31080-1,50.37566202734328,54.85449394797837,52.615077987660825,2.0,27.99269950396937,46.92318005094517,37.45793977745727,2.0,34.99,2018,Creator,374.0
31081-1,60.883,60.883,60.883,1.0,40.0,44.821094875914525,43.1699459271922,3.0,39.99,2018,Creator,422.0
31084-1,119.74344524058718,248.25,159.13573844740358,18.0,80.49539757936827,100.77371821428972,89.52713727166432,5.0,89.99,2018,Creator,923.0
31085-1,58.51369962713724,96.82560962893449,72.70319444387047,6.0,41.36642279394019,44.78831920635098,43.07737100014559,2.0,49.99,2018,Creator,581.0
31086-1,33.54533988138368,61.16964695607386,44.23832894581918,3.0,10.467,24.5,17.319059879662138,4.0,14.99,2019,Creator,157.0
31087-1,17.22,17.22,17.22,1.0,7.37997477390441,7.37997477390441,7.37997477390441,1.0,12.99,2019,Creator,147.0
31088-1,10.41,39.18977930555711,19.825253579008344,129.0,7.143736913412982,17.813034391031728,10.344478288922986,12.0,14.99,2019,Creator,230.0
31089-1,14.95,65.0,28.50876846033273,11.0,7.448123817610345,13.155814040989831,10.581568168420102,4.0,19.99,2019,Creator,221.0
31092-1,11.031,17.971313081548335,13.826063383869489,5.0,4.926715112698608,10.301313417460726,8.562817897788927,4.0,9.99,2019,Creator,114.0
31093-1,25.827184270342293,100.0,45.22562971481839,25.0,25.75328354365181,25.75328354365181,25.75328354365181,1.0,39.99,2019,Creator,396.0
31095-1,55.81417442523275,104.27373344654482,70.53845076957693,7.0,40.683763041214725,66.06277082936771,49.58217795686081,3.0,49.99,2019,Creator,595.0
31097-1,84.99,148.9624763522069,108.97950278343764,31.0,67.18247880952647,80.0,73.05749293650882,3.0,79.99,2019,Creator,969.0
31098-1,39.17858222575553,74.48123817610345,53.8476708217896,8.0,22.33817420416755,22.33817420416755,22.33817420416755,1.0,29.99,2019,Creator,305.0
31099-1,14.89624763522069,29.98,21.37491326940416,10.0,6.99,17.603,11.631437805820244,4.0,9.99,2020,Creator,128.0
31100-1,9.59365797400038,16.73963430337368,13.127793749790056,11.0,3.724061908805172,10.734508762042775,7.67083625592723,7.0,9.99,2020,Creator,134.0
31101-1,10.637225811508358,31.06,22.600828068839647,4.0,6.038161178649062,11.588977594643318,7.788607420878061,6.0,14.99,2020,Creator,163.0
31102-1,14.151435253459654,52.145,32.029643507967016,4.0,20.12720392883021,20.12720392883021,20.12720392883021,1.0,19.99,2020,Creator,234.0
31103-1,20.14354656305636,38.95352092174361,29.02618996965592,43.0,7.448123817610345,19.456297131202533,13.154347768750991,4.0,19.99,2020,Creator,198.0
31104-1,55.0,104.27373344654482,77.70057781551493,6.0,33.58564086486245,33.58564086486245,33.58564086486245,1.0,49.99,2020,Creator,499.0
31105-1,42.3327996058628,88.45693043254319,56.27229662565996,259.0,32.874433083756,60.38161178649062,41.7247074063584,9.0,39.99,2020,Creator,554.0
31107-1,49.99,99.65401023413094,70.45435296198373,22.0,40.0,40.0,40.0,1.0,39.99,2020,Creator,510.0
31108-1,54.99,110.85109003571868,91.39035006624258,20.0,93.81531445943378,93.81531445943378,93.81531445943378,1.0,69.99,2020,Creator,766.0
31109-1,90.0,267.61020725794714,145.42636228589552,100.0,99.99,128.76641771825908,114.37820885912951,2.0,99.99,2020,Creator,1264.0
31111-1,6.718247880952648,27.6,13.79655247712578,18.0,5.531357421984347,5.531357421984347,5.531357421984347,1.0,9.99,2021,Creator,113.0
31112-1,14.844195325859774,39.99,22.037614496139483,87.0,6.205997752049703,11.181,8.34511174833506,3.0,14.99,2021,Creator,224.0
31113-1,22.0,22.0,22.0,1.0,12.640210930866516,12.640210930866516,12.640210930866516,1.0,19.99,2021,Creator,328.0
31114-1,22.3829625233739,34.3,29.13946785573421,61.0,19.31496265773886,20.60262683492145,19.95879474633016,2.0,19.99,2021,Creator,236.0
31116-1,25.0,41.56374691240737,33.768337801901794,6.0,16.795619702381618,29.651605535270484,23.223612618826053,2.0,29.99,2021,Creator,397.0
31117-1,60.49,121.09753776215165,88.29121759845032,26.0,40.0,59.58499054088276,49.84499684696092,3.0,39.99,2021,Creator,486.0
31120-1,106.361061035282,280.0,156.1302214729163,146.0,89.99,95.0,92.495,2.0,99.99,2021,Creator,1426.0
31122-1,57.3803458908701,57.3803458908701,57.3803458908701,1.0,58.8,58.8,58.8,1.0,29.99,2021,Creator,352.0
31129-1,33.291,92.0,56.79273575761121,94.0,41.36642279394019,41.36642279394019,41.36642279394019,1.0,49.99,2022,Creator,755.0
3177-1,15.272816849365686,17.624203607699112,16.4485102285324,3.0,7.278101871032035,7.278101871032035,7.278101871032035,1.0,4.99,2010,City,43.0
3178-1,23.50267050353268,24.63357556349304,24.06812303351285,102.0,4.758758915674792,12.232809683234612,7.97090680714877,30.0,10.99,2010,City,102.0
3181-1,223.94159603175493,223.94159603175493,223.94159603175493,1.0,32.0,55.15752890960619,42.43847448546224,8.0,39.99,2010,City,309.0
3182-1,391.8977930555711,391.8977930555711,391.8977930555711,1.0,59.58499054088276,131.58,97.27299810817657,5.0,99.99,2010,City,703.0
3183-1,32.20352628612833,41.8,35.47302410390828,5.0,8.714304866604103,20.0,12.70866872539212,5.0,14.99,2012,Friends,130.0
3184-1,122.0,122.0,122.0,1.0,13.418135952553472,38.99,21.988599725328413,14.0,34.99,2012,Friends,309.0
3187-1,74.47379005228584,74.47379005228584,74.47379005228584,1.0,12.0,36.95036334523956,20.55436849356005,6.0,24.99,2012,Friends,221.0
3222-1,111.97079801587746,112.8553673202029,112.41308266804018,2.0,33.59123940476324,44.78831920635098,37.616809449073806,3.0,29.99,2010,City,267.0
3300001-1,60.0,60.0,60.0,1.0,26.108,26.108,26.108,1.0,14.99,2011,Promotional,197.0
3300003-1,89.34149973686863,108.61167407540114,97.63316637382457,5.0,28.82215602608486,28.82215602608486,28.82215602608486,1.0,0.0,2012,Promotional,280.0
3300014-1,53.65912567426133,82.28733946186834,67.97323256806484,2.0,32.487,51.50656708730363,41.13936555766998,4.0,14.99,2012,Seasonal,109.0
3316-1,31.34286578060442,47.027735166668535,39.186793417610026,3.0,33.54533988138368,33.54533988138368,33.54533988138368,1.0,34.99,2012,Friends,212.0
3352-1,83.9780985119081,83.9780985119081,83.9780985119081,1.0,28.1686928051955,30.0,29.08434640259776,2.0,12.99,2007,Duplo,8.0
3353-1,100.77371821428972,100.77371821428972,100.77371821428972,1.0,38.0,38.0,38.0,1.0,29.99,2007,Duplo,45.0
3365-1,10.917152806548051,10.917152806548051,10.917152806548051,1.0,2.239415960317549,11.0,5.032496391963514,14.0,4.99,2011,City,37.0
3366-1,29.10121040432655,29.10121040432655,29.10121040432655,1.0,5.0,19.03503566269917,11.212167004520682,12.0,19.99,2011,City,165.0
3367-1,51.064031920957625,59.33332586861347,56.390276556035055,4.0,14.0,33.46807152694577,22.39695843214727,10.0,29.99,2011,City,231.0
3368-1,157.05858694194936,180.0,168.42516667188792,4.0,20.0,100.77371821428972,61.318886564225295,9.0,69.99,2011,City,494.0
3402-1,26.0,36.86150958573536,31.43075479286768,19.0,12.0,19.594889652778555,14.637225811508358,4.0,10.0,2000,Sports,62.0
3403-1,32.0,32.0,32.0,76.0,18.0,39.18977930555711,28.594889652778555,2.0,15.0,2000,Sports,81.0
3405-1,67.18247880952647,67.18247880952647,67.18247880952647,1.0,25.0,44.78831920635098,34.894159603175495,2.0,20.0,2000,Sports,131.0
3408-1,46.0,46.0,46.0,37.0,30.791969454366303,44.78831920635098,36.4512669915686,5.0,30.0,2000,Sports,222.0
3414-1,21.0,21.0,21.0,1.0,8.957663841270197,8.957663841270197,8.957663841270197,1.0,5.0,2000,Sports,24.0
3416-1,28.0,28.0,28.0,1.0,12.0,12.0,12.0,1.0,9.95,2001,Sports,62.0
3420-1,179.14207974560236,179.14207974560236,179.14207974560236,1.0,100.63601964415103,100.63601964415103,100.63601964415103,1.0,50.0,2002,Sports,388.0
3438-1,227.9058855074407,227.9058855074407,227.9058855074407,1.0,175.0,175.0,175.0,1.0,10.0,1999,Town,88.0
3442-1,150.0,150.0,150.0,1.0,22.0,22.0,22.0,1.0,10.0,1998,Town,106.0
3451-1,225.0,415.0,302.1187114400564,3.0,78.37955861111422,195.9488965277856,135.76459259425144,4.0,50.0,2001,Creator Expert,574.0
3538-1,167.57608258479692,167.57608258479692,167.57608258479692,1.0,69.99,69.99,69.99,1.0,30.0,2003,Sports,195.0
3542-1,12.06290422134557,12.06290422134557,12.06290422134557,1.0,5.598539900793873,10.171902697710449,6.991749417006661,5.0,8.0,2003,Sports,46.0
3549-1,27.99269950396937,27.99269950396937,27.99269950396937,1.0,11.197079801587746,11.197079801587746,11.197079801587746,1.0,4.0,2003,Sports,17.0
3559-1,6.695649840324182,6.695649840324182,6.695649840324182,1.0,4.99,4.99,4.99,1.0,4.0,2003,Sports,40.0
3563-1,83.9780985119081,83.9780985119081,83.9780985119081,1.0,55.0,67.0772616268148,61.0386308134074,2.0,8.0,2003,Sports,12.0
3570-1,123.1678778174652,123.1678778174652,123.1678778174652,1.0,34.43853315599468,34.43853315599468,34.43853315599468,1.0,20.0,2006,Sports,199.0
3571-1,58.84017815912173,58.84017815912173,58.84017815912173,1.0,24.578808598114136,24.578808598114136,24.578808598114136,1.0,20.0,1998,Znap,142.0
