Number,Theme,Subtheme,Year,RRP (USD),Value used (USD),Minifigs,Pieces,Launch date,Retired Date
3327-1,Explore,Logic,2002,25.0,116.72,2.0,26.0,,
3361-1,Explore,Imagination,2002,30.0,21.06,,4.0,,
3362-1,Explore,Imagination,2002,30.0,17.58,,4.0,,
3363-1,Explore,Imagination,2002,35.0,16.84,,4.0,,
3364-1,Explore,Imagination,2002,50.0,16.94,,7.0,,
3370-1,Explore,Imagination,2002,8.0,17.72,,6.0,,
3420-1,Sports,Football,2002,50.0,58.02,12.0,388.0,01/01/2002,31/12/2005
3421-1,Sports,Football,2002,30.0,55.41,6.0,225.0,01/03/2002,31/12/2003
3422-1,Sports,Football,2002,20.0,17.0,2.0,110.0,01/03/2002,31/12/2003
3423-1,Sports,Football,2002,10.0,9.29,2.0,54.0,01/01/2002,30/06/2004
3424-1,Sports,Football,2002,7.0,9.63,1.0,37.0,01/03/2002,31/12/2003
3425-1,Sports,Football,2002,90.0,89.0,22.0,548.0,01/03/2002,31/12/2002
3426-1,Sports,Football,2002,20.0,19.11,6.0,133.0,01/02/2002,31/12/2002
3610-1,Explore,Together,2002,6.0,11.78,1.0,8.0,,
3611-1,Explore,Together,2002,10.0,14.99,1.0,13.0,,
3612-1,Explore,Logic,2002,20.0,17.0,2.0,33.0,,
3613-1,Explore,Logic,2002,18.0,24.75,2.0,20.0,,
3615-2,Explore,Imagination,2002,30.0,91.39,5.0,45.0,,
3616-1,Explore,Being Me,2002,20.0,25.0,3.0,14.0,,
3618-1,Explore,Logic,2002,50.0,48.3,3.0,53.0,,
3619-1,Explore,Together,2002,50.0,59.73,7.0,75.0,,
3620-1,Explore,Together,2002,50.0,86.14,4.0,82.0,,
3621-1,Explore,Logic,2002,25.0,70.06,2.0,29.0,,
3739-1,Castle,My Own Creation,2002,40.0,244.95,2.0,619.0,22/01/2002,31/12/2003
3806-1,Spybotics,,2002,60.0,53.85,,244.0,,
3807-1,Spybotics,,2002,60.0,75.73,,202.0,,
3808-1,Spybotics,,2002,60.0,81.46,,235.0,,
3809-1,Spybotics,,2002,60.0,40.0,,260.0,,
4103-1,Creator,Bucket,2002,5.0,8.55,,200.0,01/05/2002,31/12/2006
4105-1,Creator,Bucket,2002,10.0,15.0,,500.0,,
4106-1,Creator,Bucket,2002,10.0,16.14,,500.0,,
4107-1,Creator,Bucket,2002,20.0,23.99,,1000.0,,
4109-1,Town,Accessories,2002,6.99,14.0,,2.0,,
4110-1,Town,Accessories,2002,7.0,20.61,,2.0,,
4111-1,Town,Accessories,2002,7.0,32.64,,2.0,,
4341-1,Explore,Imagination,2002,10.0,3.75,,9.0,,
4342-1,Explore,Imagination,2002,10.0,3.97,,9.0,,
4344-1,Explore,Imagination,2002,10.0,5.08,,9.0,,
4524-1,Creator,Seasonal,2002,15.0,22.55,,231.0,,
4534-1,Trains,9V,2002,160.0,267.36,,456.0,01/09/2002,31/12/2002
4535-1,Trains,9V,2002,170.0,399.0,,762.0,01/09/2002,31/12/2002
4582-1,Racers,Drome Racers,2002,4.0,2.09,1.0,29.0,01/01/2002,31/12/2003
4583-1,Racers,Drome Racers,2002,4.0,2.66,1.0,38.0,01/01/2002,31/12/2002
4584-1,Racers,Drome Racers,2002,10.0,5.1,1.0,57.0,01/01/2002,31/12/2003
4585-1,Racers,Drome Racers,2002,10.0,4.72,1.0,60.0,01/01/2002,31/12/2003
4586-1,Racers,Drome Racers,2002,20.0,22.48,1.0,168.0,01/09/2002,31/12/2003
4587-1,Racers,Drome Racers,2002,40.0,13.32,2.0,195.0,01/09/2002,31/12/2003
4588-1,Racers,Drome Racers,2002,50.0,35.0,2.0,359.0,01/09/2002,31/12/2003
4589-1,Racers,Drome Racers,2002,70.0,37.11,1.0,136.0,01/09/2002,31/12/2003
4590-1,Racers,Drome Racers,2002,4.0,2.98,1.0,26.0,01/01/2002,31/12/2002
4591-1,Racers,Drome Racers,2002,4.0,3.25,1.0,28.0,01/01/2002,31/12/2002
4592-1,Racers,Drome Racers,2002,4.0,2.79,1.0,25.0,01/01/2002,31/12/2002
4593-1,Racers,Drome Racers,2002,6.99,5.5,2.0,70.0,01/01/2002,31/12/2003
4594-1,Racers,Drome Racers,2002,7.0,3.05,2.0,66.0,01/01/2002,31/12/2002
4595-1,Racers,Drome Racers,2002,10.0,12.41,2.0,71.0,01/03/2002,31/12/2002
4596-1,Racers,Drome Racers,2002,9.99,23.54,1.0,89.0,01/03/2002,31/12/2002
4612-1,Jack Stone,,2002,4.0,1.72,1.0,7.0,,
4613-1,Jack Stone,,2002,4.0,1.18,1.0,13.0,,
4614-1,Jack Stone,,2002,4.0,1.28,1.0,12.0,,
4615-1,Jack Stone,,2002,4.0,3.59,1.0,20.0,,
4616-1,Jack Stone,,2002,7.0,3.4,1.0,34.0,,
4617-1,Jack Stone,,2002,10.0,5.17,2.0,28.0,,
4618-1,Jack Stone,,2002,20.0,7.76,2.0,41.0,,
4619-1,Jack Stone,,2002,30.0,8.2,2.0,63.0,,
4620-1,Jack Stone,,2002,70.0,18.02,5.0,170.0,,
4621-1,Jack Stone,,2002,10.0,11.0,2.0,32.0,,
4622-1,Jack Stone,,2002,20.0,20.0,2.0,65.0,,
4711-1,Harry Potter,Philosopher's Stone,2002,4.0,8.95,2.0,23.0,01/01/2002,31/12/2003
4712-1,Harry Potter,Philosopher's Stone,2002,10.0,29.01,2.0,71.0,01/01/2002,31/12/2003
4714-1,Harry Potter,Philosopher's Stone,2002,30.0,55.06,4.0,250.0,01/01/2002,31/12/2003
4726-1,Harry Potter,Chamber of Secrets,2002,13.0,17.34,3.0,128.0,20/09/2002,31/12/2004
4727-1,Harry Potter,Chamber of Secrets,2002,20.0,21.51,2.0,178.0,20/09/2002,31/12/2003
4728-1,Harry Potter,Chamber of Secrets,2002,30.0,47.07,3.0,278.0,20/09/2002,31/12/2004
4729-1,Harry Potter,Chamber of Secrets,2002,50.0,70.06,3.0,446.0,20/09/2002,31/12/2004
4730-1,Harry Potter,Chamber of Secrets,2002,70.0,125.04,5.0,591.0,20/09/2002,31/12/2003
4731-1,Harry Potter,Chamber of Secrets,2002,7.0,14.64,2.0,70.0,20/09/2002,31/12/2003
4733-1,Harry Potter,Chamber of Secrets,2002,20.0,29.84,4.0,129.0,20/09/2002,31/12/2003
4735-1,Harry Potter,Chamber of Secrets,2002,10.0,22.7,3.0,90.0,20/09/2002,31/12/2003
4788-1,Alpha Team,Mission Deep Sea,2002,10.0,9.99,2.0,68.0,15/02/2002,31/12/2002
4790-1,Alpha Team,Mission Deep Sea,2002,4.0,5.3,1.0,32.0,01/01/2002,31/12/2003
4791-1,Alpha Team,Mission Deep Sea,2002,7.0,6.86,1.0,42.0,01/01/2002,31/12/2003
4792-1,Alpha Team,Mission Deep Sea,2002,10.0,14.32,1.0,111.0,01/01/2002,31/12/2003
4793-1,Alpha Team,Mission Deep Sea,2002,20.0,18.41,3.0,115.0,01/01/2002,31/12/2003
4794-1,Alpha Team,Mission Deep Sea,2002,30.0,19.39,2.0,189.0,01/01/2002,31/12/2003
4795-1,Alpha Team,Mission Deep Sea,2002,50.0,62.72,4.0,468.0,01/01/2002,31/12/2003
4796-1,Alpha Team,Mission Deep Sea,2002,10.0,14.53,1.0,62.0,01/01/2002,31/12/2003
4797-1,Alpha Team,Mission Deep Sea,2002,10.0,14.54,1.0,57.0,,
4798-1,Alpha Team,Mission Deep Sea,2002,3.0,7.42,1.0,21.0,01/09/2002,01/12/2002
4799-1,Alpha Team,Mission Deep Sea,2002,3.0,8.89,1.0,18.0,,
4800-1,Alpha Team,Mission Deep Sea,2002,3.0,2.4,1.0,23.0,01/09/2002,01/12/2002
5433-1,Explore,Being Me,2002,8.0,6.05,,5.0,,
5836-1,Belville,,2002,4.0,11.4,1.0,23.0,,
5837-1,Belville,,2002,7.0,26.66,1.0,31.0,,
5838-1,Belville,,2002,10.0,24.04,1.0,38.0,,
5842-1,Belville,,2002,17.0,28.17,1.0,36.0,,
5843-1,Belville,,2002,27.0,28.89,2.0,71.0,,
5850-1,Belville,,2002,50.0,61.35,3.0,149.0,01/03/2002,31/12/2003
6636-1,Town,Police,2002,65.0,36.82,7.0,273.0,01/09/2002,31/12/2002
6731-1,Island Xtreme Stunts,,2002,4.0,4.09,1.0,11.0,01/07/2002,01/09/2002
6732-1,Island Xtreme Stunts,,2002,4.0,2.65,1.0,16.0,01/07/2002,15/08/2002
6733-1,Island Xtreme Stunts,,2002,4.0,3.81,1.0,19.0,01/07/2002,15/08/2002
6734-1,Island Xtreme Stunts,,2002,7.0,6.32,2.0,53.0,01/07/2002,31/12/2003
6735-1,Island Xtreme Stunts,,2002,10.0,8.31,2.0,85.0,01/07/2002,31/12/2003
6736-1,Island Xtreme Stunts,,2002,13.0,11.46,2.0,87.0,01/07/2002,31/12/2003
6737-1,Island Xtreme Stunts,,2002,13.0,6.78,2.0,93.0,01/07/2002,31/12/2003
6738-1,Island Xtreme Stunts,,2002,20.0,28.07,3.0,108.0,01/07/2002,31/12/2003
6739-1,Island Xtreme Stunts,,2002,30.0,25.3,3.0,199.0,01/07/2002,31/12/2003
6740-1,Island Xtreme Stunts,,2002,50.0,42.36,6.0,330.0,01/07/2002,31/12/2003
6762-1,Western,Cowboys,2002,100.0,285.75,10.0,673.0,01/01/2002,31/12/2002
6763-1,Western,Indians,2002,70.0,196.44,7.0,343.0,01/01/2002,31/12/2003
6764-1,Western,Cowboys,2002,30.0,64.93,4.0,171.0,01/01/2002,31/12/2003
7103-1,Star Wars,Episode II,2002,10.0,32.69,2.0,82.0,23/04/2002,31/12/2003
7113-1,Star Wars,Episode II,2002,10.0,25.98,3.0,93.0,23/04/2002,31/12/2003
7119-1,Star Wars,Episode V,2002,10.0,19.85,1.0,118.0,01/01/2002,31/12/2003
7133-1,Star Wars,Episode II,2002,30.0,102.39,3.0,259.0,23/04/2002,31/12/2003
7139-1,Star Wars,Episode VI,2002,13.0,33.1,4.0,121.0,01/01/2002,31/12/2003
7142-1,Star Wars,Episode IV,2002,30.0,63.76,4.0,267.0,01/10/2002,31/12/2002
7143-1,Star Wars,Episode II,2002,20.0,33.88,1.0,138.0,18/03/2002,31/12/2003
7152-1,Star Wars,Episode IV,2002,50.0,68.92,3.0,410.0,01/10/2002,31/12/2002
7153-1,Star Wars,Episode II,2002,50.0,272.93,2.0,360.0,23/04/2002,31/12/2003
7163-1,Star Wars,Episode II,2002,90.0,273.81,8.0,693.0,23/04/2002,31/12/2003
7194-1,Star Wars,Ultimate Collector Series,2002,100.0,282.07,,1075.0,01/01/2002,31/12/2003
7200-1,Star Wars,Episode VI,2002,7.0,28.93,2.0,31.0,01/01/2002,31/12/2003
7201-1,Star Wars,Episode VI,2002,7.0,17.97,3.0,26.0,01/01/2002,31/12/2002
7203-1,Star Wars,Episode I,2002,7.0,20.98,3.0,59.0,01/01/2002,31/12/2003
7204-1,Star Wars,Episode I,2002,7.0,22.75,3.0,53.0,01/01/2002,31/12/2002
7831-1,Creator,Bucket,2002,5.0,9.71,,200.0,,
8009-1,Star Wars,Technic,2002,20.0,27.13,,240.0,01/01/2002,31/12/2003
8010-1,Star Wars,Technic,2002,40.0,42.12,,391.0,01/01/2002,31/12/2003
8011-1,Star Wars,Technic,2002,30.0,28.95,,422.0,23/04/2002,31/12/2003
8012-1,Star Wars,Technic,2002,35.0,36.23,,379.0,23/04/2002,31/12/2003
8310-1,Galidor,,2002,10.0,17.67,,12.0,,
8311-1,Galidor,,2002,10.0,17.0,,12.0,,
8312-1,Galidor,,2002,10.0,20.0,,13.0,,
8313-1,Galidor,,2002,15.0,15.0,,15.0,,
8314-1,Galidor,,2002,15.0,10.79,,14.0,,
8315-1,Galidor,,2002,40.0,35.0,,9.0,,
8316-1,Galidor,,2002,60.0,40.0,,9.0,,
8317-1,Galidor,,2002,10.0,14.71,,10.0,,
8318-1,Galidor,,2002,20.0,24.67,,29.0,,
8320-1,Galidor,,2002,10.0,10.17,,10.0,,
8321-1,Galidor,,2002,20.0,20.99,,27.0,,
8324-1,Galidor,,2002,10.0,20.39,,10.0,,
8430-1,Technic,,2002,35.0,38.0,,318.0,01/09/2002,31/12/2003
8431-1,Technic,,2002,85.0,100.84,,862.0,01/09/2002,31/12/2002
8461-1,Racers,Williams F1,2002,129.99,268.9,,1484.0,01/09/2002,31/12/2003
8468-1,Racers,Drome Racers,2002,8.0,4.56,,92.0,01/01/2002,31/12/2003
8469-1,Racers,Drome Racers,2002,10.0,6.23,,144.0,01/01/2002,31/12/2003
8470-1,Racers,Drome Racers,2002,15.0,8.45,,148.0,01/01/2002,31/12/2002
8471-1,Racers,Drome Racers,2002,20.0,6.04,,119.0,01/01/2002,31/12/2003
8472-1,Racers,Drome Racers,2002,69.99,32.24,,347.0,01/09/2002,31/12/2003
8473-1,Racers,Drome Racers,2002,50.0,40.0,,500.0,01/09/2002,31/12/2003
8475-1,Racers,Drome Racers,2002,130.0,173.39,,283.0,01/09/2002,31/12/2003
8550-1,Bionicle,Bohrok Va,2002,2.99,7.32,,26.0,01/01/2002,31/12/2002
8551-1,Bionicle,Bohrok Va,2002,3.0,5.87,,28.0,01/01/2002,31/12/2002
8552-1,Bionicle,Bohrok Va,2002,3.0,7.44,,28.0,01/01/2002,31/12/2002
8553-1,Bionicle,Bohrok Va,2002,3.0,6.43,,27.0,01/01/2002,31/12/2002
8554-1,Bionicle,Bohrok Va,2002,3.0,6.35,,27.0,01/01/2002,31/12/2002
8555-1,Bionicle,Bohrok Va,2002,3.0,6.11,,26.0,01/01/2002,31/12/2002
8556-1,Bionicle,Warriors,2002,15.0,56.18,,157.0,01/06/2002,31/12/2003
8557-1,Bionicle,Warriors,2002,35.0,98.64,,378.0,01/06/2002,31/12/2003
8558-1,Bionicle,Warriors,2002,60.0,186.33,,636.0,01/06/2002,31/12/2003
8560-1,Bionicle,Bohrok,2002,8.0,8.34,,41.0,01/03/2002,31/12/2002
8561-1,Bionicle,Bohrok,2002,8.0,9.8,,41.0,01/03/2002,31/12/2002
8562-1,Bionicle,Bohrok,2002,8.0,8.93,,41.0,01/03/2002,31/12/2002
8563-1,Bionicle,Bohrok,2002,8.0,10.01,,41.0,01/03/2002,31/12/2002
8564-1,Bionicle,Bohrok,2002,8.0,9.21,,41.0,01/03/2002,31/12/2002
8565-1,Bionicle,Bohrok,2002,8.0,9.19,,41.0,01/03/2002,31/12/2002
8566-1,Bionicle,Toa Nuva,2002,8.0,9.81,,41.0,01/09/2002,31/12/2003
8567-1,Bionicle,Toa Nuva,2002,8.0,10.01,,37.0,01/09/2002,31/12/2003
8568-1,Bionicle,Toa Nuva,2002,8.0,8.45,,40.0,01/09/2002,31/12/2003
8570-1,Bionicle,Toa Nuva,2002,8.0,9.75,,44.0,01/09/2002,31/12/2003
8571-1,Bionicle,Toa Nuva,2002,8.0,11.45,,42.0,01/09/2002,31/12/2003
8572-1,Bionicle,Toa Nuva,2002,8.0,11.94,,36.0,01/09/2002,31/12/2003
9785-1,Education,,2002,150.0,113.57,,219.0,01/10/2002,31/12/2007
9786-1,Education,,2002,150.0,134.68,,217.0,01/10/2002,31/12/2009
10020-1,Trains,9V,2002,40.0,313.98,2.0,435.0,01/09/2002,31/07/2005
10022-1,Trains,9V,2002,35.0,290.91,,411.0,09/09/2002,31/07/2005
10023-1,Bionicle,Accessories,2002,12.99,92.88,,112.0,01/05/2002,31/12/2003
10024-1,Creator Expert,Aircraft,2002,50.0,229.32,,664.0,13/05/2002,28/02/2005
10025-1,Trains,9V,2002,35.0,265.88,,326.0,01/09/2002,31/07/2005
10026-1,Star Wars,Ultimate Collector Series,2002,40.0,371.91,,187.0,01/10/2002,31/12/2002
10030-1,Star Wars,Ultimate Collector Series,2002,269.99,535.0,,3096.0,06/12/2002,31/12/2007
10036-1,Town,Shops and Services,2002,20.0,45.27,3.0,151.0,01/02/2002,31/12/2003
10037-1,Town,Shops and Services,2002,23.0,60.0,5.0,183.0,01/03/2002,31/12/2003
10039-1,Castle,Black Falcons,2002,40.0,245.19,6.0,426.0,21/10/2002,31/12/2003
10040-1,Pirates,,2002,90.0,607.8,8.0,906.0,21/10/2002,31/12/2003
10043-1,Bulk Bricks,,2002,6.0,9.0,,1.0,,
10045-1,Bulk Bricks,,2002,13.0,14.0,,13.0,,
10047-1,Bulk Bricks,,2002,5.99,4.95,,36.0,,
10051-1,Bulk Bricks,,2002,7.0,17.95,,50.0,,
10057-1,Bulk Bricks,,2002,5.0,12.0,,56.0,,
10066-1,Bulk Bricks,Castle,2002,5.0,14.78,1.0,37.0,,
10068-1,Seasonal,Christmas,2002,2.5,15.0,,39.0,01/10/2002,31/12/2005
10069-1,Seasonal,Christmas,2002,2.5,5.25,,33.0,,
10070-1,Seasonal,Christmas,2002,2.5,3.5,,26.0,,
10075-1,Studios,Spider-Man,2002,7.0,39.0,,25.0,01/08/2002,31/12/2003
10076-1,Bulk Bricks,Technic,2002,12.99,22.24,,39.0,,
10153-1,Trains,9V,2002,24.99,70.52,,3.0,01/08/2002,31/12/2007
10166-1,Seasonal,Christmas,2002,2.5,7.5,,31.0,,
65081-1,Star Wars,Product Collection,2002,40.0,175.0,,581.0,,
65153-1,Star Wars,Product Collection,2002,50.0,225.0,,360.0,,
10251-1,Creator Expert,Modular Buildings Collection,2016,169.99,409.0,5.0,2380.0,01/01/2016,31/12/2018
10252-1,Creator Expert,Vehicles,2016,99.99,104.32,,1167.0,01/08/2016,31/12/2020
10253-1,Creator Expert,Buildings,2016,249.99,296.18,,4163.0,01/07/2016,31/12/2018
10254-1,Creator Expert,Winter Village,2016,99.99,158.36,5.0,734.0,01/10/2016,31/12/2019
10702-1,Classic,,2016,29.99,22.99,,583.0,01/01/2016,31/12/2017
10705-1,Classic,,2016,59.99,46.27,,1000.0,01/06/2016,31/12/2017
10720-1,Juniors,City,2016,9.99,7.5,2.0,63.0,01/01/2016,31/12/2017
10721-1,Juniors,Marvel Super Heroes,2016,12.99,22.8,2.0,66.0,01/01/2016,31/12/2016
10722-1,Juniors,Ninjago,2016,14.99,7.22,2.0,92.0,01/01/2016,31/12/2017
10723-1,Juniors,Disney Princess,2016,14.99,10.8,1.0,70.0,01/01/2016,31/07/2017
10724-1,Juniors,DC Comics Super Heroes,2016,19.99,28.93,3.0,164.0,01/06/2016,31/12/2017
10725-1,Juniors,Ninjago,2016,29.99,25.0,3.0,172.0,01/01/2016,31/12/2017
10726-1,Juniors,Friends,2016,12.99,9.74,1.0,58.0,01/06/2016,31/12/2017
10727-1,Juniors,Friends,2016,19.99,15.9,2.0,136.0,01/06/2016,31/12/2017
10728-1,Juniors,Friends,2016,29.99,20.31,2.0,173.0,01/06/2016,31/12/2017
10729-1,Juniors,Disney Princess,2016,24.99,21.0,2.0,116.0,01/01/2016,31/12/2017
10801-1,Duplo,,2016,9.99,11.47,,13.0,01/01/2016,31/12/2017
10803-1,Duplo,,2016,29.99,32.94,2.0,40.0,01/01/2016,31/12/2017
10805-1,Duplo,,2016,99.99,85.46,5.0,163.0,01/01/2016,31/12/2018
10807-1,Duplo,,2016,19.99,20.63,2.0,15.0,01/01/2016,31/12/2016
10809-1,Duplo,,2016,14.99,8.01,2.0,15.0,01/01/2016,31/12/2018
10810-1,Duplo,Trains,2016,29.99,23.47,2.0,45.0,01/06/2016,31/12/2017
10811-1,Duplo,Construction,2016,14.99,17.26,1.0,19.0,01/06/2016,31/12/2017
10812-1,Duplo,Construction,2016,19.99,11.48,2.0,28.0,01/06/2016,31/12/2020
10813-1,Duplo,Construction,2016,49.99,40.05,3.0,67.0,01/06/2016,31/12/2019
10814-1,Duplo,,2016,19.99,9.79,2.0,28.0,01/01/2016,31/12/2016
10815-1,Duplo,,2016,9.99,9.76,,18.0,,
10818-1,Duplo,,2016,19.99,16.11,2.0,29.0,01/01/2016,31/07/2018
10819-1,Duplo,,2016,19.99,18.0,2.0,25.0,01/01/2016,31/12/2016
10822-1,Duplo,Sofia the First,2016,29.99,30.4,1.0,30.0,01/06/2016,31/12/2017
10825-1,Duplo,Miles from Tomorrowland,2016,24.99,26.0,1.0,37.0,01/06/2016,31/12/2016
10827-1,Duplo,Mickey Mouse Clubhouse,2016,34.99,35.0,3.0,48.0,01/06/2016,31/07/2018
10828-1,Duplo,Doc McStuffins,2016,24.99,34.18,1.0,30.0,01/06/2016,31/12/2017
10830-1,Duplo,Minnie,2016,19.99,15.12,1.0,27.0,01/01/2016,31/12/2017
21026-1,Architecture,Skylines,2016,29.99,120.22,,212.0,01/01/2016,31/12/2017
21027-1,Architecture,Skylines,2016,29.99,135.94,,289.0,01/01/2016,31/12/2017
21028-1,Architecture,Skylines,2016,59.99,31.22,,598.0,01/01/2016,31/12/2023
21029-1,Architecture,Landmark Series,2016,49.99,64.45,,780.0,01/09/2016,31/12/2018
21030-1,Architecture,Landmark Series,2016,99.99,104.3,,1032.0,01/09/2016,31/12/2019
21031-1,Architecture,Landmark Series,2016,39.99,52.13,,333.0,01/01/2016,31/12/2017
21123-1,Minecraft,Minifig-scale,2016,19.99,14.36,3.0,208.0,01/03/2016,31/12/2018
21124-1,Minecraft,Minifig-scale,2016,59.99,77.01,3.0,559.0,01/03/2016,31/12/2017
21125-1,Minecraft,Minifig-scale,2016,69.99,86.16,4.0,706.0,01/03/2016,31/12/2017
21126-1,Minecraft,Minifig-scale,2016,39.99,50.46,3.0,318.0,01/03/2016,31/12/2017
21127-1,Minecraft,Minifig-scale,2016,109.99,126.69,4.0,984.0,01/09/2016,31/12/2017
21128-1,Minecraft,Minifig-scale,2016,199.99,347.26,9.0,1600.0,01/06/2016,31/12/2017
21305-1,Ideas,,2016,69.99,103.26,,769.0,01/04/2016,31/12/2016
21306-1,Ideas,Licensed,2016,59.99,112.32,5.0,553.0,01/11/2016,31/12/2017
21307-1,Ideas,Licensed,2016,79.99,92.14,,771.0,01/10/2016,31/12/2017
30278-1,Star Wars,The Force Awakens,2016,3.99,4.19,,64.0,01/01/2016,31/12/2016
30347-1,City,Fire,2016,3.99,2.24,1.0,53.0,01/01/2016,31/12/2017
30349-1,City,Traffic,2016,3.99,2.0,1.0,47.0,01/01/2016,31/12/2017
30399-1,Friends,Amusement Park,2016,3.99,2.87,1.0,51.0,01/06/2016,31/12/2016
30446-1,DC Comics Super Heroes,DC Extended Universe,2016,3.99,6.49,,63.0,01/01/2016,31/12/2016
30474-1,Creator,Seasonal,2016,3.49,4.9,,77.0,01/06/2016,31/12/2016
31040-1,Creator,3 in 1,2016,4.99,5.45,,65.0,,
31041-1,Creator,3 in 1,2016,4.99,4.27,,64.0,,
31042-1,Creator,3 in 1,2016,9.99,9.5,,100.0,,
31043-1,Creator,3 in 1,2016,9.99,6.11,,124.0,,
31044-1,Creator,3 in 1,2016,14.99,19.94,,202.0,,
31045-1,Creator,3 in 1,2016,14.99,12.51,,213.0,,
31046-1,Creator,3 in 1,2016,19.99,11.66,,222.0,,
31047-1,Creator,3 in 1,2016,19.99,8.77,,230.0,01/01/2016,31/12/2017
31048-1,Creator,3 in 1,2016,29.99,30.19,1.0,368.0,01/01/2016,31/12/2017
31049-1,Creator,3 in 1,2016,29.99,13.5,,326.0,01/06/2016,31/12/2017
31050-1,Creator,3 in 1,2016,39.99,42.8,2.0,467.0,01/01/2016,31/12/2017
31051-1,Creator,3 in 1,2016,59.99,66.65,2.0,528.0,01/06/2016,31/12/2017
31052-1,Creator,3 in 1,2016,69.99,65.97,2.0,792.0,01/06/2016,31/07/2018
31053-1,Creator,3 in 1,2016,34.99,19.5,2.0,387.0,01/06/2016,31/12/2017
40165-1,Miscellaneous,,2016,9.99,9.93,2.0,89.0,01/03/2016,31/12/2017
40166-1,Promotional,LEGOLAND,2016,19.99,12.0,4.0,210.0,01/01/2016,31/12/2018
40201-1,Seasonal,Valentine's Day,2016,9.99,7.58,,150.0,01/01/2016,31/12/2017
40202-1,Seasonal,Easter,2016,9.99,6.61,,111.0,01/03/2016,31/12/2017
40203-1,Seasonal,Halloween,2016,5.99,5.22,,150.0,01/09/2016,31/12/2017
40204-1,Seasonal,Thanksgiving,2016,5.99,7.95,,163.0,01/10/2016,31/12/2016
40205-1,Seasonal,Christmas,2016,9.99,10.0,,238.0,01/11/2016,31/12/2016
40206-1,Seasonal,Christmas,2016,9.99,6.87,,155.0,01/11/2016,31/12/2017
40220-1,Creator,Promotional,2016,9.99,8.77,,118.0,01/06/2016,31/12/2022
40223-1,Seasonal,Christmas,2016,9.99,34.54,1.0,215.0,01/10/2016,31/12/2016
40228-1,Promotional,Toys R Us,2016,9.99,6.93,2.0,133.0,01/06/2016,31/12/2016
41065-1,Disney,Tangled,2016,19.99,25.52,1.0,145.0,01/06/2016,31/12/2017
41066-1,Disney,Frozen,2016,29.99,24.37,2.0,174.0,,
41067-1,Disney,Beauty and the Beast,2016,49.99,40.0,6.0,374.0,01/06/2016,31/12/2017
41068-1,Disney,Frozen,2016,59.99,44.86,6.0,477.0,,
41069-1,Disney,Palace Pets,2016,5.99,3.54,,70.0,01/01/2016,31/12/2016
41110-1,Friends,Party,2016,19.99,12.5,1.0,191.0,01/01/2016,31/12/2016
41111-1,Friends,Party,2016,9.99,5.48,1.0,109.0,01/01/2016,31/12/2016
41112-1,Friends,Party,2016,4.99,3.25,,50.0,01/01/2016,31/12/2016
41113-1,Friends,Party,2016,4.99,4.0,,52.0,01/01/2016,31/12/2016
41114-1,Friends,Party,2016,4.99,3.29,,54.0,01/01/2016,31/12/2016
41115-1,Friends,,2016,9.99,6.11,1.0,108.0,01/01/2016,31/12/2016
41116-1,Friends,,2016,14.99,15.7,1.0,185.0,01/01/2016,31/12/2016
41117-1,Friends,Pop Star,2016,19.99,14.41,1.0,194.0,01/01/2016,31/12/2016
41118-1,Friends,,2016,29.99,26.13,2.0,313.0,01/01/2016,31/12/2017
41119-1,Friends,,2016,39.99,22.28,2.0,438.0,01/01/2016,31/12/2017
41120-1,Friends,Adventure Camp,2016,9.99,8.4,1.0,114.0,01/01/2016,31/12/2016
41121-1,Friends,Adventure Camp,2016,29.99,20.5,2.0,320.0,01/01/2016,31/12/2016
41122-1,Friends,Adventure Camp,2016,79.99,59.66,3.0,726.0,01/01/2016,31/12/2016
41123-1,Friends,Vet,2016,9.99,7.25,1.0,77.0,01/06/2016,31/07/2017
41124-1,Friends,Vet,2016,29.99,25.0,2.0,286.0,01/06/2016,31/12/2017
41125-1,Friends,Vet,2016,39.99,19.87,2.0,370.0,01/06/2016,31/12/2017
41126-1,Friends,,2016,59.99,44.93,2.0,575.0,01/06/2016,31/07/2018
41127-1,Friends,Amusement Park,2016,14.99,12.58,1.0,174.0,01/06/2016,31/12/2017
41128-1,Friends,Amusement Park,2016,19.99,13.27,1.0,195.0,01/06/2016,31/12/2017
41129-1,Friends,Amusement Park,2016,29.99,19.63,2.0,243.0,01/06/2016,31/12/2017
41130-1,Friends,Amusement Park,2016,99.99,55.75,4.0,1124.0,01/06/2016,31/07/2018
41131-1,Friends,Seasonal,2016,29.99,16.0,2.0,218.0,01/09/2016,31/12/2016
41132-1,Friends,Party,2016,29.99,18.92,2.0,176.0,01/06/2016,31/12/2017
41133-1,Friends,Amusement Park,2016,39.99,24.0,2.0,424.0,01/06/2016,31/12/2017
41134-1,Friends,,2016,79.99,47.5,3.0,774.0,01/06/2016,31/12/2017
41135-1,Friends,Pop Star,2016,49.99,65.19,2.0,597.0,01/01/2016,31/12/2016
41140-1,Disney,Palace Pets,2016,9.99,5.57,,98.0,01/01/2016,31/12/2016
41141-1,Disney,Palace Pets,2016,9.99,9.99,,79.0,01/01/2016,31/12/2016
41142-1,Disney,Palace Pets,2016,19.99,21.0,,186.0,01/01/2016,31/12/2017
41171-1,Elves,,2016,9.99,27.32,1.0,80.0,01/03/2016,31/12/2016
