Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"1576-1","Duplo","",1994,"Happy Face Carry Case",,30,,,,,5702010915767,,,,,,"",0,0,0,,0,0,,,,,,,,,31.4600,,"",""
"1701-1","Basic","",1994,"Mini Box, 3+",,26,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1702-1","Town","Fire",1994,"Fire Fighter 4 x 4",1,59,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,7.1100,"",""
"1703-1","Basic","",1994,"Dalmatian Station Building Set",,172,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1704-1","Space","Ice Planet 2002",1994,"(Unnamed)",1,47,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,27.3300,"",""
"1705-2","Basic","",1994,"Large Dinosaur Bucket",,329,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1706-2","Basic","",1994,"Small Bucket",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1708-1","Basic","",1994,"Blue Ribbon Savings!",,650,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,35.8600,"",""
"1709-2","Basic","",1994,"Small Bucket",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1710-1","Town","Leisure",1994,"Snowmobile",1,24,,2,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,15.9900,5.8200,"",""
"1711-1","Space","Ice Planet 2002",1994,"Ice Planet Scooter",1,19,,2,,,,042884017118,,,,,"",0,0,0,,0,0,,,,,,,,,60.0000,9.0400,"",""
"1712-1","Castle","Dragon Knights",1994,"Crossbow Cart",1,23,,2,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,57.5900,15.1400,"",""
"1713-1","Pirates","",1994,"Shipwrecked Pirate",1,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,19.9900,10.1800,"",""
"1716-2","Basic","",1994,"Starter Set with Building Plates",,201,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1720-1","Town","Bonus/Value Pack",1994,"Cactus Canyon Value Pack",,133,,10,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,49.0000,26.6500,"",""
"1721-1","Town","Bonus/Value Pack",1994,"Sandypoint Marina Value Pack",,155,,15,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,160.0000,40.2000,"",""
"1722-1","Assorted","Bonus/Value Pack",1994,"Town / Space Value Pack",,106,,,,,,042884017224,,,,,"",0,0,0,,0,0,,,,,,,,,150.0000,48.9000,"",""
"1723-1","Assorted","Bonus/Value Pack",1994,"Castle / Pirates Value Pack",,72,,8,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,339.8500,34.9900,"",""
"1724-1","Basic","",1994,"Bird",,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1725-1","Basic","",1994,"Dinosaur",,11,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1726-1","Basic","",1994,"Girl",,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1727-1","Basic","",1994,"Horse",,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1729-1","Pirates","Bonus/Value Pack",1994,"Barnacle Bay Value Pack",,89,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,506.2800,62.2500,"",""
"1730-1","Town","Leisure",1994,"Snow Scooter",1,24,,,,,5702010917303,,,,,,"",0,0,0,,0,0,,,,,,,,,13.1200,3.3200,"",""
"1731-1","Space","Ice Planet 2002",1994,"Ice Planet Scooter",1,19,,,,,5702010917310,,,,,,"",0,0,0,,0,0,,,,,,,,,24.6300,7.5000,"",""
"1732-1","Castle","Dragon Knights",1994,"Crossbow Cart",1,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,23.8900,14.6700,"",""
"1733-1","Pirates","",1994,"Shipwrecked Pirate",1,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.2600,11.7900,"",""
"1738-1","Duplo","",1994,"Bulk Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1740-1","Town","Leisure",1994,"(Unnamed)",1,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1741-1","Town","Leisure",1994,"(Unnamed)",1,36,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,3.0500,"",""
"1742-1","Town","Leisure",1994,"(Unnamed)",1,81,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,11.1000,"",""
"1755-1","Duplo","",1994,"Medium Bulk Bucket",2,60,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1757-1","Duplo","",1994,"Large Bulk Bucket",3,87,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1775-1","Town","Special",1994,"Aircraft",3,158,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,150.0000,44.4400,"",""
"1790-1","Town","Leisure",1994,"Shark Fisherman",1,19,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,3.5600,"",""
"1791-1","Town","Leisure",1994,"Windsurfer & Van",1,70,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,23.6800,"",""
"1792-1","Town","Leisure",1994,"Pleasure Cruiser",1,66,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,17.9600,"",""
"1794-1","Castle","Dragon Knights",1994,"Dragon Master Chariot",1,36,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,135.0000,26.0500,"",""
"1795-1","Pirates","Imperial Guards",1994,"Imperial Cannon",1,36,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,26.9900,"",""
"1798-1","Basic","Supplementaries",1994,"Building Table",,3,,49.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,27.9100,"",""
"1865-1","Basic","",1994,"Airliner",,28,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0000,1.5200,"",""
"1871-1","Pirates","",1994,"Pirates Cannon",1,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,18.8000,"",""
"1872-1","Pirates","",1994,"Soldiers Forge",2,28,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,20.0200,"",""
"1873-1","Pirates","",1994,"Pirates Treasure",1,45,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,24.3800,"",""
"1900-2","Assorted","Bonus/Value Pack",1994,"Special Bonus Pack",,88,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1904-1","Duplo","",1994,"Bulk Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1906-1","Castle","Dragon Knights",1994,"Majisto's Tower",3,195,,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,300.0000,109.8300,"",""
"1922-1","Duplo","",1994,"Duplo Bucket",1,50,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1935-1","Duplo","",1994,"Robbin Rabbit Building Set",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1945-1","Duplo","",1994,"Playmates building set",1,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2317-1","Duplo","",1994,"Police Building Set",1,11,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,6.0000,"",""
"2327-1","Duplo","",1994,"Supplementary Set",1,19,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,33.8600,,"",""
"2337-1","Duplo","",1994,"Rover's Building Set",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2347-1","Duplo","",1994,"Barnaby Bear's Building Set",,41,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,8.9900,"",""
"2352-1","Duplo","",1994,"Giraffe Bucket",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2359-1","Duplo","",1994,"Elephant Bucket",4,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2380-1","Duplo","",1994,"Panda's Building Bonanza",2,78,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2390-1","Duplo","",1994,"Maxi Building Bucket",2,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2393-1","Duplo","",1994,"Medium Bucket",1,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2394-1","Duplo","",1994,"Large Bucket",2,50,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2396-1","Duplo","",1994,"Extra Large Bucket",1,55,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2397-1","Duplo","",1994,"Circus Bucket",1,41,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2398-1","Duplo","",1994,"Duplo Bucket",1,65,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2444-1","Duplo","",1994,"Lil' Circus",1,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,14.1200,"",""
"2445-1","Duplo","",1994,"Farm Yard",1,19,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2608-1","Duplo","",1994,"DUPLO Family",6,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,31.2300,,"",""
"2616-1","Duplo","",1994,"Mini Safari",1,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,24.4900,,"",""
"2621-1","Duplo","",1994,"Octan Motorbike Transporter",1,4,,9,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,21.8200,11.2800,"",""
"2621-2","Duplo","",1994,"Tractor",1,2,,1.7,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,5.6300,"",""
"2680-1","Duplo","",1994,"Doctor's Surgery",3,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,40.0000,,"",""
"2681-1","Duplo","",1994,"Lion Safari",2,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,59.9500,15.7400,"",""
"2682-1","Duplo","",1994,"Ambulance",3,5,,13,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,100.4500,10.0000,"",""
"2688-1","Duplo","",1994,"Health Center",5,34,,46,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,23.3300,"",""
"2689-1","Duplo","",1994,"Savannah Animals",3,28,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,97.9000,,"",""
"2738-1","Duplo","Trains",1994,"Train Bridge",,11,,17,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,36.5200,22.6500,"",""
"2784-1","Duplo","",1994,"Mother and Baby",2,2,,6,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,38.0000,11.3700,"",""
"2786-1","Duplo","",1994,"Laundry Room",1,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,34.2500,24.2300,"",""
"2787-1","Duplo","",1994,"Nursery",2,11,,9,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,40.0500,20.9000,"",""
"2788-1","Duplo","",1994,"Kitchen",1,19,,15,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,28.4200,"",""
"2789-1","Duplo","",1994,"Bathroom",2,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,48.1100,27.0000,"",""
"2790-1","Duplo","",1994,"Play Room",2,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,56.4300,19.4500,"",""
"2792-1","Duplo","",1994,"Granny's House",2,44,,50,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2794-1","Duplo","",1994,"My House",3,76,,84,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,246.1500,106.3100,"",""
"2795-1","Duplo","",1994,"Playhouse Bucket",2,34,,22,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
