set_number,min_value_new,max_value_new,mean_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used
70315-1,89.57663841270197,93.1015477201293,91.33909306641564,2.0,32.32037084728303,39.13379390654917,35.750876171494475,4.0
70316-1,111.97079801587746,129.88612569841786,123.54111381085147,3.0,37.24061908805172,50.33087370813692,45.935564364923025,5.0
70317-1,139.9634975198468,324.0,202.2420883300302,3.0,21.364028261429418,94.83926591944821,64.86095093066395,3.0
70318-1,16.101763143064165,16.101763143064165,16.101763143064165,1.0,7.781970462103484,8.957663841270197,8.263505291635255,3.0
70320-1,43.66861122619221,50.0,47.31979233149328,7.0,16.795619702381618,22.394159603175492,19.270029616527655,3.0
70321-1,72.78101871032035,72.78101871032035,72.78101871032035,1.0,41.98904925595405,65.314459433783,52.03554249171899,4.0
70322-1,88.45693043254319,106.37225811508358,97.69452126885308,4.0,36.95036334523956,50.33087370813692,43.64061852668824,2.0
70323-1,165.71678106349864,178.03356884524516,171.87517495437191,2.0,85.0,95.17517831349583,89.85088804160665,3.0
70330-1,20.144666271036513,22.394159603175492,21.269412937106004,2.0,5.367254381021389,14.250427512825382,8.795405704513435,4.0
70331-1,14.267154112747463,18.78539033357486,16.52627222316116,2.0,5.542554501785935,11.588977594643318,7.9499266591273,3.0
70334-1,10.917152806548053,10.917152806548053,10.917152806548053,1.0,14.250427512825382,14.250427512825382,14.250427512825382,1.0
70336-1,22.394159603175492,22.394159603175492,22.394159603175492,1.0,14.444232944048192,14.444232944048192,14.444232944048192,1.0
70339-1,22.394159603175492,28.7,25.547079801587746,2.0,10.021386422421031,10.021386422421031,10.021386422421031,1.0
70348-1,41.299656642163704,41.299656642163704,41.299656642163704,1.0,39.18977930555711,39.18977930555711,39.18977930555711,1.0
70349-1,55.97420192813714,95.17517831349583,75.57469012081648,2.0,15.395984727183151,22.562115800199308,19.258977258730923,4.0
7035-1,335.15886848102963,335.15886848102963,335.15886848102963,1.0,65.0,105.69067072012159,85.3453353600608,2.0
70354-1,156.75911722222844,156.75911722222844,156.75911722222844,1.0,40.0,44.732333807343046,42.36616690367153,2.0
70366-1,26.281599681376903,26.281599681376903,26.281599681376903,1.0,10.0,11.141094402579807,10.574111605026742,3.0
7038-1,138.0,138.0,138.0,1.0,67.02566623467548,67.02566623467548,67.02566623467548,1.0
70400-1,33.545339881383676,58.784668958335665,48.55942189559719,7.0,27.064247516050713,33.580042324961646,30.32214492050618,2.0
70402-1,127.6467097381003,127.6467097381003,127.6467097381003,1.0,25.0,97.78,65.69383407588245,5.0
70403-1,190.3391595471901,232.0,211.16957977359505,2.0,184.77757000974145,184.77757000974145,184.77757000974145,1.0
70404-1,446.8874290566207,586.1220099158053,508.0095743578195,3.0,100.0,279.9157979598921,212.27338395286625,10.0
70409-1,48.31597920483831,48.31597920483831,48.31597920483831,1.0,24.57136047429653,33.591239404763236,29.081299939529885,2.0
70410-1,106.37225811508358,106.37225811508358,106.37225811508358,1.0,55.97420192813714,55.97420192813714,55.97420192813714,2.0
70411-1,95.98397163754451,120.67217851207756,108.32807507481104,2.0,55.0,75.0,66.67686011488203,5.0
70412-1,156.74792014242686,179.14207974560236,171.56970658346359,5.0,111.95960093607587,115.0,113.47980046803794,2.0
70413-1,240.7213589888093,344.0880975858669,283.782965027565,4.0,201.0993430754793,240.72601865433495,221.753876044769,3.0
70419-1,31.455,73.73642579434241,45.54916097993355,21.0,24.15264471459625,24.15264471459625,24.15264471459625,1.0
70420-1,27.981502424167775,54.99,40.00548614594558,18.0,29.78504714662377,29.78504714662377,29.78504714662377,1.0
70421-1,29.78504714662377,65.99,44.09647713397685,38.0,20.12720392883021,26.16536510747927,24.097523012103164,3.0
70422-1,52.241,104.27373344654482,66.39550931211654,25.0,33.65630241668599,51.50656708730363,40.72095650132987,3.0
70423-1,54.99,93.8253409110253,72.026715124346,39.0,37.57078066714972,46.96347583393715,41.59622145291576,3.0
70424-1,67.31260483337198,189.23064864683292,107.9873369618349,24.0,60.38161178649062,60.38161178649062,60.38161178649062,1.0
70425-1,120.0,195.94889652778556,145.5102117668835,21.0,95.17517831349583,100.63601964415103,97.90559897882343,2.0
70427-1,20.0,35.602,29.08557970491648,12.0,9.99,15.345,12.6675,2.0
70428-1,13.436495761905295,35.506,22.813322708231905,39.0,15.0,20.602626834921452,17.801313417460726,2.0
70429-1,26.068433361636206,60.404,38.668163734196405,6.0,21.469017524085555,32.19160442956477,25.33251509422125,3.0
70430-1,22.450145002183433,54.99,32.693877929978655,52.0,15.0,15.0,15.0,1.0
70432-1,55.0,104.27373344654482,75.147016624411,12.0,28.848259214302274,36.95036334523956,32.89931127977091,2.0
70433-1,23.502670503532677,23.502670503532677,23.502670503532677,1.0,9.99,19.232172809534852,14.611086404767427,2.0
7044-1,55.929413608930794,55.929413608930794,55.929413608930794,1.0,24.577590164485102,24.577590164485102,24.577590164485102,1.0
70504-1,150.0,150.0,150.0,1.0,40.0,40.0,40.0,1.0
7051-1,291.1240748412814,291.1240748412814,291.1240748412814,1.0,56.19162532957949,80.44172503555806,68.31667518256877,2.0
7052-1,148.12616869520429,148.12616869520429,148.12616869520429,1.0,53.223547988261764,53.223547988261764,53.223547988261764,1.0
70588-1,114.0,114.0,114.0,1.0,33.545339881383676,50.274888309128976,43.98549141917946,4.0
70590-1,88.51627495549161,88.51627495549161,88.51627495549161,1.0,58.368891393607605,65.0,61.684445696803806,2.0
70591-1,45.0,52.99,48.995000000000005,2.0,24.67836388269939,33.591239404763236,30.62028089740862,3.0
70593-1,95.17517831349583,133.18926423988623,115.26846223162165,5.0,45.0,65.25508265247957,56.70725539030305,4.0
70602-1,170.19561298413373,170.19561298413373,170.19561298413373,1.0,35.83065536508079,68.95553057833004,52.393092971705414,2.0
70603-1,156.7031318232205,156.7031318232205,156.7031318232205,1.0,40.9646809968569,40.9646809968569,40.9646809968569,1.0
70604-1,146.0,146.0,146.0,1.0,22.344371452831034,70.0,48.02033979552618,3.0
70605-1,250.0,250.0,250.0,1.0,215.0,215.0,215.0,1.0
70606-1,9.707868187976576,15.378586357590725,11.885484848522433,3.0,6.038161178649062,10.721090626090223,8.148025959593713,4.0
70607-1,24.689370152698388,70.604,34.08943200825967,14.0,12.892145023213375,21.24645892351275,16.105847046328087,5.0
70608-1,48.0,83.9780985119081,69.1584682225494,13.0,25.494458309851595,40.0,31.20940609766449,7.0
70609-1,43.66861122619221,71.584,53.765762553536135,6.0,16.997167138810198,33.47926860674736,22.766905649407132,9.0
70611-1,60.32980292264379,60.32980292264379,60.32980292264379,1.0,29.79249527044138,52.22318019460525,40.90610817528986,4.0
70612-1,85.0,179.005,123.60794318829564,3.0,46.82929447441161,150.0,72.05778377525884,7.0
70613-1,150.0,150.0,150.0,1.0,72.78101871032035,83.9780985119081,80.2270767783762,3.0
70614-1,95.17517831349583,95.17517831349583,95.17517831349583,1.0,25.0,65.0,53.845402946622656,4.0
70617-1,152.16831450357748,244.25,180.2790556605612,6.0,94.05547033333707,134.1813595255347,109.28425416324818,6.0
70618-1,268.0724026029294,390.7780850754123,307.0981380023924,10.0,182.47903353145344,250.0,207.36745754503582,8.0
70620-1,893.574675343098,1100.854,981.6869168326325,5.0,608.0014332262147,749.0,678.5007166131073,2.0
70625-1,195.8929111287776,195.8929111287776,195.8929111287776,1.0,59.376781303439095,105.1503420102603,81.93393769809698,3.0
70629-1,20.79811072645788,44.7771221265494,33.53809623383633,15.0,8.397809851190809,16.51986265686548,14.235147424459893,5.0
70631-1,103.42640031443723,165.75,127.15487246989316,7.0,58.22481496825628,70.0,64.2095173850963,5.0
70638-1,55.0,55.0,55.0,1.0,10.0,27.37299734320908,18.899082369181674,9.0
70640-1,74.48123817610345,85.0,79.74061908805172,3.0,32.71562776427908,54.86569102777995,43.79065939602951,2.0
70641-1,106.87820634619037,114.91,110.89410317309517,2.0,39.18977930555711,99.65401023413094,66.14292669352359,3.0
70643-1,287.2274910703288,287.2274910703288,287.2274910703288,1.0,179.15327682540394,201.27203928830207,186.80510537123533,4.0
7065-1,152.82894221187115,152.82894221187115,152.82894221187115,1.0,59.58499054088276,86.77157101385318,70.62143853471649,3.0
70650-1,40.25440785766042,60.605,50.42970392883021,5.0,12.49,18.772571200983503,15.574934288911995,6.0
70652-1,120.74980543702868,162.907,142.99540258197828,9.0,37.24061908805172,77.25985063095544,57.76295522430366,8.0
70653-1,161.0042132946891,200.25,176.99318297571872,8.0,17.5,99.65401023413094,70.02992419576974,3.0
70656-1,218.2870707319531,305.757,252.43602357731774,6.0,111.97079801587746,115.0,113.48539900793872,2.0
70659-1,20.188105643169294,45.336,32.762052821584646,2.0,13.223,13.223,13.223,1.0
7066-1,170.0,222.82188805159615,204.69062935053205,3.0,100.62260150819847,123.11189241845727,113.80253681031489,6.0
70660-1,22.065769785065612,22.065769785065612,22.065769785065612,1.0,15.0,15.0,15.0,1.0
70662-1,21.263254543215126,21.263254543215126,21.263254543215126,4.0,11.197079801587746,11.197079801587746,11.197079801587746,1.0
70665-1,49.468,49.468,49.468,2.0,13.380510362897356,13.996349751984683,13.5857901592598,3.0
70666-1,33.591239404763236,59.092,44.094413134921076,3.0,22.85323987504059,31.282120033963448,27.06767995450202,2.0
70667-1,67.03311435849311,75.808,71.42055717924656,2.0,33.591239404763236,33.591239404763236,33.591239404763236,1.0
70669-1,167.646,167.646,167.646,1.0,38.07007132539834,90.13649240278136,64.20453876681212,3.0
70670-1,260.25,260.25,260.25,2.0,147.5994954780882,147.5994954780882,147.5994954780882,1.0
70672-1,40.0,40.0,40.0,1.0,15.619926323214905,15.619926323214905,15.619926323214905,1.0
70674-1,99.082,99.082,99.082,2.0,40.0,69.99,54.995,2.0
70675-1,68.0,104.27373344654482,86.13686672327242,10.0,75.85108363616304,75.85108363616304,75.85108363616304,1.0
70677-1,251.9342955357243,335.9011969678308,293.91774625177754,2.0,179.27748395060027,179.27748395060027,179.27748395060027,1.0
70678-1,212.22398539398577,212.22398539398577,212.22398539398577,1.0,167.9561970238162,195.8369257297697,180.9821331929966,4.0
70680-1,9.500285008550255,26.911,18.074773133193997,4.0,7.715428172718246,7.715428172718246,7.715428172718246,1.0
70706-1,32.43676071495446,38.98149158779412,35.70912615137429,2.0,20.602626834921452,22.394159603175492,21.332262146032317,3.0
70721-1,60.0,77.25985063095544,68.62992531547772,2.0,12.0,26.0,19.0,2.0
70725-1,224.0,235.13867583334266,229.56933791667132,2.0,50.0,50.0,50.0,1.0
70727-1,150.0,185.87152470635658,167.9357623531783,2.0,55.15752890960619,55.15752890960619,55.15752890960619,1.0
70728-1,558.7342820992285,558.7342820992285,558.7342820992285,3.0,86.89,223.94159603175493,168.61053201058496,3.0
70735-1,104.13284215476604,218.34305613096106,152.21461322510308,3.0,42.255051928186134,66.06277082936771,54.15891137877692,2.0
70737-1,276.0,276.0,276.0,1.0,89.56544133290038,120.0,104.78272066645019,2.0
70741-1,33.580042324961646,33.580042324961646,33.580042324961646,1.0,12.0,14.89624763522069,13.585120144817221,4.0
70742-1,33.580042324961646,33.580042324961646,33.580042324961646,1.0,12.15,14.89624763522069,13.348749211740229,3.0
70744-1,25.0,25.0,25.0,1.0,2.0,15.0,11.518113581386801,6.0
70748-1,100.76252113448813,100.76252113448813,100.76252113448813,1.0,62.059977520497036,62.059977520497036,62.059977520497036,1.0
70749-1,200.0,235.99,217.995,2.0,25.0,88.4457333527416,56.7228666763708,3.0
70751-1,407.3746075195234,465.5443460345542,439.9313178513592,3.0,449.0,449.0,449.0,1.0
70752-1,23.691335740072198,23.691335740072198,23.691335740072198,2.0,8.901678442262257,117.56933791667133,36.74806806750233,4.0
70753-1,29.62593360672353,40.0,34.96184596730778,3.0,12.747229154925797,27.992699503969366,21.028100037242066,3.0
7078-1,132.0,132.0,132.0,1.0,47.0,67.03311435849311,57.016557179246554,2.0
70780-1,60.38026997289537,60.38026997289537,60.38026997289537,1.0,14.888799511403079,19.706860450794434,16.478914990549377,6.0
70784-1,53.65912567426133,53.65912567426133,53.65912567426133,3.0,27.096933119842344,82.32,47.28718167261978,7.0
70786-1,110.85109003571868,123.16787781746521,117.00948392659194,2.0,34.33,73.5,44.085152605000616,7.0
70789-1,67.0772616268148,67.0772616268148,67.0772616268148,2.0,27.379303153535627,88.2,41.82094642146865,9.0
70790-1,23.655241244730455,33.591239404763236,28.623240324746845,2.0,19.804932274564155,23.177955189286635,21.491443731925393,2.0
70791-1,42.25,65.67087303631213,53.960436518156065,2.0,32.02364823254096,32.02364823254096,32.02364823254096,1.0
70794-1,37.569438853554466,37.569438853554466,37.569438853554466,2.0,15.46,23.40189678531839,20.045449469445035,4.0
70800-1,29.381137399366242,35.08334242901471,31.285604769182925,8.0,9.231204659546261,10.343329586749505,9.741171936592322,3.0
70801-1,19.722631869032192,38.98149158779412,30.982496631092715,8.0,9.39269516678743,20.143546563056354,12.624414046091072,5.0
70802-1,55.97420192813714,55.97420192813714,55.97420192813714,1.0,22.059,35.626068782063456,27.270869643807046,3.0
70803-1,31.32680877686911,38.36818475502203,34.42741532732349,8.0,10.0,22.8108311193409,15.19602854227911,8.0
70804-1,44.66515132853352,81.18454961195276,65.4039670440002,8.0,14.89624763522069,33.545339881383676,26.47759791943406,6.0
70805-1,59.75,110.0,77.47059070194493,6.0,18.247903353145343,29.79249527044138,23.940640295069006,6.0
70806-1,49.26715112698608,88.40094503353525,64.7294025560449,5.0,24.63357556349304,24.63357556349304,24.63357556349304,1.0
70808-1,120.0,125.0,122.5,2.0,32.06346190385711,50.98891661970319,39.179980779570606,4.0
70809-1,116.94447476338236,162.0,135.62200044361336,4.0,3.5,3.5,3.5,3.0
70810-1,450.0,750.0,543.6071026221787,7.0,220.5,379.2554181808152,284.81180606027175,3.0
70811-1,72.78101871032035,75.0,73.89050935516018,2.0,26.99,26.99,26.99,1.0
70812-1,99.65401023413094,99.65401023413094,99.65401023413094,1.0,29.79249527044138,29.79249527044138,29.79249527044138,1.0
70814-1,194.9074579389706,194.9074579389706,194.9074579389706,1.0,50.0,78.0,68.39660523149028,3.0
70815-1,200.0,244.0,220.62433333333334,3.0,83.12749382481474,85.26800210505101,84.19774796493287,2.0
70816-1,249.99,335.9123940476324,288.9772098143456,3.0,172.3888264458251,180.2166835294416,176.30275498763336,2.0
70817-1,26.836271905106944,30.232115464286913,28.89810699203913,17.0,8.061897457143177,8.061897457143177,8.061897457143177,1.0
70818-1,53.67254381021389,75.0,64.33627190510694,2.0,27.582212231332015,27.582212231332015,27.582212231332015,1.0
70819-1,129.0,129.0,129.0,1.0,44.788319206350984,44.788319206350984,44.788319206350984,1.0
70820-1,53.67254381021389,64.1290351476335,58.592285615439415,7.0,18.98688821955234,37.958100527382456,28.4724943734674,2.0
70821-1,23.40189678531839,67.18247880952647,36.7707621852221,10.0,17.915327682540394,17.915327682540394,17.915327682540394,1.0
70822-1,6.3375471676986646,22.394159603175492,13.698223629229735,52.0,5.213686672327241,5.213686672327241,5.213686672327241,1.0
70823-1,10.063601964415104,26.068433361636206,17.541250606433984,43.0,5.598539900793873,8.397809851190809,7.349077107838922,3.0
70826-1,33.580042324961646,45.555,39.23454185309486,12.0,17.231987091524676,17.231987091524676,17.231987091524676,1.0
70828-1,55.86092863207759,160.1070440829032,90.97555663809173,76.0,29.64,37.91864626502369,33.77932313251185,2.0
70830-1,60.38161178649062,126.51580467813993,83.70324630379334,34.0,36.21689074953707,36.21689074953707,36.21689074953707,1.0
70833-1,20.144666271036513,50.375662027343274,34.95280430863631,21.0,17.443576738319514,17.443576738319514,17.443576738319514,1.0
70834-1,80.0,80.0,80.0,1.0,74.48123817610345,74.48123817610345,74.48123817610345,1.0
70835-1,20.143546563056354,218.279,128.38479088387433,27.0,79.29886016507955,81.9293619937138,80.61411107939668,2.0
70900-1,26.068433361636206,36.21554893594182,30.427677477909356,7.0,10.637225811508358,15.0,12.87649559852261,9.0
70901-1,20.517671685049514,44.7771221265494,34.94400799692559,5.0,0.5125727933875426,32.19160442956477,14.234725740984103,3.0
70902-1,22.3829625233739,44.72264712986072,29.64553952291564,20.0,15.0,35.0,21.69444220808845,3.0
70903-1,39.50299224431742,75.0,57.40949611825675,14.0,20.0,46.96347583393715,29.96076119617835,5.0
70904-1,38.62992531547772,69.36590937083609,54.038586055700236,9.0,26.16536510747927,34.62215970294897,31.091372761652707,5.0
70905-1,82.85839053174932,83.9669014321065,83.41264598192791,6.0,40.0,89.57663841270197,61.20611230638532,8.0
70906-1,89.37748581132414,106.36106103528199,95.03867755264342,3.0,64.993,64.993,64.993,1.0
70907-1,33.580042324961646,159.352,123.89983507668792,8.0,86.802,95.0,90.90100000000001,2.0
70908-1,120.0,279.9157979598921,164.69752690309753,9.0,80.0,97.41459427381339,90.86325752910307,3.0
70909-1,84.66546870254716,225.0,160.36729815849736,12.0,11.916998108176552,85.0,60.34955907107,4.0
70910-1,35.83065536508079,88.45693043254319,46.518419030855036,25.0,16.101763143064165,16.101763143064165,16.101763143064165,1.0
70911-1,55.0,111.91481261686953,74.99493201873624,15.0,44.81419932285669,44.81419932285669,44.81419932285669,1.0
70912-1,238.45,335.0,274.1776900357187,10.0,180.0,210.25279745101523,195.1263987255076,2.0
70913-1,35.544642138314146,35.544642138314146,35.544642138314146,1.0,16.29095885999517,32.19160442956477,22.376698183552197,7.0
70914-1,240.629,240.629,240.629,1.0,95.0,105.0,98.84361575220142,3.0
70915-1,52.0,120.0,99.22525185028664,18.0,92.58513807261896,92.58513807261896,92.58513807261896,1.0
70916-1,100.66174741627384,300.0,140.72821475872374,15.0,83.9780985119081,83.9780985119081,83.9780985119081,1.0
70917-1,225.63176895306856,300.0,253.58641590220319,3.0,167.9561970238162,201.54743642857943,184.75181672619783,2.0
70918-1,55.935,55.935,55.935,1.0,11.916998108176552,25.0,19.257248265828505,3.0
70919-1,44.634055033387746,81.5,56.58107945665342,10.0,10.301313417460726,54.33137428548426,32.316343851472496,3.0
70921-1,29.0,100.0,70.30978733123793,3.0,50.0,50.0,50.0,1.0
70922-1,590.3979819123527,1287.0347296888165,856.6510283306901,4.0,515.0656708730363,515.0656708730363,515.0656708730363,1.0
70923-1,191.93984026369745,330.3138541468385,245.28536921051756,5.0,44.68874290566207,145.5620374206407,83.94490641167846,3.0
7097-1,407.64855301226413,407.64855301226413,407.64855301226413,1.0,205.0,205.0,205.0,1.0
71000-1,17.80431211190357,41.98904925595405,24.55508217932073,21.0,16.101763143064165,19.17451627619891,17.638139709631538,2.0
71000-10,12.305590701944933,80.8653103270667,27.19711548833399,9.0,7.11161205485334,18.783101367163443,11.455038072790625,14.0
71000-11,3.220352628612833,37.319866978691955,9.051615868941777,44.0,3.354533988138368,7.0,4.781321265691634,20.0
71000-12,10.734508762042777,64.69336796963353,20.303042086799028,38.0,9.31218635107211,10.077371821428972,9.822309997976685,3.0
71000-13,5.2,26.28178571028676,10.550967097543888,40.0,3.359123940476324,6.65,5.427882289376193,6.0
71000-14,5.4,28.301738906493185,10.37020172798934,44.0,4.025440785766041,8.0,6.371557334244349,13.0
71000-15,41.398974854413225,124.41075367544144,64.88717724103472,6.0,26.836271905106944,38.0,33.89130974425033,6.0
71000-16,14.0,80.8653103270667,24.7981179924636,18.0,8.5,14.0,11.886618668077489,9.0
71000-2,5.587342820992285,36.380431983338745,13.834415145751318,29.0,4.226712825054343,8.0,5.965564450699746,11.0
71000-3,11.807959638247056,80.8653103270667,26.20812843482636,27.0,12.076322357298125,20.67976362044118,16.026272705070188,8.0
71000-4,31.55001175693379,111.95960093607587,53.148656557016494,32.0,24.15264471459625,51.73050868333539,31.146457897662035,30.0
71000-5,8.050881571532083,64.69336796963353,21.636221853086088,34.0,7.958296433459464,13.0,10.932211218334107,11.0
71000-6,3.354533988138368,40.43713399545398,13.215190367392992,26.0,4.012022649813488,7.0,5.653141410000851,20.0
71000-7,8.386612771389222,60.6523418692405,17.12848090605663,44.0,4.818452620561952,15.318724876552194,9.382400107150941,44.0
71000-8,7.270736403562354,44.47704038786684,13.80354182692915,50.0,6.0,8.480261922013794,7.412975755162421,12.0
71000-9,22.797412983388345,80.8653103270667,36.75077629258429,18.0,21.469017524085555,27.880728705953487,25.343468009620434,4.0
71001-1,21.01548452888925,29.62593360672353,25.03269186240388,50.0,13.418135952553472,17.0,15.626098235531094,6.0
71001-10,15.1,80.8653103270667,29.385014126152164,73.0,14.06,17.50309097138431,15.438587734547658,7.0
71001-11,5.9,36.380431983338745,13.216767330761202,81.0,5.150656708730363,9.885901756821822,6.691750561477451,16.0
71001-12,10.2,80.8653103270667,26.47518194793642,33.0,8.050881571532083,19.02383858289758,11.867227251012553,15.0
71001-13,4.012022649813488,37.319866978691955,10.892707052243452,17.0,2.89831736575155,8.5,5.047350132358833,30.0
71001-14,11.846510430079835,64.69336796963353,20.85628623088348,111.0,6.709067976276736,13.75,11.329370998226066,11.0
71001-15,9.517517831349585,16.795619702381618,12.048048521036122,20.0,5.6919732710731825,12.595595068806055,8.016040634960797,10.0
71001-16,2.5,32.34948325476716,6.149011561812096,148.0,2.5,5.951050930270665,3.8613872760595913,38.0
71001-2,20.3,40.2982902059143,32.87440754861962,13.0,20.32847596811851,27.575316678274184,23.17789773160552,8.0
71001-3,14.5,62.199778297819925,31.062606232294616,16.0,12.0,20.63,15.147934119563926,25.0
71001-4,10.207176019107425,20.994524627977025,13.850613885969118,17.0,6.4876687330596035,10.646183475349629,8.156719160925057,15.0
71001-5,10.301313417460726,48.515827072299544,16.11587930421436,47.0,4.696347583393715,9.653774280966205,7.458655387281909,23.0
71001-6,2.6836271905106943,26.28178571028676,5.7278002257566225,123.0,1.3418135952553472,5.0,2.9919088148720827,47.0
71001-7,38.765,138.09358519298166,57.85643493255929,25.0,20.67976362044118,39.18977930555711,29.786333899524934,14.0
71001-8,15.328802248373623,80.86754974302701,24.577282456804543,107.0,9.39269516678743,16.78442262258003,12.49714190383977,7.0
71001-9,7.9,36.380431983338745,13.719576408738634,48.0,3.447776528916502,8.84569304325432,5.839775633952327,22.0
71002-1,6.709067976276736,36.380431983338745,13.970768025495648,22.0,5.031800982207552,9.0,6.905646878784768,13.0
71002-10,11.653651074792691,48.52142561220034,19.85987010237613,13.0,6.641977296513969,12.498180474532242,9.185692231273398,14.0
71002-11,4.137331834699802,49.75982263825594,15.219951275165686,20.0,6.70705080115106,10.336434033691672,8.248346649170971,20.0
71002-12,15.365214690462263,64.69336796963353,27.619084006696387,51.0,12.814319834688567,21.039637173603843,15.433808335346054,5.0
71002-13,11.172185726415517,20.994524627977025,15.180409395629713,48.0,9.39269516678743,24.15264471459625,13.49609814148153,10.0
71002-14,10.69,97.03725268449988,24.043626274484918,29.0,8.721788369159757,20.67976362044118,12.154126518894412,10.0
71002-15,7.33,48.52142561220034,12.805629490483506,68.0,4.827,10.99,6.862988854043183,27.0
71002-16,5.702707779835225,35.58096048550538,10.983119289127803,90.0,3.007004266967233,9.059557267464644,5.320791216923799,35.0
71002-2,11.95,64.69336796963353,27.60090570220258,30.0,10.721090626090223,17.231987091524676,12.850645493188072,8.0
71002-3,22.394159603175492,49.75982263825594,33.1549035425403,18.0,13.406059630196173,16.6116523092612,14.784598312968042,7.0
71002-4,4.025440785766041,37.19669910087449,13.133102126952052,20.0,4.968735743230551,6.830218678968524,5.931635038187539,13.0
71002-5,33.96264390950809,111.95960093607587,72.37178089199776,13.0,19.30754856193241,27.695032606070367,22.82386623069611,3.0
71002-6,12.661810489937587,48.52142561220034,18.605309132208045,90.0,6.340069237581515,18.017221108734844,11.98363363301807,20.0
71002-7,10.089110196745358,32.34948325476716,13.844496956271698,77.0,6.680889890776373,11.811799482694912,9.010733819567035,12.0
71002-8,12.305590701944933,36.380431983338745,20.834429815815753,20.0,4.964710302444785,13.826154139000549,9.675668325422231,17.0
71002-9,4.645534095062095,20.223045829647628,7.1426087429638185,69.0,2.4152644714596248,7.078793850563773,4.522305257431865,38.0
71004-1,6.528247774364643,64.69336796963353,15.514098439437054,41.0,6.457764493138325,10.336434033691672,7.809239705365999,5.0
71004-10,4.006612516380032,24.87991131912797,9.04314344272758,39.0,4.0925314655288085,7.0,5.205408699933033,32.0
71004-11,5.213686672327241,11.68,8.787760633065771,39.0,5.321347140414212,11.506119204111567,8.461483327382814,9.0
71004-12,9.99,32.34948325476716,16.2385033014033,24.0,5.098891661970319,12.0,7.827504845303009,7.0
71004-13,4.600089586776818,32.34948325476716,8.845465927585423,71.0,2.958698977538041,7.0,5.1263280730038545,11.0
71004-14,2.967385351983929,21.024756743441312,6.595632706830483,100.0,3.0,6.70705080115106,4.279882355531981,15.0
71004-15,6.677259333165567,48.52142561220034,13.203925035061296,204.0,4.025440785766041,12.876641771825907,8.162962048195556,39.0
71004-16,12.451152739365572,62.199778297819925,18.64553575071204,36.0,6.718247880952648,16.117076666405403,10.614060800088922,7.0
71004-2,5.072277150119249,32.34948325476716,9.374809443031218,22.0,3.463,5.958499054088276,4.770981136358248,14.0
71004-3,5.027488830912898,24.87991131912797,8.938424267581839,31.0,2.7582212231332015,5.367254381021389,3.7769812318465465,13.0
71004-4,2.892879572583466,27.48771120491776,8.245670051920893,99.0,2.6836271905106943,6.888657504775171,4.53445233447855,15.0
71004-5,10.831598825943066,48.52142561220034,18.16025949973564,42.0,6.026084856291764,13.351045272790703,9.248765380667088,6.0
71004-6,7.7152019151582145,64.69336796963353,17.87362695461963,59.0,8.03746343557953,19.79175053001637,10.392307534516142,22.0
71004-7,4.691576436865266,32.34948325476716,9.548868887427863,38.0,2.98,6.15839389087326,4.456115703643737,16.0
71004-8,25.22277549186339,111.95960093607587,41.123786101757815,13.0,20.67976362044118,24.139226578643694,22.766909372017818,3.0
71004-9,5.3412936335710715,27.48771120491776,9.84736859166861,55.0,3.459,6.319942033652685,5.156041945136792,11.0
71005-1,9.198894591150179,37.319866978691955,17.394819564424193,42.0,7.756118079450562,11.0,9.378059039725281,2.0
71005-10,7.864213473959139,49.75982263825594,20.11397822843458,35.0,7.599589025037754,14.0,10.741723969152952,6.0
71005-11,8.708465220713206,37.319866978691955,15.445230084566326,35.0,5.598539900793873,11.0,8.407656793443158,9.0
71005-12,7.318250460278167,37.319866978691955,12.725943368341023,35.0,5.601257748877749,9.0,6.759373523466451,5.0
71005-13,6.232360875056524,27.48771120491776,10.872545267254031,58.0,4.42284652162716,9.379277030834876,6.151255942587357,12.0
71005-14,6.528247774364643,28.608538893056693,11.61121362455961,38.0,6.0405044786617115,14.767828550314078,8.705375724248244,12.0
71005-15,9.805404393993733,37.319866978691955,18.689721908857035,21.0,6.649381813668366,11.0,8.060809041551689,9.0
71005-16,18.546800741101283,62.98357388393107,37.64784795447607,76.0,16.215,24.12754014935768,19.166303063991414,10.0
71005-2,11.54978781533776,28.608538893056693,15.48428960903571,35.0,8.03746343557953,11.0,8.99746598780241,5.0
71005-3,4.303351051578424,24.87991131912797,8.719075803326158,85.0,3.2753877024706766,8.03746343557953,6.437617046016736,4.0
71005-4,5.367254381021389,28.608538893056693,11.08192961203333,42.0,5.240620323953083,8.0,6.241834296843578,5.0
71005-5,4.154339492777501,15.0,9.62204990516294,61.0,4.815,8.0,5.98541234163582,19.0
71005-6,8.011940450356606,49.75982263825594,19.839885616293753,31.0,8.516008026423759,14.0,10.877329130161565,9.0
71005-7,4.303351051578424,28.608538893056693,8.670306022141277,53.0,4.025440785766041,7.0,5.5810399301272975,11.0
71005-8,6.237038654047059,37.319866978691955,11.840306009715224,40.0,4.585542783458948,9.0,6.746737571096617,11.0
71005-9,8.417663293468262,62.199778297819925,15.097367518995716,45.0,6.059812027223644,9.0,7.000125688454135,6.0
71006-1,590.0,625.5022727401686,607.7511363700843,2.0,331.43406175984273,559.8427929995858,401.02332005738566,4.0
