Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"3061-1","Friends","",2012,"City Park Cafe",2,222,29.99,34.99,39.99,,5702014733114,673419165570,38.2,26.2,5.6,0.57,"",0,0,0,,0,0,,,,,,,,,40.7200,18.9100,"01/01/2012","31/12/2013"
"3063-1","Friends","",2012,"Heartlake Flying Club",1,195,19.99,19.99,24.99,,5702014831483,673419165846,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,17.7500,6.0000,"01/06/2012","31/12/2013"
"3065-1","Friends","",2012,"Olivia's Tree House",1,191,19.99,19.99,24.99,,5702014733145,673419165624,35.4,19.1,5.9,0.38,"",0,0,0,,0,0,,,,,,,,,40.0700,11.7400,"01/01/2012","31/12/2013"
"3183-1","Friends","",2012,"Stephanie's Cool Convertible",1,130,14.99,14.99,17.99,,5702014733152,673419165631,26.2,14.1,4.8,0.21,"",0,0,0,,0,0,,,,,,,,,23.3600,6.9500,"01/01/2012","31/07/2013"
"3184-1","Friends","",2012,"Adventure Camper",2,309,29.99,34.99,39.99,,5702014733169,673419165655,38.2,26.2,5.6,0.47,"",0,0,0,,0,0,,,,,,,,,98.0000,18.0300,"01/06/2012","31/12/2013"
"3185-1","Friends","",2012,"Summer Riding Camp",4,1112,89.99,99.99,124.99,,5702014831490,673419165853,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,219.2000,71.0300,"01/06/2012","31/07/2014"
"3186-1","Friends","",2012,"Emma's Horse Trailer",1,218,19.99,24.99,29.99,,5702014733176,673419165679,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,68.8800,18.5400,"01/06/2012","31/12/2014"
"3187-1","Friends","",2012,"Butterfly Beauty Shop",2,221,24.99,24.99,29.99,,,673419165686,28.19,26.19,6.4,0.47,"",0,0,0,,0,0,,,,,,,,,39.0000,14.6900,"01/01/2012","31/12/2012"
"3188-1","Friends","",2012,"Heartlake Vet",2,343,39.99,44.99,49.99,,5702014831513,673419165860,48,28.2,6.1,0.82,"",0,0,0,,0,0,,,,,,,,,92.9000,32.0400,"01/01/2012","31/12/2013"
"3189-1","Friends","",2012,"Heartlake Stables",2,401,49.99,49.99,64.99,,5702014733206,673419165693,54,28.2,5.9,0.95,"",0,0,0,,0,0,,,,,,,,,123.5600,38.9200,"01/06/2012","31/12/2013"
"3315-1","Friends","",2012,"Olivia's House",3,695,69.99,74.99,89.99,,5702014733220,673419165709,48,37.8,7,1.38,"",0,0,0,,0,0,,,,,,,,,151.9100,50.3700,"01/01/2012","31/12/2014"
"3316-1","Friends","Seasonal",2012,"Friends Advent Calendar",2,212,19.99,34.99,,,5702014733237,673419165617,38.2,26.19,7.06,0.35,"",0,0,0,,0,0,,,,,,,,,22.7100,18.7600,"01/09/2012","31/12/2012"
"3817-1","SpongeBob SquarePants","",2012,"The Flying Dutchman",3,241,24.99,24.99,29.99,,5702014842700,673419168595,35.4,19.1,5.9,0.39,"",0,0,0,,0,0,,,,,,,,,92.6700,41.3600,"01/01/2012","31/12/2013"
"3818-1","SpongeBob SquarePants","",2012,"Bikini Bottom Undersea Party",4,471,49.99,49.99,64.99,,5702014842311,673419168359,48,28.2,6.1,0.77,"",0,0,0,,0,0,,,,,,,,,242.5000,120.0000,"01/01/2012","31/12/2013"
"3863-1","Games","",2012,"Kokoriko",,115,7.99,,,,5702014736498,,14.4,20,5.4,,"",0,0,0,,0,0,,,,,,,,,10.1200,,"01/03/2012","31/12/2012"
"3864-1","Games","",2012,"Mini Taurus",4,165,9.99,,,,5702014831247,,14.4,27.2,5.4,,"",0,0,0,,0,0,,,,,,,,,14.7200,16.4900,"01/03/2012","31/12/2012"
"3865-1","Games","",2012,"City Alarm",6,247,14.99,19.99,24.99,,5702014831308,673419165730,19.2,27.2,5.4,0.49,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2012","31/12/2013"
"3866-1","Games","Licensed",2012,"Star Wars: The Battle of Hoth",32,305,24.99,,,,5702014831384,,28.8,27.2,5.4,,"",0,0,0,,0,0,,,,,,,,,28.2600,36.7800,"01/02/2012","31/12/2013"
"3874-1","Games","Heroica",2012,"Heroica Ilrion",8,240,14.99,19.99,26.99,,5702014831575,673419165907,19.2,27.2,5.41,0.39,"",0,0,0,,0,0,,,,,,,,,,34.9900,"01/08/2012","31/07/2013"
"3920-1","Games","Licensed",2012,"The Hobbit: An Unexpected Journey",4,394,24.99,34.99,39.99,,5702014962200,673419188555,28.8,27.2,5.4,0.6,"",0,0,0,,0,0,,,,,,,,,24.9900,19.9500,"01/10/2012","31/12/2013"
"3930-1","Friends","",2012,"Stephanie's Outdoor Bakery",1,45,4.99,6.99,7.99,,5702014831339,673419165716,12.2,9.1,4.7,0.06,"",0,0,0,,0,0,,,,,,,,,11.9900,3.6600,"01/01/2012","31/12/2013"
"3931-1","Friends","",2012,"Emma's Splash Pool",1,43,4.99,5.99,7.99,,5702014831346,673419165723,12.19,9.09,4.7,0.06,"",0,0,0,,0,0,,,,,,,,,8.8300,4.9600,"01/01/2012","31/12/2012"
"3932-1","Friends","",2012,"Andrea's Stage",1,87,9.99,9.99,12.99,,,673419165747,19.1,14.1,4.6,0.13,"",0,0,0,,0,0,,,,,,,,,16.3500,6.3300,"01/01/2012","31/12/2012"
"3933-1","Friends","",2012,"Olivia's Invention Workshop",1,81,9.99,9.99,12.99,,5702014831391,673419165754,19.1,14.1,4.6,0.12,"",0,0,0,,0,0,,,,,,,,,18.0200,9.8000,"01/01/2012","31/12/2012"
"3934-1","Friends","",2012,"Mia's Puppy House",1,64,9.99,9.99,12.99,,5702014831414,673419165778,19.1,14.1,4.6,0.12,"",0,0,0,,0,0,,,,,,,,,20.0000,6.6300,"01/01/2012","31/12/2012"
